timestep;mesh  1  face  centerpoint;mesh  1  color  code;mesh  1  normal;Mesh  1  face  centerpoint  to  Mesh  1  face  n+1  centerpoint  distance;Mesh  1  face  centerpoint  vector  to  Mesh  1  face  n+1  centerpoint  vector  angle
158;(201.75,  54.25,  25);(150,212,20);(-0.32,  0.95,  -0.02);1.27;0.31
158;(223.75,  54.75,  25);(173,220,24);(-0.01,  1,  0);22.01;1.44
158;(267.5,  55,  25);(140,208,18);(0,  1,  -0.04);43.75;2.33
158;(545.25,  145,  25);(123,202,15);(-1,  0.08,  0);51.09;5.05
158;(550.5,  197,  25);(113,198,14);(-0.13,  0.27,  -0.95);52.26;4.79
158;(551.75,  244,  25);(20,178,88);(-1,  0.01,  0);47.02;4.16
158;(550.75,  290.5,  25);(18,178,90);(0,  -1,  0);46.51;3.95
158;(553.75,  309,  25);(113,198,14);(-0.97,  0.22,  -0.01);18.74;1.35
158;(558,  328.5,  25);(146,210,19);(-1,  0,  0);19.96;1.32
158;(546.5,  332.25,  25);(22,179,85);(-0.23,  -0.97,  0.04);12.1;0.81
158;(538.5,  82.25,  25);(10,184,153);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(20,178,88);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(12,183,137);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(25,179,80);(-0.83,  0.55,  0);2.15;0.16
158;(185,  40.25,  25);(22,179,85);(-0.6,  0.8,  0);245.22;16.16
158;(185.5,  42.75,  25);(142,209,19);(-0.96,  -0.27,  0);2.55;0.7
158;(185.25,  43.75,  25);(109,197,13);(0.95,  0.32,  0.01);1.03;0.31
158;(250.75,  46.5,  25);(23,179,84);(-0.05,  0.99,  -0.1);65.56;3.34
158;(317.5,  50.5,  25);(23,179,83);(-0.32,  0.95,  0);66.87;1.86
158;(538.5,  82.25,  25);(1,192,229);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(17,178,95);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(1,192,225);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(2,191,219);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(4,189,204);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(16,179,103);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(18,178,93);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(91,14,128);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(106,196,13);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(92,12,127);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(80,186,8);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  84,  25);(18,178,93);(-0.89,  -0.45,  0);1.75;0.18
158;(537,  85,  25);(95,192,11);(0,  -1,  0);1.8;0.13
158;(535.5,  84,  25);(123,202,15);(0.89,  -0.45,  0);1.8;0.08
158;(539.25,  88.75,  25);(18,178,90);(-0.8,  0.59,  0);6.05;0.43
158;(542.25,  94,  25);(18,178,91);(0.35,  -0.87,  0.35);6.05;0.49
158;(538.5,  82.25,  25);(63,184,29);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(2,188,227);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(66,184,26);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(3,185,225);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(18,178,94);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(7,187,177);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(18,178,90);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(13,182,132);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(109,197,13);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(5,189,196);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(82,187,9);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(10,185,156);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(21,178,86);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(15,180,111);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(32,180,71);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(17,179,101);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(65,184,26);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(129,204,17);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(187,225,26);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(71,185,18);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(159,215,22);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(68,185,23);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(140,208,18);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(11,160,211);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(32,93,173);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(3,186,225);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(19,136,197);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(15,180,115);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(78,186,10);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(17,179,97);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(78,186,9);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(14,182,125);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(4,190,207);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(10,185,157);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(2,191,218);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(84,188,9);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(1,192,228);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(5,189,195);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(138,207,18);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(4,189,203);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(76,186,12);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(34,180,69);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(1,192,227);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(89,190,10);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(74,185,15);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(118,200,15);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(130,204,17);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(67,184,24);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(39,72,161);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(24,120,188);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(13,182,133);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(10,164,213);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(11,183,145);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(1,191,228);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(7,187,180);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(16,180,110);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(65,184,27);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(69,185,21);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(57,183,38);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(12,158,210);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(8,169,216);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(27,109,182);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(20,132,195);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(5,179,222);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(54,183,41);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(27,179,78);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(70,185,20);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(23,179,83);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(75,186,13);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(10,185,155);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(5,189,198);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(78,29,136);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(77,29,136);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(73,33,139);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(80,26,135);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(41,181,59);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(41,69,160);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(37,78,165);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(51,182,46);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(19,178,89);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(46,65,157);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(42,69,159);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(24,179,81);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(51,59,154);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(54,183,42);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(45,65,157);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(48,182,50);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(124,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(147,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(150,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(88,17,129);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(46,182,52);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(58,183,36);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(49,182,48);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(52,182,45);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(27,179,77);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(105,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(43,68,158);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(103,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(48,62,156);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(85,20,131);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(55,54,151);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(78,28,136);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(207,0,118);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(3,191,216);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(2,191,222);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(2,192,225);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(11,184,147);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(82,24,134);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(8,186,170);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(72,35,140);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(6,188,186);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(134,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(123,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(144,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(113,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(146,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(116,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(152,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(14,152,206);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(6,177,220);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(18,137,198);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(6,177,221);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(100,3,122);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(96,8,124);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(95,9,125);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(104,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(90,15,128);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(24,118,187);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(9,185,163);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(4,182,223);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(12,183,140);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(5,178,221);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(22,126,192);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(209,0,118);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(67,41,143);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(2,189,227);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(93,11,126);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(16,144,202);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(211,1,116);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(4,183,224);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(210,0,117);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(211,1,117);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(210,0,118);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(37,79,165);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(60,49,148);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(40,70,160);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(52,57,153);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(39,73,161);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(7,174,219);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(40,71,160);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(109,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(106,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(141,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(7,187,184);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(197,0,118);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(195,0,118);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(1,191,229);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(26,112,184);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(3,187,226);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(10,163,213);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(3,190,214);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(98,5,123);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(94,10,126);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(2,191,224);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(84,21,132);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(4,181,223);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(220,10,96);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(224,14,87);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(217,7,103);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(219,10,97);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(2,191,221);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(27,111,183);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(3,190,213);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(34,88,170);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(53,56,152);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(100,4,122);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(187,0,118);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(133,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(13,154,207);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(131,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(213,4,110);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(128,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(238,35,44);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(72,185,17);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(238,37,39);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(222,12,91);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(5,180,222);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(17,142,201);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(23,123,190);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(4,190,206);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(17,141,200);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(218,8,101);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(239,38,38);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(241,46,21);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(219,9,98);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(242,52,10);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(223,13,89);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(223,13,90);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(38,75,163);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(90,14,128);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(83,22,133);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(99,5,123);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(190,0,118);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(223,14,89);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(185,0,118);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(129,0,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(101,3,122);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(43,67,158);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(240,44,26);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(49,61,154);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(44,66,157);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(17,140,200);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(237,31,52);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(16,145,202);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(240,46,23);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(240,45,25);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(81,24,134);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(136,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(240,46,22);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(239,39,36);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(238,34,47);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(215,6,106);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(239,38,37);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(65,43,145);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(61,184,32);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(62,184,31);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(71,36,140);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(42,68,159);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(97,7,124);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(81,25,134);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(38,181,63);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(236,27,60);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(66,184,25);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(236,28,58);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(43,68,159);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(50,182,47);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(56,53,150);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(51,59,153);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(242,55,4);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(176,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(165,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(182,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(163,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(155,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(211,1,115);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(139,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(61,184,33);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(64,184,29);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(71,185,19);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(75,185,13);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(130,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(62,46,146);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(132,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(102,1,120);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(79,27,135);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(55,183,41);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(70,185,21);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(74,185,14);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(64,184,28);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(77,186,10);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(50,182,48);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(42,181,57);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(221,11,94);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(160,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(233,24,66);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(200,0,118);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(215,5,107);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(213,3,111);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(212,2,113);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(212,2,114);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(213,3,112);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(175,0,119);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(236,27,61);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(39,181,61);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(48,182,49);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(39,181,62);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(56,183,39);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(72,185,18);(-0.83,  0.55,  0);2.15;0.16
158;(538.5,  82.25,  25);(2,191,223);(-0.83,  0.55,  0);2.15;0.16
