timestep;mesh  1  face  centerpoint;mesh  1  color  code;mesh  1  normal;Mesh  1  face  centerpoint  to  Mesh  1  face  n+1  centerpoint  distance;Mesh  1  face  centerpoint  vector  to  Mesh  1  face  n+1  centerpoint  vector  angle
157;(228.75,  82.25,  25);(17,179,100);(0.32,  0.95,  -0.03);22.0;1.62
157;(238,  80.25,  25);(8,186,169);(-0.8,  -0.32,  0.5);9.46;1.15
157;(284,  82,  25);(31,180,72);(-0.01,  0.98,  0.19);46.03;2.66
157;(254.75,  70.25,  25);(20,178,88);(0.58,  -0.81,  0.04);1.58;0.04
157;(237.25,  72.25,  25);(21,178,86);(-0.2,  -0.97,  -0.11);17.61;1.55
157;(221.25,  74.75,  25);(7,187,176);(0.6,  -0.2,  0.78);16.19;1.76
157;(221,  74.75,  25);(9,186,167);(-0.62,  0,  -0.78);0.25;0.02
157;(479.75,  95.5,  25);(16,180,107);(0.55,  -0.83,  0.06);0.71;0.07
157;(478,  97,  25);(16,179,103);(-0.89,  -0.44,  -0.11);2.3;0.21
157;(475.75,  100.5,  25);(46,182,52);(-0.77,  -0.64,  -0.01);4.16;0.46
157;(429.25,  95.25,  25);(53,183,42);(0.15,  -0.99,  0.03);46.8;0.66
157;(348.25,  72.25,  25);(18,178,90);(-0.99,  -0.14,  -0.05);1.0;0.03
157;(311.25,  66.75,  25);(186,225,26);(0.01,  -0.99,  -0.13);35.5;1.32
157;(264.75,  65.75,  25);(19,135,197);(0.07,  -0.99,  0.07);46.51;1.98
157;(254.5,  64.75,  25);(12,156,209);(0.79,  0,  0.62);10.3;0.38
157;(244.75,  66.25,  25);(44,181,55);(-0.18,  -0.98,  -0.03);9.86;0.89
157;(328.75,  75.75,  25);(18,178,90);(-0.2,  -0.98,  0.03);2.57;0.29
157;(328,  76.5,  25);(12,183,138);(-0.71,  0.71,  -0.01);1.06;0.15
157;(330.25,  76.75,  25);(10,185,156);(0.14,  0.99,  -0.01);2.26;0.05
157;(231.5,  68.75,  25);(15,180,115);(-0.83,  -0.55,  -0.01);1.06;0.22
157;(231.75,  68.75,  25);(44,181,55);(0.7,  0.7,  -0.08);0.25;0.02
157;(232.75,  68.75,  25);(16,179,103);(-0.95,  0.32,  0.04);1.0;0.07
157;(227,  77.5,  25);(17,179,99);(-0.8,  -0.6,  -0.02);10.47;2.38
157;(344.5,  80,  25);(14,181,121);(-0.32,  0.95,  -0.04);1.68;0.21
157;(345,  80,  25);(18,178,93);(0.45,  -0.89,  -0.03);0.5;0.02
157;(346.25,  79.25,  25);(12,183,142);(0.11,  0.99,  0.06);1.46;0.16
157;(346.5,  78.5,  25);(9,185,162);(0.24,  -0.97,  -0.05);0.79;0.13
157;(243.5,  78.5,  25);(20,178,88);(0.55,  0.84,  -0.06);14.09;2.33
157;(297.5,  61,  25);(78,186,10);(-0.11,  0.99,  0.1);14.25;0.65
157;(325.75,  63.25,  25);(67,184,25);(-0.05,  1,  -0.04);28.34;0.72
157;(341.75,  64.5,  25);(65,184,26);(-0.27,  0.96,  -0.04);16.05;0.36
157;(343.25,  66,  25);(198,229,28);(-0.97,  -0.24,  0.1);2.12;0.2
157;(258.25,  69.25,  25);(20,178,88);(-0.71,  -0.71,  0.03);0.35;0.07
157;(256.75,  70,  25);(16,179,102);(0,  -1,  0.04);1.68;0.24
157;(256.25,  70.75,  25);(7,187,176);(-0.94,  0.31,  -0.09);0.9;0.18
157;(338.75,  63.75,  25);(204,231,29);(0.51,  -0.85,  -0.13);3.18;0.3
157;(336.75,  63,  25);(198,229,28);(0,  -1,  -0.1);2.14;0.07
157;(336,  61.25,  25);(158,215,21);(1,  0,  0.04);1.9;0.27
157;(330.5,  62.75,  25);(134,206,17);(-0.51,  -0.86,  -0.01);5.7;0.42
157;(205,  78.5,  25);(20,178,88);(-0.18,  -0.98,  0.05);16.43;2.28
157;(229,  79.75,  25);(20,178,88);(0.04,  1,  0.04);24.03;1.85
157;(309.5,  76,  25);(9,186,167);(0.05,  1,  0.04);80.59;5.56
157;(349.25,  72.25,  25);(12,183,137);(0.92,  -0.39,  0.03);39.93;2.16
157;(346.75,  66.5,  25);(182,223,26);(-0.4,  0.61,  0.69);17.68;1.0
157;(289.5,  54.5,  25);(96,192,11);(0,  -1,  0.04);1.0;0.04
157;(287.75,  55.25,  25);(75,186,13);(-0.71,  -0.71,  -0.07);1.9;0.21
157;(286.25,  55.25,  25);(75,185,14);(0.69,  -0.69,  0.19);1.5;0.06
157;(282.5,  55.75,  25);(82,187,9);(-0.38,  -0.92,  -0.04);3.78;0.25
157;(234,  68.25,  25);(182,223,26);(-0.24,  -0.97,  0.06);10.93;1.13
157;(232.75,  68.25,  25);(12,156,209);(0.71,  -0.71,  0.06);1.25;0.09
157;(232.25,  68,  25);(16,179,103);(0,  -1,  -0.08);0.56;0.03
157;(280.75,  59,  25);(79,186,8);(-0.97,  -0.24,  0.01);1.35;0.22
157;(280,  61.5,  25);(82,187,9);(-0.95,  -0.32,  -0.04);2.61;0.52
157;(279,  64.5,  25);(67,184,25);(-0.95,  -0.32,  -0.01);3.16;0.63
157;(278,  65.5,  25);(61,184,32);(0.71,  -0.71,  0.04);1.41;0.24
157;(221.75,  84,  25);(18,178,90);(0.88,  0.44,  0.17);8.36;1.89
157;(233,  74.75,  25);(15,180,115);(0.58,  0.79,  -0.18);14.56;2.95
157;(236.75,  75.5,  25);(17,179,99);(-0.76,  -0.6,  0.23);3.82;0.13
157;(231,  85,  25);(16,179,103);(-0.51,  0.51,  0.69);11.1;2.5
157;(283.25,  61.25,  25);(79,186,8);(0.99,  0.14,  0.05);1.35;0.26
157;(262.25,  53,  25);(79,186,8);(-0.09,  1,  -0.04);11.88;0.28
157;(273,  54.5,  25);(65,184,27);(-0.71,  -0.71,  0);10.85;0.25
157;(238.25,  53,  25);(59,183,35);(0.06,  -1,  -0.02);34.78;1.44
157;(203,  51.5,  25);(77,186,11);(-0.45,  -0.89,  0);35.28;1.94
157;(343.5,  67.5,  25);(79,186,8);(-0.71,  0.71,  -0.04);1.52;0.23
157;(343,  67.75,  25);(65,184,26);(0.24,  -0.97,  0.05);0.56;0.06
157;(341,  66,  25);(158,215,21);(0.83,  -0.55,  0.02);2.66;0.22
157;(267.5,  55,  25);(78,186,10);(0,  1,  -0.04);43.75;2.33
157;(288.75,  55.75,  25);(77,186,11);(-0.51,  -0.86,  0.05);21.26;0.78
157;(288.5,  57.75,  25);(61,184,33);(-0.78,  0.62,  -0.09);2.02;0.39
157;(289.75,  59,  25);(79,186,8);(0,  1,  -0.06);1.77;0.19
157;(319,  68,  25);(186,225,26);(-0.32,  -0.95,  0.08);12.64;1.29
157;(313,  70.25,  25);(204,231,29);(-1,  0,  -0.06);6.41;0.62
157;(312.75,  71.25,  25);(134,206,17);(-0.95,  -0.32,  -0.07);1.03;0.18
157;(329.25,  69,  25);(19,135,197);(0.18,  0.98,  -0.01);16.65;1.02
157;(290.5,  54.5,  25);(83,187,9);(0,  0,  0);0.9;0.12
157;(548.75,  346,  25);(81,187,8);(-0.56,  0.83,  -0.02);17.7;0.13
157;(562.5,  356.25,  25);(78,186,9);(-0.24,  -0.97,  0);17.15;0.13
157;(372.75,  198,  25);(79,186,8);(0.64,  -0.77,  0.01);247.08;4.54
157;(185,  40.25,  25);(100,194,12);(-0.6,  0.8,  0);245.22;16.16
157;(279.5,  56.5,  25);(83,187,9);(1,  0,  0.04);3.09;0.27
157;(279.5,  56.75,  25);(75,185,14);(-1,  0,  0.06);0.25;0.05
157;(280.25,  57.75,  25);(67,184,25);(-0.32,  0.95,  -0.03);1.25;0.17
157;(317.5,  50.5,  25);(87,189,9);(-0.32,  0.95,  0);66.87;1.86
157;(320,  50.75,  25);(100,194,12);(0.24,  0.97,  0);2.51;0.04
157;(320.75,  49.5,  25);(77,186,10);(0.97,  -0.24,  0);1.46;0.24
157;(321.25,  47.75,  25);(68,185,23);(0.71,  0.71,  0);1.82;0.32
157;(278.5,  65.25,  25);(78,186,10);(-0.24,  0.96,  0.12);0.56;0.07
157;(280.25,  65,  25);(79,186,8);(0.55,  0.83,  0.02);1.77;0.13
157;(281.75,  63.25,  25);(61,184,32);(0.85,  0.51,  -0.09);2.3;0.4
157;(282.75,  62.5,  25);(67,184,25);(-0.89,  0.45,  0.02);1.25;0.19
157;(250.5,  51.25,  25);(79,186,9);(-0.83,  0.55,  0);16.62;1.15
157;(538.5,  82.25,  25);(79,186,8);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(63,184,29);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(67,184,24);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  84,  25);(79,186,8);(-0.89,  -0.45,  0);1.75;0.18
157;(201.5,  53,  25);(79,186,9);(-0.89,  -0.45,  0);2.12;0.5
157;(201.75,  54.25,  25);(59,183,35);(-0.32,  0.95,  -0.02);1.27;0.31
157;(223.75,  54.75,  25);(61,184,33);(-0.01,  1,  0);22.01;1.44
157;(542.25,  94,  25);(82,187,9);(0.35,  -0.87,  0.35);6.05;0.49
157;(545.25,  145,  25);(79,186,8);(-1,  0.08,  0);51.09;5.05
157;(550.5,  197,  25);(75,185,13);(-0.13,  0.27,  -0.95);52.26;4.79
157;(551.75,  244,  25);(73,185,16);(-1,  0.01,  0);47.02;4.16
157;(290.5,  59.25,  25);(96,192,11);(-0.45,  0.89,  0.07);0.79;0.02
157;(291.5,  58.75,  25);(78,186,10);(0.83,  0.55,  0.02);1.12;0.13
157;(291.75,  57,  25);(79,186,8);(0.97,  -0.24,  0.07);1.77;0.34
157;(291,  55.25,  25);(75,186,13);(0.83,  -0.55,  -0.01);1.9;0.3
157;(534.5,  335.5,  25);(92,191,10);(-0.71,  -0.71,  0);12.43;0.82
157;(538.5,  82.25,  25);(16,180,108);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(4,189,202);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(15,181,118);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(8,187,175);(-0.83,  0.55,  0);2.15;0.16
157;(185.5,  42.75,  25);(92,191,10);(-0.96,  -0.27,  0);2.55;0.7
157;(185.25,  43.75,  25);(79,186,8);(0.95,  0.32,  0.01);1.03;0.31
157;(250.75,  46.5,  25);(77,186,10);(-0.05,  0.99,  -0.1);65.56;3.34
157;(538.5,  82.25,  25);(2,189,227);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(17,179,101);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(1,192,228);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(6,188,186);(-0.83,  0.55,  0);2.15;0.16
157;(321.75,  47.25,  25);(79,186,8);(-0.71,  -0.71,  0);0.71;0.1
157;(303.75,  47.75,  25);(87,189,9);(-0.01,  -1,  0);18.01;0.63
157;(285,  48,  25);(68,185,23);(0,  -1,  0.02);18.75;0.69
157;(267,  49.25,  25);(65,184,27);(-0.07,  -1,  0);18.04;0.94
157;(538.5,  82.25,  25);(78,186,9);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(47,63,156);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(43,68,159);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(77,186,11);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(85,188,9);(-0.83,  0.55,  0);2.15;0.16
157;(537,  85,  25);(78,186,9);(0,  -1,  0);1.8;0.13
157;(535.5,  84,  25);(67,184,24);(0.89,  -0.45,  0);1.8;0.08
157;(539.25,  88.75,  25);(75,185,13);(-0.8,  0.59,  0);6.05;0.43
157;(538.5,  82.25,  25);(50,59,154);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(85,20,132);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(44,66,158);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(73,34,139);(-0.83,  0.55,  0);2.15;0.16
157;(550.75,  290.5,  25);(81,187,8);(0,  -1,  0);46.51;3.95
157;(553.75,  309,  25);(82,187,9);(-0.97,  0.22,  -0.01);18.74;1.35
157;(558,  328.5,  25);(73,185,16);(-1,  0,  0);19.96;1.32
157;(546.5,  332.25,  25);(78,186,9);(-0.23,  -0.97,  0.04);12.1;0.81
157;(538.5,  82.25,  25);(8,186,170);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(109,0,120);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(87,19,131);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(124,0,120);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(96,8,125);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(15,180,111);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(10,184,153);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(17,179,99);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(158,0,119);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(103,0,120);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(38,76,163);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(104,0,120);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(2,192,224);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(8,186,171);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(1,192,229);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(77,186,10);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(37,79,165);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(2,191,219);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(69,185,22);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(60,184,33);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(102,1,120);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(88,17,130);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(83,187,9);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(92,12,127);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(55,54,151);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(102,2,121);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(110,0,120);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(166,0,119);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(10,184,154);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(4,189,203);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(12,183,137);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(16,180,109);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(101,2,121);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(93,191,10);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(170,219,24);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(149,211,20);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(151,212,20);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(116,0,120);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(92,13,127);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(162,0,119);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(82,187,8);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(81,187,8);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(74,185,14);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(68,185,23);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(34,87,169);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(14,152,206);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(31,96,175);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(10,163,213);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(72,185,17);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(36,82,167);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(17,141,200);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(37,80,165);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(21,128,193);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(97,7,124);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(56,53,150);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(96,8,124);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(60,183,34);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(64,184,28);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(127,204,16);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(79,186,9);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(156,0,119);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(136,0,119);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(100,4,122);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(141,0,119);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(198,229,28);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(7,173,218);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(10,165,214);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(31,98,176);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(3,190,213);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(117,200,15);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(113,198,14);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(101,194,12);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(77,29,136);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(108,0,120);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(83,23,133);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(106,0,120);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(66,184,26);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(80,186,8);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(64,184,29);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(41,70,160);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(22,125,191);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(14,182,126);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(13,182,127);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(5,188,194);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(18,178,89);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(22,127,192);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(38,74,162);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(84,188,9);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(36,80,165);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(48,62,155);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(4,182,223);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(23,122,190);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(140,208,18);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(86,189,9);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(114,199,14);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(139,208,18);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(1,192,226);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(17,179,100);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(10,185,157);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(18,178,91);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(13,182,131);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(2,187,226);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(80,26,135);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(5,189,197);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(65,184,27);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(39,181,61);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(73,185,16);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(50,182,46);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(24,119,188);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(16,145,202);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(21,130,194);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(38,75,163);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(18,178,90);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(25,117,186);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(2,190,228);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(10,164,213);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(7,175,219);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(16,180,110);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(2,191,224);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(4,189,200);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(4,181,223);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(24,121,189);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(28,108,181);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(8,169,216);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(39,72,161);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(66,42,144);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(3,185,225);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(21,129,193);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(7,187,176);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(7,187,181);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(1,192,227);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(10,185,158);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(75,185,13);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(13,182,132);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(19,178,89);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(16,180,106);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(225,15,86);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(197,0,118);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(221,12,93);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(206,0,118);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(49,182,49);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(25,179,81);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(18,178,92);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(13,182,134);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(5,179,222);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(220,10,96);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(194,0,118);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(214,4,110);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(214,4,109);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(4,184,224);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(10,163,212);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(18,138,198);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(2,191,222);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(6,188,189);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(5,189,195);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(3,190,210);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(29,102,178);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(17,179,97);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(33,90,171);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(15,180,112);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(6,188,190);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(175,0,119);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(7,174,219);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(8,187,176);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(15,180,114);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(123,202,16);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(210,0,118);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(203,0,118);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(2,192,225);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(8,186,172);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(6,188,188);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(5,189,199);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(88,189,10);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(115,199,14);(-0.83,  0.55,  0);2.15;0.16
157;(538.5,  82.25,  25);(106,196,13);(-0.83,  0.55,  0);2.15;0.16
