Year,mesh 1 face centerpoint,mesh 1 color code,mesh 1 normal,Mesh 1 face centerpoint to Mesh 1 face n+1 centerpoint distance,Mesh 1 face centerpoint vector to Mesh 1 face n+1 centerpoint vector angle
1986,"(4.59, 3.61, 4.63)","(243,57,0)","(0.17, -0.85, 0.49)",3.2,0.37
1986,"(6.68, 5.23, 6.69)","(243,57,0)","(0.18, -0.85, 0.49)",3.35,0.18
1986,"(6.51, 5.22, 6.75)","(243,57,0)","(-0.17, 0.85, -0.49)",0.18,0.88
1986,"(22.87, 16.09, 19.79)","(243,57,0)","(0.17, -0.85, 0.49)",23.58,4.67
1986,"(27.21, 18.67, 22.73)","(243,57,0)","(-0.17, 0.85, -0.49)",5.84,0.91
1986,"(1.47, 1.24, 1.62)","(243,57,0)","(-0.12, 0.84, -0.53)",37.58,7.16
1986,"(0.33, 0.27, 0.35)","(243,57,0)","(-0.17, 0.85, -0.5)",1.96,0.98
1986,"(2.97, 1.98, 2.38)","(243,57,0)","(0.2, -0.86, 0.46)",3.74,7.25
1986,"(6.43, 4.37, 5.3)","(243,57,0)","(0.18, -0.86, 0.49)",5.12,0.73
1986,"(4.54, 3.14, 3.83)","(243,57,0)","(-0.18, 0.85, -0.49)",2.69,0.61
1986,"(2.69, 1.9, 2.34)","(243,57,0)","(0.17, -0.85, 0.5)",2.68,0.79
1986,"(9.02, 7.01, 8.94)","(243,57,0)","(0.17, -0.85, 0.49)",1.35,1.41
1986,"(9.61, 7.35, 9.33)","(243,57,0)","(0.17, -0.85, 0.49)",0.78,0.54
1986,"(10.4, 7.8, 9.83)","(243,57,0)","(0.17, -0.85, 0.49)",1.04,0.69
1986,"(33.03, 22.92, 28.04)","(243,57,0)","(0.17, -0.85, 0.5)",21.32,0.26
1986,"(53.49, 37.06, 45.29)","(243,57,0)","(0.17, -0.85, 0.5)",30.27,0.07
1986,"(68.88, 47.54, 58.02)","(243,57,0)","(0.39, 0.36, -0.85)",22.56,0.14
1986,"(51.11, 35.19, 42.91)","(243,57,0)","(-0.17, 0.85, -0.49)",26.39,0.09
1986,"(22.3, 15.28, 18.59)","(243,57,0)","(-0.17, 0.85, -0.49)",42.64,0.18
1986,"(7.7, 5.52, 6.83)","(243,57,0)","(0.17, -0.85, 0.5)",21.14,1.62
1986,"(7.33, 5.19, 6.39)","(243,57,0)","(-0.17, 0.85, -0.5)",0.66,0.45
1986,"(1.32, 1.11, 1.45)","(243,57,0)","(-0.3, 0.87, -0.4)",8.78,5.96
1986,"(0.79, 0.64, 0.84)","(243,57,0)","(-0.19, 0.85, -0.48)",0.93,0.94
1986,"(0.72, 0.5, 0.61)","(243,57,0)","(0.23, -0.87, 0.44)",0.28,5.81
1986,"(1.42, 0.94, 1.14)","(243,57,0)","(-0.02, 0.78, -0.63)",0.98,1.48
1986,"(1.6, 1.2, 1.51)","(243,56,2)","(0.21, -0.82, 0.53)",0.49,4.25
1986,"(1.48, 1.18, 1.52)","(243,55,3)","(0.17, -0.85, 0.5)",0.12,2.17
1986,"(3.07, 2.34, 2.97)","(243,57,0)","(-0.17, 0.85, -0.49)",2.19,2.4
1986,"(1.04, 0.9, 1.18)","(243,57,0)","(0.17, 0.71, -0.68)",3.07,4.12
1986,"(0.14, 0.11, 0.15)","(237,30,53)","(-0.02, 0.8, -0.6)",1.58,2.13
1986,"(3.52, 2.52, 3.12)","(243,57,0)","(0.17, -0.85, 0.5)",0.16,1.51
1986,"(2.84, 2.03, 2.5)","(243,57,0)","(-0.17, 0.85, -0.49)",1.04,0.18
1986,"(6.46, 5.56, 7.33)","(243,57,0)","(0.11, -0.84, 0.53)",6.99,6.51
1986,"(6.44, 5.49, 7.22)","(243,57,0)","(0.29, -0.87, 0.41)",0.13,0.31
1986,"(22.3, 15.04, 18.17)","(243,57,0)","(0.31, -0.89, 0.35)",21.51,8.22
1986,"(27.63, 18.32, 21.97)","(243,57,0)","(-0.55, 0.83, 0)",7.32,0.63
1986,"(2.51, 1.75, 2.14)","(243,57,0)","(0.16, -0.85, 0.5)",36.04,1.81
1986,"(13.81, 11.24, 14.58)","(243,57,0)","(0.17, -0.85, 0.5)",19.3,5.51
1986,"(14.88, 12.13, 15.74)","(243,57,0)","(-0.17, 0.85, -0.5)",1.81,0.05
1986,"(5.01, 3.81, 4.83)","(243,57,0)","(-0.17, 0.85, -0.5)",16.9,2.39
1986,"(16.78, 11.5, 14)","(243,57,0)","(0.17, -0.85, 0.49)",16.79,3.74
1986,"(32.22, 23.16, 28.73)","(243,57,0)","(0.17, -0.85, 0.49)",24.32,1.73
1986,"(32.28, 25.02, 31.92)","(243,57,0)","(-0.17, 0.85, -0.49)",3.69,2.68
1986,"(3.75, 2.73, 3.39)","(243,57,0)","(0.17, -0.85, 0.49)",1.71,1.01
1986,"(2.88, 2.11, 2.63)","(243,55,4)","(-0.17, 0.85, -0.5)",1.31,0.26
1986,"(18.75, 12.92, 15.76)","(243,57,0)","(0.17, -0.85, 0.5)",23.26,2.16
1986,"(11.85, 8.7, 10.88)","(243,57,0)","(-0.17, 0.85, -0.49)",0.43,0.03
1986,"(4.96, 4.16, 5.45)","(243,57,0)","(0.16, -0.85, 0.5)",9.88,4.62
1986,"(9.47, 7.96, 10.43)","(243,57,0)","(0.17, -0.85, 0.49)",7.72,0.06
1986,"(6.33, 5.12, 6.63)","(243,56,3)","(-0.17, 0.85, -0.49)",5.69,1.28
1986,"(3.94, 2.72, 3.32)","(243,57,0)","(-0.14, 0.84, -0.53)",4.74,5.62
1986,"(14.91, 10.25, 12.48)","(243,57,0)","(0.18, -0.85, 0.49)",16.15,0.17
1986,"(35.77, 24.8, 30.33)","(243,57,0)","(0.17, -0.85, 0.49)",31.07,0.33
1986,"(39.6, 27.45, 33.56)","(243,57,0)","(-0.17, 0.85, -0.49)",5.67,0.01
1986,"(29.9, 20.95, 25.73)","(243,57,0)","(0.17, -0.85, 0.5)",14.06,0.4
1986,"(24.49, 17.86, 22.27)","(243,57,1)","(-0.17, 0.85, -0.49)",7.13,1.43
1986,"(13.18, 9.94, 12.56)","(243,57,0)","(-0.17, 0.85, -0.49)",16.88,1.21
1986,"(3.16, 2.4, 3.05)","(243,57,0)","(-0.17, 0.85, -0.5)",15.74,0.32
1986,"(1.14, 0.82, 1.02)","(243,57,0)","(-0.18, 0.85, -0.49)",3.27,1.96
1986,"(4.34, 3.2, 4)","(242,51,11)","(0.18, -0.85, 0.49)",4.29,2.79
1986,"(2.86, 2.47, 3.26)","(243,57,0)","(-0.81, 0.46, 0.37)",3.27,6.23
1986,"(5.35, 3.92, 4.9)","(243,57,0)","(-0.17, 0.85, -0.49)",1.53,0.18
1986,"(3.47, 2.59, 3.26)","(243,57,0)","(-0.17, 0.85, -0.5)",2.83,0.66
1986,"(11.87, 10.14, 13.36)","(243,57,0)","(-0.15, 0.85, -0.51)",23.13,1.24
1986,"(12.12, 8.91, 11.14)","(242,54,6)","(0.17, -0.85, 0.49)",2.55,5.19
1986,"(25.97, 21.38, 27.84)","(243,57,0)","(-0.17, 0.85, -0.49)",8.35,2.07
1986,"(25.8, 19.08, 23.92)","(243,57,0)","(0.17, -0.85, 0.49)",21.65,2.8
1986,"(24.55, 18.84, 23.94)","(243,57,0)","(-0.17, 0.85, -0.49)",1.27,1.31
1986,"(75.22, 50.45, 60.83)","(243,57,0)","(0.17, -0.85, 0.49)",17.2,0.54
1986,"(4.18, 3.31, 4.26)","(243,57,0)","(-0.18, 0.85, -0.49)",6.79,0.1
1986,"(4.61, 3.37, 4.22)","(243,57,0)","(0.17, -0.85, 0.49)",0.44,2.78
1986,"(12.53, 8.57, 10.43)","(243,57,0)","(-0.17, 0.85, -0.5)",10.43,0.3
1986,"(4.78, 3.64, 4.61)","(243,57,0)","(-0.17, 0.85, -0.49)",6.74,0.96
1986,"(2.1, 1.56, 1.95)","(243,57,0)","(-0.17, 0.85, -0.49)",4.31,0.97
1986,"(7.77, 6.05, 7.72)","(243,57,1)","(-0.17, 0.85, -0.49)",26.61,0.49
1986,"(8.34, 6.95, 9.07)","(243,56,1)","(0.17, -0.85, 0.49)",1.72,2.32
1986,"(10.65, 8.81, 11.5)","(243,56,1)","(-0.18, 0.85, -0.49)",3.83,0.2
1986,"(6.94, 5.57, 7.19)","(243,56,2)","(-0.17, 0.85, -0.5)",6.55,1.05
1986,"(5.38, 4.18, 5.33)","(243,57,0)","(-0.17, 0.85, -0.49)",2.8,1.15
1986,"(4.66, 3.51, 4.44)","(243,57,0)","(-0.17, 0.85, -0.49)",1.33,1.02
1986,"(3.88, 2.79, 3.46)","(243,55,4)","(-0.17, 0.85, -0.5)",1.44,1.71
1986,"(4.44, 3.22, 4)","(243,57,0)","(0.17, -0.85, 0.49)",0.89,0.27
1986,"(5.75, 4.26, 5.34)","(243,57,0)","(0.17, -0.85, 0.49)",2.14,0.78
1986,"(15.54, 11.34, 14.15)","(243,56,2)","(0.17, -0.85, 0.49)",14.95,0.52
1986,"(33.35, 24.06, 29.89)","(243,57,1)","(0.17, -0.85, 0.49)",26.96,0.41
1986,"(49.84, 35.18, 43.32)","(243,56,1)","(0.17, -0.85, 0.49)",24,0.79
1986,"(62.76, 42.72, 51.83)","(243,57,0)","(-0.17, 0.85, -0.49)",17.21,1.33
1986,"(8.32, 6.61, 8.51)","(243,57,0)","(-0.17, 0.85, -0.49)",0.39,0.49
1986,"(11.91, 9.94, 13)","(243,57,0)","(0.17, -0.85, 0.49)",15.25,1.1
1986,"(9.63, 7.71, 9.95)","(242,55,5)","(-0.17, 0.85, -0.5)",4.41,1.4
1986,"(11.43, 8.18, 10.13)","(243,56,1)","(0.17, -0.85, 0.49)",10.23,0.83
1986,"(17.07, 12.2, 15.1)","(243,57,0)","(0.17, -0.85, 0.49)",8.52,0.05
1986,"(21.1, 15.11, 18.71)","(243,57,1)","(0.17, -0.85, 0.49)",6.14,0.06
1986,"(24.53, 17.56, 21.75)","(243,56,1)","(0.17, -0.85, 0.49)",5.2,0.01
1986,"(29.23, 20.86, 25.8)","(243,57,1)","(0.17, -0.85, 0.49)",7.03,0.12
1986,"(18.74, 13.57, 16.88)","(243,57,0)","(-0.17, 0.85, -0.49)",15.58,0.53
1986,"(9.91, 8.05, 10.43)","(243,57,0)","(0.17, -0.85, 0.49)",12.25,4.02
1986,"(34.04, 25.54, 32.21)","(243,57,0)","(0.17, -0.85, 0.49)",36.91,2.74
1986,"(26.86, 19.71, 24.64)","(243,57,0)","(-0.17, 0.85, -0.49)",11.95,0.8
1986,"(4.74, 3.4, 4.22)","(243,57,0)","(0.17, -0.85, 0.49)",34.24,0.78
1986,"(17.19, 12, 14.72)","(243,57,0)","(0.17, -0.85, 0.49)",18.42,1.01
1986,"(23.63, 16.22, 19.75)","(243,57,0)","(-0.17, 0.85, -0.49)",9.2,0.63
1986,"(19.73, 13.39, 16.23)","(243,57,0)","(-0.17, 0.85, -0.5)",5.97,0.41
1986,"(1.97, 1.51, 1.92)","(243,57,0)","(-0.17, 0.85, -0.49)",2.03,0.97
1986,"(6.14, 4.8, 6.14)","(243,56,1)","(0.17, -0.85, 0.49)",6.78,0.67
1986,"(8.85, 6.92, 8.86)","(243,55,4)","(-0.17, 0.85, -0.49)",4.39,0.03
1986,"(1.37, 1, 1.25)","(243,57,0)","(0.18, -0.85, 0.49)",1.16,0.5
1986,"(10.15, 6.86, 8.29)","(243,57,0)","(0.16, -0.85, 0.51)",12.69,2.86
1986,"(11.38, 7.69, 9.3)","(243,57,0)","(-0.16, 0.85, -0.51)",1.79,0.02
1986,"(7.16, 4.74, 5.69)","(240,46,23)","(-0.25, 0.87, -0.42)",114.73,0.46
1986,"(86.2, 57.82, 69.71)","(243,57,0)","(-0.17, 0.85, -0.5)",15.93,0
1985,"(48.2, 38.42, 48.64)","(243,57,0)","(-0.25, 0.86, -0.44)",27.52,1.8
1985,"(3.66, 1.34, 0.57)","(243,57,0)","(-0.25, 0.87, -0.44)",0.67,3.65
1985,"(13.54, 9.82, 11.73)","(243,57,0)","(-0.25, 0.86, -0.44)",7.15,2.49
1985,"(8.41, 6.48, 8.04)","(243,57,0)","(-0.25, 0.86, -0.44)",5.3,2.76
1985,"(0.7, 0.24, 0.07)","(243,57,0)","(0.26, -0.94, 0.22)",3.65,32.08
1985,"(0.26, 0.14, 0.14)","(243,57,0)","(-0.26, 0.87, -0.41)",1.14,2.27
1985,"(1.13, 0.66, 0.66)","(243,57,0)","(-0.26, 0.86, -0.43)",0.62,6.44
1985,"(1.44, 0.97, 1.1)","(243,57,0)","(0.26, -0.87, 0.43)",0.27,6.57
1985,"(1.35, 1.06, 1.34)","(243,57,0)","(-0.23, 0.86, -0.45)",30.28,0.28
1985,"(20, 15.87, 20.04)","(242,54,6)","(0.25, -0.86, 0.44)",45.64,0.33
1985,"(48.46, 38.13, 47.92)","(242,51,12)","(0.25, -0.86, 0.44)",0.82,0.51
1985,"(6.8, 4.23, 4.5)","(243,57,0)","(0.25, -0.86, 0.44)",9.89,0.93
1985,"(14.31, 8.71, 9.11)","(243,57,0)","(0.25, -0.86, 0.44)",1.77,1.7
1985,"(9.96, 6.05, 6.31)","(243,57,0)","(-0.25, 0.86, -0.44)",6.65,13.66
1985,"(6.13, 2.76, 1.98)","(243,57,0)","(0.25, -0.86, 0.44)",3.99,19.34
1985,"(18.73, 10.84, 10.81)","(243,57,0)","(0.25, -0.86, 0.44)",1.72,0.22
1985,"(21.01, 18.06, 23.8)","(243,57,0)","(0.24, -0.86, 0.45)",0.74,0.02
1985,"(20.57, 17.7, 23.32)","(243,57,0)","(-0.22, 0.86, -0.46)",0.48,0.08
1985,"(20.26, 17.46, 23.04)","(243,57,0)","(-0.76, 0.01, 0.66)",1.08,0.26
1985,"(19.77, 16.92, 22.25)","(243,57,0)","(0.26, -0.87, 0.43)",1.25,0.22
1985,"(19.15, 16.29, 21.36)","(243,57,0)","(-0.27, 0.87, -0.42)",1.27,0.24
1985,"(18.31, 15.68, 20.62)","(243,57,0)","(-0.25, 0.86, -0.43)",1.27,0.24
1985,"(17.48, 15.07, 19.88)","(243,57,0)","(-0.25, 0.86, -0.43)",0.23,0.05
1985,"(17.33, 14.96, 19.75)","(243,57,0)","(0, 0.8, -0.6)",6.81,1.2
1985,"(13.82, 11.55, 15.01)","(243,57,0)","(0.25, -0.86, 0.44)",12.78,11.07
1985,"(8.02, 5.13, 5.6)","(243,57,0)","(-0.25, 0.86, -0.44)",6.47,22.87
1985,"(4.9, 1.89, 0.95)","(243,57,0)","(-0.25, 0.86, -0.45)",0.95,1.58
1985,"(9.26, 6.04, 6.68)","(243,57,0)","(0.25, -0.86, 0.44)",7.02,2.76
1985,"(13.62, 9.47, 10.98)","(243,57,0)","(0.25, -0.86, 0.44)",0.83,1.81
1985,"(12.56, 9.25, 11.17)","(243,57,0)","(-0.25, 0.86, -0.44)",8.42,0.27
1985,"(7.01, 5.2, 6.3)","(243,57,0)","(-0.25, 0.86, -0.44)",0.8,2.45
1985,"(4.79, 3.96, 5.11)","(243,57,0)","(-0.25, 0.86, -0.43)",4.47,0.43
1985,"(2.9, 2.03, 2.37)","(243,57,0)","(0.25, -0.86, 0.44)",4.34,6.34
1985,"(5.13, 4.2, 5.39)","(243,57,0)","(-0.25, 0.87, -0.43)",1.64,0.95
1985,"(4.06, 3.41, 4.43)","(243,57,0)","(-0.25, 0.86, -0.44)",0.24,0.1
1985,"(4.19, 3.53, 4.59)","(243,57,0)","(0.23, -0.86, 0.45)",0.28,0.26
1985,"(4.05, 3.39, 4.39)","(243,57,0)","(-0.27, 0.87, -0.42)",4.7,3.71
1985,"(1.39, 1.06, 1.3)","(243,57,0)","(-0.26, 0.87, -0.43)",1.94,2.57
1985,"(2.49, 2.02, 2.58)","(243,56,2)","(0.26, -0.87, 0.42)",1.47,1.22
1985,"(3.29, 2.75, 3.58)","(243,57,0)","(-0.25, 0.87, -0.43)",0.64,0.68
1985,"(2.87, 2.44, 3.21)","(243,57,0)","(-0.26, 0.87, -0.43)",4.06,1.42
1985,"(0.53, 0.44, 0.56)","(243,57,0)","(-0.32, 0.87, -0.38)",0.72,29.46
1985,"(0.18, 0.07, 0.05)","(243,57,1)","(0.21, -0.94, 0.28)",9,17.78
1985,"(10.78, 6.96, 7.63)","(243,57,0)","(0.25, -0.86, 0.44)",7.32,3.52
1985,"(15.1, 10.56, 12.32)","(243,57,0)","(-0.25, 0.86, -0.44)",9.1,6.2
1985,"(23.75, 19.68, 25.45)","(243,57,0)","(-0.25, 0.86, -0.44)",37.65,0.48
1985,"(46.61, 38.14, 48.99)","(243,57,0)","(0.25, -0.86, 0.44)",62.82,1.1
1985,"(6.78, 4.68, 5.42)","(243,57,0)","(-0.25, 0.86, -0.44)",1.74,5.1
1985,"(20.12, 11.59, 11.5)","(243,57,0)","(0.25, -0.86, 0.44)",6.98,1.87
1985,"(15.08, 8.34, 7.93)","(243,56,1)","(-0.25, 0.86, -0.44)",13.2,4.92
1985,"(4.87, 2.42, 2.02)","(243,57,1)","(-0.25, 0.86, -0.44)",3.87,19.13
1985,"(2.01, 0.64, 0.12)","(243,57,0)","(-0.25, 0.88, -0.4)",0.24,0.43
1985,"(1.78, 0.57, 0.12)","(243,57,0)","(0.26, -0.91, 0.33)",1.68,15.82
1985,"(0.17, 0.08, 0.06)","(243,57,0)","(-0.25, 0.86, -0.44)",17.54,26.54
1985,"(10.19, 8.76, 11.54)","(243,57,0)","(0.27, -0.87, 0.42)",4.04,0.22
1985,"(12.58, 10.75, 14.12)","(243,57,0)","(0.19, -0.86, 0.48)",17.33,4.18
1985,"(2.81, 2.16, 2.67)","(243,57,1)","(-0.26, 0.87, -0.43)",3.67,30.06
1985,"(0.84, 0.33, 0.17)","(243,57,1)","(0.25, -0.85, 0.46)",4.3,18.49
1985,"(3.96, 2.33, 2.35)","(243,57,0)","(0.25, -0.86, 0.44)",7.78,4.66
1985,"(45, 36.66, 46.98)","(243,57,0)","(-0.25, 0.86, -0.44)",37.46,0.39
1985,"(22.62, 18.25, 23.25)","(243,57,0)","(0.25, -0.86, 0.43)",18.11,3.66
1985,"(1.64, 0.67, 0.4)","(243,57,0)","(-0.25, 0.86, -0.44)",0.17,3.26
1985,"(1.79, 0.68, 0.33)","(243,57,0)","(0.25, -0.86, 0.44)",0.24,2.42
1985,"(6.88, 4.81, 5.61)","(243,57,0)","(0.25, -0.86, 0.44)",1.98,0.3
1985,"(2.11, 1.76, 2.29)","(236,27,60)","(-0.26, 0.87, -0.43)",2.39,41.2
1985,"(2.18, 0.7, 0.15)","(241,48,19)","(0.26, -0.88, 0.39)",1.89,1.44
1985,"(3.99, 1.23, 0.18)","(243,57,0)","(-0.25, 0.86, -0.45)",0.05,0.42
1985,"(3.96, 1.21, 0.15)","(243,57,0)","(-0.04, 0, 1)",18.6,38.52
1985,"(14.05, 10.47, 12.73)","(242,53,8)","(0.25, -0.86, 0.44)",1,0.86
1985,"(13.66, 9.97, 11.96)","(243,57,0)","(-0.25, 0.86, -0.44)",11.46,4.53
1985,"(6.64, 4.36, 4.85)","(243,57,0)","(0.25, -0.86, 0.44)",1.34,4
1985,"(7.92, 4.76, 4.9)","(209,0,118)","(0.25, -0.86, 0.44)",2.39,5.62
1985,"(6.71, 3.56, 3.23)","(243,57,0)","(-0.25, 0.86, -0.44)",4.59,10.83
1985,"(3.4, 1.42, 0.88)","(243,56,3)","(-0.25, 0.86, -0.44)",1.18,7
1985,"(4.1, 2, 1.63)","(243,57,0)","(0.25, -0.86, 0.44)",10.26,12.68
1985,"(26.9, 20.14, 24.57)","(243,57,0)","(-0.25, 0.86, -0.44)",26.4,0.78
1985,"(9.69, 7.39, 9.13)","(243,57,0)","(0.25, -0.86, 0.44)",24.8,3.24
1985,"(4.86, 1.51, 0.23)","(243,57,0)","(0.28, -0.95, 0.14)",0.04,0.26
1985,"(4.89, 1.51, 0.21)","(243,57,0)","(-0.26, 0.9, -0.34)",3.11,1.74
1985,"(82.25, 69.26, 90.32)","(243,57,0)","(-0.25, 0.86, -0.44)",26.39,0.52
1985,"(5.19, 4.05, 5.08)","(243,57,0)","(0.24, -0.86, 0.44)",4.6,12.7
1985,"(3, 1.75, 1.75)","(243,57,0)","(-0.25, 0.86, -0.44)",1.79,22.81
1985,"(2.46, 0.85, 0.3)","(243,57,0)","(-0.25, 0.86, -0.44)",153.3,38.73
1985,"(90.3, 76.7, 100.46)","(243,57,0)","(0.25, -0.86, 0.44)",137.96,0.19
1985,"(169.73, 144.91, 190.3)","(243,57,0)","(0.25, -0.86, 0.44)",46.97,0.07
1985,"(142.31, 121.73, 160.02)","(243,57,0)","(-0.25, 0.86, -0.44)",44.57,0.19
1985,"(116.05, 99.77, 131.48)","(243,57,0)","(0.25, -0.86, 0.44)",25.61,0.43
1985,"(102.37, 87, 113.99)","(243,57,0)","(0.25, -0.86, 0.44)",19.32,0.25
1985,"(91.68, 77.4, 101.07)","(243,57,0)","(-0.24, 0.86, -0.44)",23.97,0.39
1985,"(78.38, 65.5, 85.07)","(243,57,0)","(0.25, -0.86, 0.44)",24.33,1.09
1985,"(65.67, 53.35, 68.25)","(243,57,0)","(0.25, -0.86, 0.44)",34.03,0.11
1985,"(13.38, 11.04, 14.25)","(243,57,0)","(0.25, -0.86, 0.44)",0.61,1.01
1985,"(13.39, 10.77, 13.7)","(243,57,0)","(-0.25, 0.86, -0.44)",20.42,29.74
1985,"(3.2, 1.01, 0.2)","(243,57,0)","(0.25, -0.87, 0.43)",0.25,2.33
1985,"(2.97, 1, 0.3)","(243,57,0)","(0.25, -0.86, 0.44)",0.35,2.97
1985,"(1.97, 0.79, 0.45)","(243,57,0)","(-0.25, 0.87, -0.44)",0.26,3.4
1985,"(5.56, 3.86, 4.48)","(243,57,0)","(-0.25, 0.86, -0.44)",1.98,4.4
1985,"(4.57, 2.87, 3.08)","(243,57,0)","(0.25, -0.86, 0.44)",1.88,8.26
1985,"(3.68, 1.93, 1.72)","(243,57,0)","(-0.25, 0.86, -0.44)",2.1,3.85
1985,"(1.88, 1.07, 1.05)","(243,57,0)","(-0.27, 0.86, -0.44)",0.17,3.96
1985,"(1.96, 1.03, 0.91)","(243,57,0)","(0.25, -0.86, 0.44)",0.35,4.13
1985,"(1.78, 0.85, 0.67)","(243,57,0)","(-0.25, 0.86, -0.44)",0.83,0.32
1985,"(1.07, 0.51, 0.41)","(243,57,0)","(-0.25, 0.86, -0.44)",9.97,16.69
1985,"(7.64, 5.31, 6.17)","(243,57,0)","(0.25, -0.86, 0.44)",19.66,2.34
1985,"(20.2, 14.85, 17.9)","(243,57,0)","(0.25, -0.86, 0.44)",20.2,0.04
1985,"(33.42, 24.59, 29.66)","(243,57,0)","(0.25, -0.86, 0.44)",19.85,0.24
1985,"(46.21, 34.2, 41.41)","(243,57,0)","(0.25, -0.86, 0.44)",29.23,0.48
1985,"(2.03, 0.67, 0.16)","(243,57,0)","(-0.25, 0.87, -0.42)",0.65,1.21
1985,"(1.41, 0.48, 0.14)","(243,57,0)","(0.25, -0.87, 0.42)",3.6,3.18
1985,"(4.99, 3.53, 4.15)","(243,57,0)","(0.24, -0.86, 0.44)",3.66,19.22
1985,"(3.68, 1.7, 1.27)","(243,57,0)","(-0.25, 0.86, -0.44)",1.69,14.65
1985,"(7.81, 2.53, 0.56)","(243,57,0)","(0.25, -0.87, 0.43)",0.62,0.02
1985,"(98.85, 82.11, 106.31)","(243,57,0)","(0.25, -0.86, 0.44)",120.46,0.83
1985,"(167, 141.8, 185.7)","(243,57,0)","(-0.25, 0.86, -0.44)",35.65,0.03
1985,"(146.16, 124.21, 162.74)","(243,57,0)","(0.25, -0.86, 0.44)",37.08,0.74
1985,"(170.5, 142.08, 184.26)","(243,57,0)","(0.25, -0.86, 0.44)",29.72,0.31
1985,"(186.72, 156.86, 204.3)","(243,57,0)","(-0.25, 0.86, -0.44)",27.05,0.73
1985,"(199.02, 170.45, 224.19)","(243,57,0)","(-0.25, 0.86, -0.44)",32,0.24
1985,"(218.67, 186.1, 244.01)","(243,57,0)","(0.25, -0.86, 0.44)",34.32,0.49
1985,"(241.2, 202.64, 263.93)","(243,57,0)","(0.25, -0.86, 0.44)",98.65,0.49
1985,"(295.65, 251.66, 329.99)","(243,57,0)","(-0.25, 0.86, -0.44)",203.21,0.09
1985,"(177.37, 151.34, 198.69)","(243,57,0)","(-0.25, 0.86, -0.44)",202.09,0.16
1985,"(60.58, 51.48, 67.44)","(243,57,0)","(-0.25, 0.86, -0.44)",81.81,1.11
1985,"(1.71, 0.68, 0.36)","(243,57,0)","(-0.25, 0.87, -0.43)",0.47,7.62
1985,"(21.63, 18.65, 24.61)","(243,57,0)","(0.31, -0.87, 0.39)",0.33,0.01
1985,"(21.44, 18.49, 24.4)","(243,57,0)","(-0.25, 0.86, -0.43)",0.39,0.01
1985,"(2.14, 0.7, 0.17)","(243,57,0)","(-0.22, 0.76, -0.62)",1.1,1.08
1985,"(22.28, 17.94, 22.84)","(243,57,0)","(0.25, -0.86, 0.44)",6.77,0.54
1985,"(26.08, 21.3, 27.32)","(243,57,0)","(-0.25, 0.86, -0.44)",30.04,3.34
1985,"(2.64, 0.96, 0.4)","(241,47,21)","(-0.25, 0.87, -0.43)",0.54,0.21
1985,"(1.8, 0.67, 0.3)","(243,57,0)","(-0.25, 0.87, -0.43)",0.19,4.05
1985,"(1.96, 0.66, 0.19)","(240,45,25)","(-0.25, 0.86, -0.44)",0.08,1.1
1985,"(1.9, 0.62, 0.15)","(242,51,13)","(0.25, -0.86, 0.45)",3.68,0.6
1985,"(5.4, 1.74, 0.37)","(243,57,0)","(0.25, -0.86, 0.44)",1.02,0.22
1985,"(6.36, 2.06, 0.46)","(243,57,0)","(-0.25, 0.86, -0.45)",3.44,2.63
1985,"(3.07, 1.06, 0.36)","(243,57,0)","(-0.25, 0.87, -0.43)",0.98,1.44
1985,"(4.01, 1.34, 0.37)","(243,57,0)","(0.25, -0.87, 0.43)",1.86,1.59
1985,"(5.8, 1.86, 0.38)","(243,57,0)","(-0.25, 0.86, -0.44)",0.59,0.74
1985,"(6.37, 2, 0.34)","(243,57,0)","(-0.25, 0.86, -0.45)",2.61,0.62
1985,"(3.88, 1.23, 0.25)","(243,57,0)","(-0.25, 0.86, -0.45)",1.61,1.09
1985,"(2.34, 0.77, 0.19)","(243,57,0)","(0.24, -0.83, 0.51)",0.33,0.14
1985,"(4.4, 2.18, 1.82)","(243,57,0)","(0.25, -0.86, 0.44)",3.53,15.77
1985,"(1.98, 0.69, 0.23)","(243,55,3)","(-0.25, 0.86, -0.44)",1.81,20.99
1985,"(12.89, 8.97, 10.43)","(243,57,0)","(-0.25, 0.86, -0.44)",3.76,0.97
1985,"(10.5, 7.15, 8.17)","(243,57,0)","(-0.25, 0.86, -0.44)",8.4,3.33
1985,"(3.13, 1.05, 0.29)","(243,57,0)","(-0.25, 0.86, -0.44)",1.64,0.56
1985,"(1.58, 0.54, 0.16)","(243,57,0)","(-0.25, 0.87, -0.42)",0.93,0.09
1985,"(3.66, 2.72, 3.32)","(242,54,6)","(0.24, -0.86, 0.44)",11.51,25.2
1985,"(14.61, 6.2, 3.96)","(242,54,5)","(0.25, -0.86, 0.44)",19.75,11.84
1985,"(33.74, 10.76, 2.1)","(243,57,1)","(-0.25, 0.86, -0.44)",11,0.18
1985,"(23.29, 7.39, 1.38)","(243,57,0)","(-0.25, 0.87, -0.43)",21.45,5.9
1985,"(94.14, 75.99, 96.88)","(243,57,0)","(0.25, -0.86, 0.44)",67.72,0.83
1985,"(132.8, 109.51, 141.24)","(243,57,0)","(-0.25, 0.86, -0.44)",88.61,0.09
1985,"(80.11, 65.91, 84.89)","(243,57,0)","(-0.25, 0.86, -0.44)",89.04,0.04
