Year,mesh 1 face centerpoint,mesh 1 color code,mesh 1 normal,Mesh 1 face centerpoint to Mesh 1 face n+1 centerpoint distance,Mesh 1 face centerpoint vector to Mesh 1 face n+1 centerpoint vector angle
2003,"(31.94, 6.4, 6.62)","(243,57,0)","(-0.03, 0.79, -0.61)",3.91,0.19
2003,"(28.21, 5.59, 5.77)","(243,57,0)","(0.03, -0.78, 0.62)",13.03,16.93
2003,"(31.87, 13.41, 15.53)","(243,57,0)","(0.03, -0.79, 0.62)",26.97,11.07
2003,"(45.57, 28.09, 33.54)","(243,57,0)","(-0.03, 0.79, -0.62)",9.1,2.34
2003,"(49.76, 33.19, 39.81)","(243,57,0)","(0.03, -0.79, 0.62)",34.8,2.17
2003,"(26.69, 16.55, 19.76)","(243,57,0)","(-0.03, 0.78, -0.62)",29.71,12.86
2003,"(6.53, 2.59, 2.98)","(243,57,0)","(0.03, -0.79, 0.62)",4.99,11.17
2003,"(9.06, 5.3, 6.32)","(243,57,0)","(-0.03, 0.79, -0.62)",9.36,10.41
2003,"(17.95, 7.32, 8.45)","(243,57,0)","(0.03, -0.79, 0.62)",19.85,10.59
2003,"(37.49, 9.9, 10.8)","(243,57,0)","(0.03, -0.78, 0.62)",27.02,4.13
2003,"(64, 13.69, 14.37)","(243,56,1)","(-0.03, 0.79, -0.62)",27.41,1.84
2003,"(19.35, 8.63, 10.05)","(243,57,0)","(0.03, -0.79, 0.62)",8.87,8.81
2003,"(25.18, 5.05, 5.22)","(243,57,0)","(-0.03, 0.79, -0.62)",24.4,16.13
2003,"(1.6, 0.66, 0.76)","(243,57,0)","(0.01, -0.79, 0.61)",0.88,2.95
2003,"(2.26, 1.03, 1.21)","(243,57,0)","(0.04, -0.79, 0.62)",0.76,8.12
2003,"(2.47, 1.49, 1.78)","(243,57,0)","(-0.02, 0.78, -0.62)",0.71,7.04
2003,"(3.18, 1.51, 1.77)","(243,57,0)","(0.03, -0.79, 0.62)",3.11,13.79
2003,"(6.28, 1.74, 1.92)","(243,57,0)","(0.03, -0.79, 0.61)",22.77,20.13
2003,"(21.39, 12.62, 15.02)","(243,57,0)","(0.04, -0.79, 0.61)",36.75,4.24
2003,"(44.96, 30.6, 36.74)","(243,57,0)","(-0.03, 0.79, -0.62)",15.07,0.48
2003,"(55.77, 37.34, 44.8)","(243,57,0)","(0.03, -0.78, 0.62)",33.5,2.48
2003,"(34.14, 21.02, 25.1)","(243,57,0)","(-0.03, 0.79, -0.62)",19.8,13.38
2003,"(25.45, 9.82, 11.28)","(243,57,1)","(-0.03, 0.79, -0.62)",6.41,8.25
2003,"(2.86, 1.55, 1.84)","(243,56,1)","(-0.03, 0.79, -0.62)",1.49,15.12
2003,"(2.86, 1.55, 1.84)","(243,56,2)","(-0.03, 0.79, -0.62)",1.49,15.12
2002,"(10.22, 6.53, 7.77)","(243,57,0)","(0.12, -0.83, 0.54)",9.69,1.72
2002,"(15.35, 10.03, 11.99)","(243,57,0)","(0.11, -0.83, 0.55)",7.51,0.73
2002,"(10.69, 6.93, 8.26)","(243,57,0)","(-0.11, 0.83, -0.55)",6.73,0.28
2002,"(6.79, 4.26, 5.04)","(243,57,0)","(0.12, -0.83, 0.54)",5.72,1.07
2002,"(5.37, 3.36, 3.97)","(243,57,0)","(-0.12, 0.83, -0.54)",1.99,0.1
2002,"(11.25, 7.14, 8.47)","(243,57,0)","(0.12, -0.83, 0.55)",8.31,0.48
2002,"(22.96, 14.9, 17.78)","(243,57,0)","(0.12, -0.83, 0.54)",16.85,0.75
2002,"(28.67, 18.75, 22.42)","(243,57,0)","(0.13, -0.84, 0.53)",8.3,0.26
2002,"(31.65, 20.75, 24.83)","(243,57,0)","(0.11, -0.83, 0.55)",4.32,0.08
2002,"(35.62, 23.44, 28.09)","(243,57,0)","(0.12, -0.83, 0.54)",5.8,0.13
2002,"(47.56, 30.48, 36.25)","(243,57,0)","(0.12, -0.83, 0.54)",16.08,0.9
2002,"(68.39, 42.39, 49.92)","(243,57,0)","(-0.12, 0.83, -0.55)",27.62,1.14
2002,"(2.67, 1.79, 2.16)","(243,57,0)","(0.1, -0.82, 0.56)",90.82,2.7
2002,"(58.14, 37.68, 44.97)","(243,57,0)","(-0.12, 0.83, -0.54)",39.04,1.86
2002,"(3.04, 2.03, 2.44)","(240,44,26)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(239,38,37)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(242,55,5)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(243,55,4)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(238,37,40)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(239,41,32)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(243,56,2)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(243,56,3)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(242,53,8)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(243,57,1)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(242,52,11)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.32, 2.1, 2.48)","(243,57,0)","(0.11, -0.82, 0.56)",0.24,0.73
2002,"(3.46, 2.23, 2.66)","(242,55,5)","(0.09, -0.83, 0.55)",0.26,0.73
2002,"(2.44, 1.56, 1.86)","(242,51,13)","(-0.11, 0.83, -0.55)",1.46,0.24
2002,"(3.44, 2.09, 2.45)","(243,57,0)","(0.51, 0.14, -0.85)",1.28,1.77
2002,"(0.89, 0.55, 0.65)","(243,57,0)","(0.09, -0.81, 0.57)",0.12,0.58
2002,"(3.04, 2.03, 2.44)","(237,29,56)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(236,29,56)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(243,55,3)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(241,49,16)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(243,56,1)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(243,57,0)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(0.98, 0.61, 0.72)","(243,57,0)","(-0.09, 0.82, -0.57)",3.04,2.35
2002,"(0.81, 0.49, 0.58)","(243,57,0)","(-0.04, 0.79, -0.62)",0.25,0.77
2002,"(49.52, 31.87, 37.95)","(243,57,0)","(-0.12, 0.83, -0.54)",12.54,0.24
2002,"(83.67, 50.7, 59.31)","(243,57,0)","(-0.17, 0.86, -0.49)",44.46,2.05
2002,"(81.77, 49.52, 57.91)","(243,57,0)","(0.12, -0.83, 0.54)",2.64,0.02
2002,"(76.62, 46.44, 54.32)","(243,57,0)","(0.12, -0.83, 0.54)",6.99,0.03
2002,"(9.87, 6.06, 7.11)","(243,57,0)","(-0.1, 0.82, -0.56)",91.19,0.42
2002,"(10.23, 6.26, 7.35)","(243,57,0)","(-0.65, 0.27, 0.71)",0.48,0.09
2002,"(9.27, 5.66, 6.63)","(243,57,0)","(0, 0.76, -0.65)",1.34,0.11
2002,"(6.87, 4.19, 4.92)","(243,57,0)","(0.12, -0.83, 0.54)",3.29,0.05
2002,"(5.23, 3.22, 3.78)","(243,57,0)","(-0.09, 0.81, -0.57)",2.22,0.27
2002,"(2.44, 1.51, 1.78)","(243,57,1)","(-0.1, 0.82, -0.56)",3.84,0.23
2002,"(3.19, 1.97, 2.32)","(243,57,0)","(0.09, -0.82, 0.57)",1.03,0.08
2002,"(3.04, 2.03, 2.44)","(241,50,14)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(239,39,36)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.04, 2.03, 2.44)","(242,54,6)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(3.8, 2.58, 3.12)","(243,57,0)","(-0.73, 0.5, 0.47)",3.38,0.07
2002,"(4.86, 3.3, 3.99)","(243,57,0)","(-0.32, 0.88, -0.34)",1.55,0
2002,"(121.93, 73.98, 86.57)","(243,57,0)","(0.12, -0.83, 0.54)",159.75,3.83
2002,"(88.24, 54.15, 63.59)","(243,57,0)","(0.12, -0.83, 0.54)",45.35,0.39
2002,"(3.04, 2.03, 2.44)","(242,51,12)","(-0.04, 0.79, -0.61)",0.52,0.2
2002,"(1.42, 0.91, 1.08)","(243,57,0)","(0.12, -0.83, 0.54)",0.77,1.11
2002,"(1.47, 0.97, 1.16)","(243,57,0)","(-0.1, 0.83, -0.55)",0.11,0.98
2002,"(1.35, 0.89, 1.06)","(243,57,0)","(0.12, -0.83, 0.54)",0.18,0.13
2002,"(1.71, 1.11, 1.31)","(243,57,0)","(0.12, -0.83, 0.54)",0.49,0.62
2002,"(4.15, 2.57, 3.03)","(243,57,0)","(0.12, -0.83, 0.54)",3.32,1.37
2002,"(7.09, 4.34, 5.09)","(243,57,0)","(-0.03, 0.78, -0.62)",4,0.43
2002,"(14.81, 8.99, 10.52)","(243,57,0)","(0.1, -0.82, 0.56)",10.52,0.28
2002,"(11.97, 7.31, 8.58)","(243,57,0)","(-0.17, 0.86, -0.49)",3.83,0.23
2002,"(2.51, 1.69, 2.04)","(243,57,0)","(-0.12, 0.83, -0.54)",12.8,3.31
2002,"(1.95, 1.3, 1.57)","(243,57,0)","(0.33, -0.88, 0.33)",0.83,0.28
2002,"(1.49, 1.01, 1.22)","(243,57,0)","(-0.68, 0.13, 0.72)",0.65,0.48
2001,"(8.97, 5.35, 6.21)","(243,57,0)","(0.04, -0.79, 0.61)",105.83,6.42
2001,"(95.34, 46.23, 51.7)","(243,57,0)","(-0.06, 0.8, -0.6)",66.84,3.98
2001,"(43.45, 18.44, 20.04)","(243,57,0)","(-0.06, 0.8, -0.6)",49.02,13.08
2001,"(1.64, 1.07, 1.25)","(243,57,0)","(0.07, -0.8, 0.59)",1.15,5.25
2001,"(2.64, 1.45, 1.66)","(243,57,0)","(0.06, -0.8, 0.6)",5.04,5.41
2001,"(6.97, 3.21, 3.55)","(243,57,0)","(0.06, -0.8, 0.6)",7.69,1.58
2001,"(13.55, 5.92, 6.47)","(243,57,0)","(0.06, -0.8, 0.6)",0.95,0.25
2001,"(12.72, 5.6, 6.14)","(243,57,0)","(-0.06, 0.8, -0.6)",11.74,6.25
2001,"(20.66, 11.17, 12.75)","(243,57,0)","(0.06, -0.8, 0.6)",19.27,5.84
2001,"(32.19, 20.99, 24.67)","(243,57,0)","(-0.03, -0.75, 0.67)",9.63,0.2
2001,"(38.84, 25.49, 29.99)","(243,57,0)","(0.06, -0.8, 0.6)",7.45,0.78
2001,"(34.09, 21.82, 25.58)","(243,57,0)","(0.08, -0.81, 0.58)",18.91,0.38
2001,"(20.76, 13.13, 15.36)","(243,57,0)","(-0.06, 0.8, -0.6)",18.23,0.05
2001,"(7.69, 4.87, 5.7)","(243,57,0)","(-0.06, 0.8, -0.6)",3.09,0.04
2001,"(7.77, 4.27, 4.89)","(243,57,0)","(-0.06, 0.8, -0.6)",0.98,2.74
2001,"(8.74, 4.4, 4.95)","(243,57,0)","(0.07, -0.8, 0.59)",2.93,2.05
2001,"(17.57, 7.87, 8.66)","(243,57,0)","(-0.09, 0.82, -0.56)",2.29,0.77
2001,"(19.63, 8.57, 9.37)","(243,57,0)","(-0.06, 0.79, -0.61)",3.42,0.49
2001,"(22.62, 9.71, 10.58)","(243,57,0)","(-0.07, 0.8, -0.59)",9.33,0.53
2001,"(30.67, 12.93, 14.03)","(243,57,0)","(-0.05, 0.79, -0.61)",8.21,0.05
2001,"(23.69, 10, 10.86)","(243,57,0)","(-0.02, 0.75, -0.66)",25.35,10.18
2001,"(1.94, 1.15, 1.32)","(243,57,0)","(-0.06, 0.8, -0.6)",6.51,7.78
2001,"(7.51, 3.44, 3.8)","(243,57,0)","(0.07, -0.8, 0.59)",6.14,2.54
2001,"(12.17, 6.06, 6.81)","(243,57,0)","(0.06, -0.8, 0.6)",0.44,0.59
2001,"(11.75, 5.96, 6.73)","(243,57,0)","(-0.06, 0.8, -0.6)",11.21,2.25
2001,"(2.76, 1.51, 1.72)","(243,57,0)","(-0.06, 0.8, -0.6)",5.66,5.77
2001,"(7.65, 3.46, 3.81)","(243,57,0)","(0.07, -0.8, 0.59)",17.6,0.3
2001,"(22.33, 9.99, 10.99)","(243,57,0)","(0.06, -0.8, 0.6)",6.88,0.51
2001,"(9.75, 5.35, 6.12)","(243,57,0)","(-0.06, 0.8, -0.6)",1.52,2.03
2001,"(8.37, 4.9, 5.67)","(243,57,0)","(-0.38, 0.84, -0.38)",1.17,1.97
2001,"(0.97, 0.6, 0.69)","(243,57,0)","(0.4, -0.87, 0.29)",20.71,11.47
2001,"(18.69, 7.88, 8.55)","(243,57,0)","(0.12, -0.85, 0.51)",3.26,1.22
2001,"(6.41, 3.94, 4.6)","(242,53,9)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(239,40,34)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(242,55,4)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(11.34, 5.33, 5.93)","(243,57,0)","(0.07, -0.81, 0.59)",31.29,2.67
2001,"(38.08, 16.37, 17.85)","(243,57,0)","(0.06, -0.8, 0.6)",22.42,0.45
2001,"(57.28, 24.25, 26.34)","(243,57,0)","(-0.06, 0.8, -0.6)",15.73,0.13
2001,"(43.88, 18.66, 20.29)","(243,57,0)","(-0.08, 0.82, -0.57)",47.98,7.59
2001,"(2.98, 1.63, 1.86)","(243,57,0)","(0.07, -0.8, 0.6)",1.31,4.27
2001,"(4.19, 1.99, 2.22)","(243,57,0)","(0.07, -0.8, 0.59)",27.2,3.51
2001,"(27.43, 11.59, 12.58)","(243,57,0)","(0.01, 0.72, -0.69)",6.82,0.07
2001,"(33.24, 14.01, 15.2)","(243,57,0)","(0.06, -0.79, 0.61)",13.9,3.07
2001,"(20.78, 9.71, 10.78)","(243,57,0)","(0.06, -0.8, 0.6)",8.19,5.15
2001,"(13.3, 7.35, 8.42)","(243,57,0)","(-0.08, 0.8, -0.6)",1.99,1.62
2001,"(12.09, 6.34, 7.2)","(243,57,0)","(-0.06, 0.8, -0.6)",1.87,1.97
2001,"(10.96, 5.39, 6.05)","(243,57,0)","(-0.06, 0.8, -0.6)",3.97,1.8
2001,"(5.47, 3.47, 4.06)","(243,57,0)","(0.12, -0.82, 0.56)",3.03,0.07
2001,"(3.3, 2.1, 2.45)","(243,57,0)","(-0.07, 0.8, -0.6)",3.28,1.09
2001,"(6.41, 3.94, 4.6)","(243,57,0)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(237,32,49)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(243,56,1)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(243,56,3)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(243,57,1)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(241,49,15)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(242,53,7)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(242,53,8)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(242,54,5)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(243,55,3)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(238,37,40)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(237,32,50)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(243,56,2)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(242,54,6)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(235,26,62)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(6.41, 3.94, 4.6)","(236,27,60)","(0.07, -0.8, 0.6)",3.34,0.96
2001,"(3.28, 1.7, 1.92)","(243,57,0)","(0.07, -0.8, 0.6)",0.17,1.36
2001,"(3.11, 1.68, 1.92)","(243,57,0)","(-0.07, 0.8, -0.6)",2.88,5.01
2001,"(0.82, 0.52, 0.61)","(243,57,0)","(-0.09, 0.81, -0.58)",1.76,1.57
2001,"(2.02, 1.35, 1.59)","(243,57,0)","(0.05, -0.79, 0.61)",0.57,0.38
2001,"(2.43, 1.6, 1.89)","(243,57,0)","(0.05, -0.79, 0.61)",1.07,0.21
2001,"(3.19, 2.09, 2.46)","(242,54,5)","(0.05, -0.79, 0.61)",0.3,0.33
2001,"(2.96, 1.96, 2.31)","(243,57,0)","(-0.06, 0.8, -0.6)",3.1,0.62
2001,"(0.8, 0.52, 0.61)","(243,57,0)","(-0.09, 0.81, -0.58)",1.93,0.37
2001,"(2.18, 1.4, 1.64)","(243,57,0)","(0.07, -0.8, 0.59)",0.25,0.2
2001,"(2.35, 1.52, 1.78)","(243,57,0)","(-0.08, 0.81, -0.59)",2.14,0.13
2001,"(0.83, 0.54, 0.63)","(243,57,0)","(0.06, -0.8, 0.6)",1.53,2.66
2001,"(2, 1.19, 1.38)","(243,57,0)","(0.07, -0.8, 0.59)",1.48,1.39
2001,"(3.16, 1.8, 2.07)","(241,49,15)","(0.07, -0.8, 0.59)",0.53,0.15
2001,"(3.55, 2.03, 2.34)","(242,53,8)","(-0.18, 0.82, -0.54)",0.29,2.69
2001,"(3.53, 2.2, 2.57)","(243,57,0)","(-0.06, 0.8, -0.6)",1.04,1.34
2001,"(2.72, 1.77, 2.08)","(243,57,0)","(0.05, -0.79, 0.61)",4.97,1.75
2001,"(49.54, 32.1, 37.7)","(243,57,0)","(-0.06, 0.8, -0.6)",29.05,0.97
2001,"(28.51, 19.06, 22.48)","(243,57,0)","(-0.07, 0.8, -0.59)",24.3,0.06
2001,"(11.63, 7.76, 9.15)","(243,57,0)","(-0.07, 0.8, -0.59)",93.28,0.16
2001,"(76.34, 51.2, 60.41)","(243,57,0)","(0.06, -0.8, 0.6)",6.4,0.66
2001,"(81.65, 53.6, 63.06)","(243,57,0)","(0.06, -0.8, 0.6)",25.13,0.14
2001,"(64.16, 41.93, 49.3)","(243,57,0)","(-0.06, 0.8, -0.6)",80.9,5.83
2001,"(7.95, 4.31, 4.92)","(242,55,5)","(-0.06, 0.8, -0.6)",4.75,2.05
2001,"(4.16, 2.41, 2.78)","(243,57,1)","(-0.06, 0.8, -0.6)",2.69,3.27
2001,"(2.04, 1.31, 1.54)","(243,57,0)","(0.11, -0.82, 0.56)",7.53,1.13
2001,"(7.24, 4.83, 5.69)","(243,57,0)","(0.07, -0.8, 0.59)",5.72,0.03
2001,"(11.22, 7.49, 8.83)","(243,57,1)","(0.07, -0.8, 0.59)",1.77,1.6
2001,"(10.31, 6.54, 7.65)","(243,56,2)","(0.06, -0.8, 0.6)",1.04,2.69
2001,"(10.17, 5.92, 6.83)","(242,54,6)","(0.07, -0.8, 0.6)",0.95,3.14
2001,"(10.17, 5.35, 6.07)","(243,57,0)","(-0.06, 0.8, -0.6)",13.92,5.62
2001,"(19.24, 12.12, 14.17)","(243,57,0)","(-0.08, 0.81, -0.59)",6.04,2.32
2001,"(14.36, 9.74, 11.52)","(243,57,0)","(0.14, 0.67, -0.73)",16.72,8.44
2001,"(16.59, 10.87, 12.79)","(243,57,0)","(-0.05, 0.79, -0.6)",14.38,3.59
2001,"(6.9, 4.03, 4.66)","(243,57,0)","(-0.06, 0.8, -0.6)",0.36,0.89
2001,"(6.56, 3.94, 4.58)","(243,57,0)","(0.06, -0.8, 0.6)",3.59,2.1
2001,"(8.87, 5.7, 6.69)","(243,57,0)","(0.06, -0.8, 0.6)",1.39,1.58
2001,"(8.12, 4.96, 5.78)","(243,57,0)","(0.06, -0.8, 0.6)",1.09,2.41
2001,"(7.68, 4.34, 5)","(243,57,0)","(0.09, -0.8, 0.59)",161.23,5.3
2001,"(118.91, 79.74, 94.1)","(243,57,0)","(0.07, -0.8, 0.6)",149.48,0.15
2001,"(222.04, 149.65, 176.69)","(243,57,0)","(0.07, -0.8, 0.59)",159.4,0.38
2001,"(112.49, 74.88, 88.27)","(243,57,0)","(-0.06, 0.8, -0.6)",150.11,9.34
2001,"(9.21, 4.54, 5.09)","(243,56,1)","(-0.06, 0.8, -0.6)",6.15,2.66
2001,"(4.42, 1.99, 2.2)","(243,56,2)","(-0.06, 0.79, -0.61)",2.58,9.69
2001,"(5.56, 3.43, 4.01)","(243,57,0)","(0.07, -0.8, 0.6)",16.88,1.62
2001,"(18.27, 10.72, 12.4)","(243,57,0)","(0.06, -0.8, 0.6)",8.81,0.81
2001,"(25.13, 14.36, 16.55)","(243,57,0)","(-0.06, 0.8, -0.6)",19.27,2.2
2001,"(38.25, 23.46, 27.33)","(243,57,0)","(0.06, -0.8, 0.6)",28.11,0.98
2001,"(57.75, 36.55, 42.78)","(243,57,0)","(0.07, -0.8, 0.6)",10.63,0.73
2001,"(2.24, 1.08, 1.21)","(243,57,0)","(0.07, -0.8, 0.59)",8.18,2.78
2001,"(9.16, 4.03, 4.42)","(243,57,0)","(0.06, -0.8, 0.6)",6.78,0.02
2001,"(3.48, 1.53, 1.68)","(243,57,0)","(0.07, -0.8, 0.59)",7.3,9.41
2001,"(8.38, 5.01, 5.82)","(243,57,0)","(0.06, -0.8, 0.6)",0.18,0.76
2001,"(8.35, 5.12, 5.96)","(243,57,0)","(-0.06, 0.8, -0.6)",9.23,5.93
2001,"(1.79, 0.91, 1.02)","(243,57,0)","(-0.06, 0.8, -0.6)",6.38,6.36
2001,"(6.23, 3.87, 4.52)","(243,57,0)","(0.07, -0.8, 0.59)",7.5,0.42
2001,"(11.57, 7.29, 8.52)","(243,57,0)","(0.04, -0.79, 0.62)",0.94,0.26
2001,"(10.85, 6.89, 8.07)","(243,57,0)","(-0.06, 0.8, -0.6)",5.17,0.68
2001,"(7.07, 4.59, 5.39)","(243,57,0)","(-0.06, 0.8, -0.6)",83.86,1.27
2001,"(64.84, 43.85, 51.79)","(243,56,2)","(0.06, -0.8, 0.6)",52.74,0.14
2001,"(101.53, 68.35, 80.69)","(243,56,3)","(0.06, -0.8, 0.6)",32.42,0.08
2001,"(79.2, 53.17, 62.75)","(243,57,0)","(-0.06, 0.8, -0.6)",102.23,2.54
2001,"(8.67, 5.36, 6.26)","(243,57,0)","(0.05, -0.79, 0.61)",3.82,1.12
2001,"(11.22, 7.19, 8.44)","(243,57,0)","(0.75, -0.42, -0.51)",9.52,0.92
2001,"(17.7, 11.69, 13.77)","(243,57,0)","(0.05, -0.79, 0.61)",1.69,0.25
2001,"(1.72, 0.73, 0.8)","(243,57,0)","(0.02, 0.71, -0.7)",0.26,0.35
2001,"(1.93, 0.83, 0.91)","(243,57,0)","(0.05, -0.79, 0.62)",3.44,9.21
2001,"(4.24, 2.47, 2.86)","(243,56,1)","(0.07, -0.8, 0.6)",3.26,1.6
2001,"(6.5, 3.99, 4.65)","(243,56,1)","(0.08, -0.81, 0.58)",1.91,2.34
2001,"(5.32, 3.03, 3.49)","(243,57,1)","(-0.07, 0.8, -0.59)",2.13,5.63
2001,"(4.08, 1.93, 2.16)","(243,57,0)","(-0.06, 0.8, -0.6)",1.64,3.06
2001,"(2.85, 1.22, 1.33)","(243,57,0)","(-0.25, -0.36, 0.9)",2,2.98
2001,"(1.12, 0.53, 0.59)","(243,57,0)","(-0.08, 0.81, -0.58)",3.79,9.63
2001,"(3.64, 2.35, 2.76)","(243,57,0)","(0.07, -0.8, 0.59)",7.16,0.11
2001,"(8.73, 5.62, 6.59)","(243,57,0)","(0.07, -0.8, 0.6)",4.37,0.42
2001,"(11.92, 7.57, 8.86)","(243,57,0)","(0.06, -0.8, 0.6)",5.17,0.39
2001,"(15.72, 9.86, 11.52)","(243,57,0)","(0.06, -0.8, 0.6)",2.02,0.68
2001,"(14.44, 8.86, 10.32)","(243,57,0)","(-0.06, 0.8, -0.6)",12.25,1.31
2001,"(5.64, 3.32, 3.84)","(243,57,0)","(-0.06, 0.8, -0.6)",6.53,6.7
2001,"(0.87, 0.41, 0.46)","(243,57,0)","(0.05, -0.79, 0.61)",0.55,1.23
2001,"(1.3, 0.64, 0.72)","(243,57,0)","(0.06, -0.8, 0.6)",1.15,0.64
2001,"(9.3, 4.53, 5.07)","(243,57,1)","(-0.35, 0.45, 0.82)",6.7,9.88
2001,"(3.44, 2.3, 2.72)","(243,57,0)","(0.07, -0.8, 0.6)",0.93,0.95
2001,"(2.84, 1.84, 2.17)","(243,57,0)","(0.04, -0.79, 0.61)",1.27,0.5
2001,"(1.96, 1.25, 1.47)","(242,52,10)","(-0.03, 0.78, -0.62)",2.13,8.88
2001,"(0.51, 0.25, 0.27)","(242,53,7)","(0.02, -0.76, 0.66)",1.47,3.37
2001,"(1.77, 0.76, 0.83)","(242,54,6)","(0.04, -0.78, 0.63)",0.27,0.07
2001,"(1.54, 0.66, 0.72)","(243,56,1)","(0.02, 0.71, -0.7)",0.31,0.72
2001,"(1.27, 0.56, 0.61)","(243,57,0)","(0.01, -0.74, 0.67)",1.12,0.96
2001,"(2.23, 0.95, 1.03)","(243,57,0)","(-0.09, 0.82, -0.56)",0.02,0.14
2001,"(2.24, 0.96, 1.04)","(240,43,27)","(0.08, -0.82, 0.57)",6.07,0.14
2001,"(7.36, 3.16, 3.44)","(240,43,29)","(0.07, -0.8, 0.59)",8.16,1.47
2001,"(14.01, 6.32, 6.96)","(241,46,21)","(0.06, -0.8, 0.6)",3.13,0.99
2001,"(11.29, 5.26, 5.84)","(243,57,0)","(-0.06, 0.8, -0.6)",8.26,10.96
2001,"(3.96, 2.63, 3.1)","(243,57,0)","(0.12, -0.83, 0.55)",1.17,0.48
2001,"(3.17, 2.07, 2.44)","(243,57,0)","(-0.08, 0.81, -0.59)",3.38,11.78
2001,"(0.96, 0.43, 0.47)","(243,56,1)","(0.07, -0.81, 0.59)",0.88,1.37
2001,"(7.97, 3.48, 3.82)","(243,57,0)","(-0.07, 0.8, -0.59)",8.15,9.92
2001,"(1.01, 0.61, 0.71)","(243,57,0)","(0.02, -0.78, 0.62)",0.36,6.24
2001,"(0.84, 0.41, 0.47)","(243,57,0)","(-0.07, 0.79, -0.61)",2.6,6.35
2001,"(2.66, 1.61, 1.88)","(243,57,0)","(0.07, -0.8, 0.59)",1.21,0.58
2001,"(3.51, 2.17, 2.53)","(243,57,0)","(-0.06, 0.8, -0.6)",5.26,1.67
2001,"(7.12, 4.64, 5.46)","(243,57,0)","(0.06, -0.8, 0.6)",0.62,0.46
2001,"(6.74, 4.33, 5.08)","(243,57,0)","(-0.07, 0.8, -0.59)",7.19,5.85
2001,"(1.8, 0.96, 1.09)","(243,57,0)","(-0.06, 0.8, -0.6)",1.2,2.84
2001,"(2.83, 1.37, 1.54)","(243,57,0)","(0.06, -0.8, 0.6)",1.59,0.27
2001,"(4.13, 1.99, 2.22)","(243,57,0)","(-0.06, 0.8, -0.6)",0.81,1.84
2001,"(3.56, 1.61, 1.78)","(243,57,0)","(-0.06, 0.79, -0.61)",0.51,0.88
