Major_dist,Major_link,Major_points
10.77,2,({300.5, 194.5, 0}{296.5, 184.5, 0})
13.46,5,({300.5, 194.5, 0}{293.5, 183, 0})
14.4,3,({300.5, 194.5, 0}{305.5, 208, 0})
17.36,11,({300.5, 194.5, 0}{283.5, 198, 0})
3.35,5,({296.5, 184.5, 0}{293.5, 183, 0})
10.77,1,({296.5, 184.5, 0}{300.5, 194.5, 0})
11.42,0,({296.5, 184.5, 0}{301, 195, 0})
14.01,13,({296.5, 184.5, 0}{288.5, 173, 0})
18.74,11,({296.5, 184.5, 0}{283.5, 198, 0})
11.67,9,({305.5, 208, 0}{314, 216, 0})
13.46,7,({305.5, 208, 0}{318, 213, 0})
13.76,0,({305.5, 208, 0}{301, 195, 0})
14.4,1,({305.5, 208, 0}{300.5, 194.5, 0})
21.87,4,({305.5, 208, 0}{327, 204, 0})
3.2,6,({327, 204, 0}{329.5, 202, 0})
12.73,7,({327, 204, 0}{318, 213, 0})
15.12,8,({327, 204, 0}{335.5, 191.5, 0})
17.69,9,({327, 204, 0}{314, 216, 0})
17.76,10,({327, 204, 0}{336.5, 189, 0})
3.35,2,({293.5, 183, 0}{296.5, 184.5, 0})
11.18,13,({293.5, 183, 0}{288.5, 173, 0})
13.46,1,({293.5, 183, 0}{300.5, 194.5, 0})
14.15,0,({293.5, 183, 0}{301, 195, 0})
18.03,11,({293.5, 183, 0}{283.5, 198, 0})
3.2,4,({329.5, 202, 0}{327, 204, 0})
12.09,8,({329.5, 202, 0}{335.5, 191.5, 0})
14.76,10,({329.5, 202, 0}{336.5, 189, 0})
15.91,7,({329.5, 202, 0}{318, 213, 0})
20.89,9,({329.5, 202, 0}{314, 216, 0})
5,9,({318, 213, 0}{314, 216, 0})
12.73,4,({318, 213, 0}{327, 204, 0})
13.46,3,({318, 213, 0}{305.5, 208, 0})
15.91,6,({318, 213, 0}{329.5, 202, 0})
24.76,0,({318, 213, 0}{301, 195, 0})
2.69,10,({335.5, 191.5, 0}{336.5, 189, 0})
11.88,12,({335.5, 191.5, 0}{338.5, 180, 0})
12.09,6,({335.5, 191.5, 0}{329.5, 202, 0})
15.12,4,({335.5, 191.5, 0}{327, 204, 0})
27.72,7,({335.5, 191.5, 0}{318, 213, 0})
5,7,({314, 216, 0}{318, 213, 0})
11.67,3,({314, 216, 0}{305.5, 208, 0})
17.69,4,({314, 216, 0}{327, 204, 0})
20.89,6,({314, 216, 0}{329.5, 202, 0})
23.44,15,({314, 216, 0}{294.5, 229, 0})
2.69,8,({336.5, 189, 0}{335.5, 191.5, 0})
9.22,12,({336.5, 189, 0}{338.5, 180, 0})
14.76,6,({336.5, 189, 0}{329.5, 202, 0})
17.76,4,({336.5, 189, 0}{327, 204, 0})
30.3,7,({336.5, 189, 0}{318, 213, 0})
17.36,1,({283.5, 198, 0}{300.5, 194.5, 0})
17.76,0,({283.5, 198, 0}{301, 195, 0})
18.03,5,({283.5, 198, 0}{293.5, 183, 0})
18.74,2,({283.5, 198, 0}{296.5, 184.5, 0})
24.17,3,({283.5, 198, 0}{305.5, 208, 0})
9.22,10,({338.5, 180, 0}{336.5, 189, 0})
11.88,8,({338.5, 180, 0}{335.5, 191.5, 0})
23.77,6,({338.5, 180, 0}{329.5, 202, 0})
26.61,4,({338.5, 180, 0}{327, 204, 0})
32.8,14,({338.5, 180, 0}{312.5, 160, 0})
11.18,5,({288.5, 173, 0}{293.5, 183, 0})
14.01,2,({288.5, 173, 0}{296.5, 184.5, 0})
15.13,16,({288.5, 173, 0}{273.5, 171, 0})
16.19,18,({288.5, 173, 0}{272.5, 170.5, 0})
23.42,17,({288.5, 173, 0}{295, 150.5, 0})
19.91,17,({312.5, 160, 0}{295, 150.5, 0})
20.16,19,({312.5, 160, 0}{295, 150, 0})
27.29,13,({312.5, 160, 0}{288.5, 173, 0})
29.26,2,({312.5, 160, 0}{296.5, 184.5, 0})
29.83,5,({312.5, 160, 0}{293.5, 183, 0})
13.6,22,({294.5, 229, 0}{281.5, 233, 0})
14.08,23,({294.5, 229, 0}{281, 233, 0})
22.19,20,({294.5, 229, 0}{274, 220.5, 0})
23.44,9,({294.5, 229, 0}{314, 216, 0})
23.71,3,({294.5, 229, 0}{305.5, 208, 0})
1.12,18,({273.5, 171, 0}{272.5, 170.5, 0})
10.12,24,({273.5, 171, 0}{265, 165.5, 0})
15.13,13,({273.5, 171, 0}{288.5, 173, 0})
17,25,({273.5, 171, 0}{258.5, 179, 0})
23.32,5,({273.5, 171, 0}{293.5, 183, 0})
0.5,19,({295, 150.5, 0}{295, 150, 0})
19.91,14,({295, 150.5, 0}{312.5, 160, 0})
21.64,29,({295, 150.5, 0}{278.5, 136.5, 0})
23.42,13,({295, 150.5, 0}{288.5, 173, 0})
25.7,28,({295, 150.5, 0}{310.5, 130, 0})
1.12,16,({272.5, 170.5, 0}{273.5, 171, 0})
9.01,24,({272.5, 170.5, 0}{265, 165.5, 0})
16.19,13,({272.5, 170.5, 0}{288.5, 173, 0})
16.38,25,({272.5, 170.5, 0}{258.5, 179, 0})
24.44,5,({272.5, 170.5, 0}{293.5, 183, 0})
0.5,17,({295, 150, 0}{295, 150.5, 0})
20.16,14,({295, 150, 0}{312.5, 160, 0})
21.32,29,({295, 150, 0}{278.5, 136.5, 0})
23.9,13,({295, 150, 0}{288.5, 173, 0})
25.3,28,({295, 150, 0}{310.5, 130, 0})
2.06,21,({274, 220.5, 0}{272, 221, 0})
14.33,23,({274, 220.5, 0}{281, 233, 0})
14.58,22,({274, 220.5, 0}{281.5, 233, 0})
22.19,15,({274, 220.5, 0}{294.5, 229, 0})
24.42,11,({274, 220.5, 0}{283.5, 198, 0})
2.06,20,({272, 221, 0}{274, 220.5, 0})
15,23,({272, 221, 0}{281, 233, 0})
15.31,22,({272, 221, 0}{281.5, 233, 0})
23.16,31,({272, 221, 0}{249.5, 215.5, 0})
23.88,15,({272, 221, 0}{294.5, 229, 0})
0.5,23,({281.5, 233, 0}{281, 233, 0})
13.6,15,({281.5, 233, 0}{294.5, 229, 0})
14.58,20,({281.5, 233, 0}{274, 220.5, 0})
15.31,21,({281.5, 233, 0}{272, 221, 0})
34.66,3,({281.5, 233, 0}{305.5, 208, 0})
0.5,22,({281, 233, 0}{281.5, 233, 0})
14.08,15,({281, 233, 0}{294.5, 229, 0})
14.33,20,({281, 233, 0}{274, 220.5, 0})
15,21,({281, 233, 0}{272, 221, 0})
35,3,({281, 233, 0}{305.5, 208, 0})
9.01,18,({265, 165.5, 0}{272.5, 170.5, 0})
10.12,16,({265, 165.5, 0}{273.5, 171, 0})
14.98,25,({265, 165.5, 0}{258.5, 179, 0})
24.67,13,({265, 165.5, 0}{288.5, 173, 0})
28.18,27,({265, 165.5, 0}{252, 190.5, 0})
13.21,27,({258.5, 179, 0}{252, 190.5, 0})
14.53,26,({258.5, 179, 0}{252, 192, 0})
14.98,24,({258.5, 179, 0}{265, 165.5, 0})
15.65,34,({258.5, 179, 0}{244.5, 186, 0})
16.38,18,({258.5, 179, 0}{272.5, 170.5, 0})
1.5,27,({252, 192, 0}{252, 190.5, 0})
7.16,30,({252, 192, 0}{245.5, 189, 0})
9.6,34,({252, 192, 0}{244.5, 186, 0})
10.97,36,({252, 192, 0}{244, 199.5, 0})
11.1,37,({252, 192, 0}{243, 198.5, 0})
1.5,26,({252, 190.5, 0}{252, 192, 0})
6.67,30,({252, 190.5, 0}{245.5, 189, 0})
8.75,34,({252, 190.5, 0}{244.5, 186, 0})
12.04,37,({252, 190.5, 0}{243, 198.5, 0})
12.04,36,({252, 190.5, 0}{244, 199.5, 0})
10.06,33,({310.5, 130, 0}{301.5, 125.5, 0})
10.06,32,({310.5, 130, 0}{301.5, 125.5, 0})
15.7,43,({310.5, 130, 0}{313, 114.5, 0})
16.19,45,({310.5, 130, 0}{313, 114, 0})
21.32,47,({310.5, 130, 0}{297, 113.5, 0})
10.98,41,({278.5, 136.5, 0}{273, 127, 0})
21.32,19,({278.5, 136.5, 0}{295, 150, 0})
21.64,17,({278.5, 136.5, 0}{295, 150.5, 0})
23.76,55,({278.5, 136.5, 0}{275, 113, 0})
25.5,33,({278.5, 136.5, 0}{301.5, 125.5, 0})
3.16,34,({245.5, 189, 0}{244.5, 186, 0})
6.67,27,({245.5, 189, 0}{252, 190.5, 0})
7.16,26,({245.5, 189, 0}{252, 192, 0})
9.82,37,({245.5, 189, 0}{243, 198.5, 0})
10.31,42,({245.5, 189, 0}{236, 193, 0})
16.92,36,({249.5, 215.5, 0}{244, 199.5, 0})
18.2,37,({249.5, 215.5, 0}{243, 198.5, 0})
21.51,48,({249.5, 215.5, 0}{232, 203, 0})
23.16,21,({249.5, 215.5, 0}{272, 221, 0})
23.63,26,({249.5, 215.5, 0}{252, 192, 0})
0,33,({301.5, 125.5, 0}{301.5, 125.5, 0})
10.06,28,({301.5, 125.5, 0}{310.5, 130, 0})
12.82,47,({301.5, 125.5, 0}{297, 113.5, 0})
15.91,43,({301.5, 125.5, 0}{313, 114.5, 0})
16.26,45,({301.5, 125.5, 0}{313, 114, 0})
0,32,({301.5, 125.5, 0}{301.5, 125.5, 0})
10.06,28,({301.5, 125.5, 0}{310.5, 130, 0})
12.82,47,({301.5, 125.5, 0}{297, 113.5, 0})
15.91,43,({301.5, 125.5, 0}{313, 114.5, 0})
16.26,45,({301.5, 125.5, 0}{313, 114, 0})
3.16,30,({244.5, 186, 0}{245.5, 189, 0})
8.75,27,({244.5, 186, 0}{252, 190.5, 0})
9.6,26,({244.5, 186, 0}{252, 192, 0})
11.01,42,({244.5, 186, 0}{236, 193, 0})
12.59,37,({244.5, 186, 0}{243, 198.5, 0})
19.14,38,({349.5, 135.5, 0}{365.5, 146, 0})
19.83,44,({349.5, 135.5, 0}{338.5, 119, 0})
26.08,51,({349.5, 135.5, 0}{375.5, 137.5, 0})
35.12,61,({349.5, 135.5, 0}{333, 104.5, 0})
39.39,28,({349.5, 135.5, 0}{310.5, 130, 0})
1.41,37,({244, 199.5, 0}{243, 198.5, 0})
10.31,42,({244, 199.5, 0}{236, 193, 0})
10.61,30,({244, 199.5, 0}{245.5, 189, 0})
10.97,26,({244, 199.5, 0}{252, 192, 0})
12.04,27,({244, 199.5, 0}{252, 190.5, 0})
1.41,36,({243, 198.5, 0}{244, 199.5, 0})
8.9,42,({243, 198.5, 0}{236, 193, 0})
9.82,30,({243, 198.5, 0}{245.5, 189, 0})
11.1,26,({243, 198.5, 0}{252, 192, 0})
11.88,48,({243, 198.5, 0}{232, 203, 0})
13.12,51,({365.5, 146, 0}{375.5, 137.5, 0})
19.14,35,({365.5, 146, 0}{349.5, 135.5, 0})
38.18,44,({365.5, 146, 0}{338.5, 119, 0})
43.42,12,({365.5, 146, 0}{338.5, 180, 0})
51.87,10,({365.5, 146, 0}{336.5, 189, 0})
0.5,40,({367, 237, 0}{367.5, 237, 0})
12.17,46,({367, 237, 0}{365, 249, 0})
13.66,52,({367, 237, 0}{379.5, 242.5, 0})
17.1,56,({367, 237, 0}{383.5, 241.5, 0})
21.48,50,({367, 237, 0}{362.5, 258, 0})
0.5,39,({367.5, 237, 0}{367, 237, 0})
12.26,46,({367.5, 237, 0}{365, 249, 0})
13.2,52,({367.5, 237, 0}{379.5, 242.5, 0})
16.62,56,({367.5, 237, 0}{383.5, 241.5, 0})
21.59,50,({367.5, 237, 0}{362.5, 258, 0})
10.98,29,({273, 127, 0}{278.5, 136.5, 0})
14.14,55,({273, 127, 0}{275, 113, 0})
16.62,57,({273, 127, 0}{257, 122.5, 0})
22.34,49,({273, 127, 0}{290, 112.5, 0})
27.54,47,({273, 127, 0}{297, 113.5, 0})
8.9,37,({236, 193, 0}{243, 198.5, 0})
10.31,36,({236, 193, 0}{244, 199.5, 0})
10.31,30,({236, 193, 0}{245.5, 189, 0})
10.77,48,({236, 193, 0}{232, 203, 0})
11.01,34,({236, 193, 0}{244.5, 186, 0})
0.5,45,({313, 114.5, 0}{313, 114, 0})
11.18,58,({313, 114.5, 0}{315, 103.5, 0})
15.7,28,({313, 114.5, 0}{310.5, 130, 0})
15.91,33,({313, 114.5, 0}{301.5, 125.5, 0})
15.91,32,({313, 114.5, 0}{301.5, 125.5, 0})
15.51,61,({338.5, 119, 0}{333, 104.5, 0})
19.83,35,({338.5, 119, 0}{349.5, 135.5, 0})
25.89,43,({338.5, 119, 0}{313, 114.5, 0})
25.99,45,({338.5, 119, 0}{313, 114, 0})
28.15,58,({338.5, 119, 0}{315, 103.5, 0})
0.5,43,({313, 114, 0}{313, 114.5, 0})
10.69,58,({313, 114, 0}{315, 103.5, 0})
16.01,47,({313, 114, 0}{297, 113.5, 0})
16.19,28,({313, 114, 0}{310.5, 130, 0})
16.26,33,({313, 114, 0}{301.5, 125.5, 0})
9.34,50,({365, 249, 0}{362.5, 258, 0})
12.17,39,({365, 249, 0}{367, 237, 0})
12.26,40,({365, 249, 0}{367.5, 237, 0})
15.89,52,({365, 249, 0}{379.5, 242.5, 0})
19.96,56,({365, 249, 0}{383.5, 241.5, 0})
7.07,49,({297, 113.5, 0}{290, 112.5, 0})
12.82,33,({297, 113.5, 0}{301.5, 125.5, 0})
12.82,32,({297, 113.5, 0}{301.5, 125.5, 0})
16.01,45,({297, 113.5, 0}{313, 114, 0})
16.03,43,({297, 113.5, 0}{313, 114.5, 0})
9.18,60,({232, 203, 0}{224, 207.5, 0})
10.77,42,({232, 203, 0}{236, 193, 0})
11.88,37,({232, 203, 0}{243, 198.5, 0})
12.5,36,({232, 203, 0}{244, 199.5, 0})
19.45,30,({232, 203, 0}{245.5, 189, 0})
7.07,47,({290, 112.5, 0}{297, 113.5, 0})
15.01,55,({290, 112.5, 0}{275, 113, 0})
17.36,33,({290, 112.5, 0}{301.5, 125.5, 0})
17.36,32,({290, 112.5, 0}{301.5, 125.5, 0})
22.34,41,({290, 112.5, 0}{273, 127, 0})
9.34,46,({362.5, 258, 0}{365, 249, 0})
21.48,39,({362.5, 258, 0}{367, 237, 0})
21.59,40,({362.5, 258, 0}{367.5, 237, 0})
23.01,52,({362.5, 258, 0}{379.5, 242.5, 0})
26.71,56,({362.5, 258, 0}{383.5, 241.5, 0})
13.12,38,({375.5, 137.5, 0}{365.5, 146, 0})
26.08,35,({375.5, 137.5, 0}{349.5, 135.5, 0})
41.37,44,({375.5, 137.5, 0}{338.5, 119, 0})
53.81,61,({375.5, 137.5, 0}{333, 104.5, 0})
56.35,12,({375.5, 137.5, 0}{338.5, 180, 0})
4.12,56,({379.5, 242.5, 0}{383.5, 241.5, 0})
13.2,40,({379.5, 242.5, 0}{367.5, 237, 0})
13.66,39,({379.5, 242.5, 0}{367, 237, 0})
15.89,46,({379.5, 242.5, 0}{365, 249, 0})
23.01,50,({379.5, 242.5, 0}{362.5, 258, 0})
3.04,54,({226.5, 180, 0}{226, 177, 0})
3.61,59,({226.5, 180, 0}{223.5, 182, 0})
16.1,42,({226.5, 180, 0}{236, 193, 0})
18.97,34,({226.5, 180, 0}{244.5, 186, 0})
21.02,30,({226.5, 180, 0}{245.5, 189, 0})
3.04,53,({226, 177, 0}{226.5, 180, 0})
5.59,59,({226, 177, 0}{223.5, 182, 0})
18.87,42,({226, 177, 0}{236, 193, 0})
20.57,34,({226, 177, 0}{244.5, 186, 0})
22.9,30,({226, 177, 0}{245.5, 189, 0})
14.14,41,({275, 113, 0}{273, 127, 0})
15.01,49,({275, 113, 0}{290, 112.5, 0})
20.35,57,({275, 113, 0}{257, 122.5, 0})
22.01,47,({275, 113, 0}{297, 113.5, 0})
23.76,29,({275, 113, 0}{278.5, 136.5, 0})
4.12,52,({383.5, 241.5, 0}{379.5, 242.5, 0})
16.62,40,({383.5, 241.5, 0}{367.5, 237, 0})
17.1,39,({383.5, 241.5, 0}{367, 237, 0})
19.96,46,({383.5, 241.5, 0}{365, 249, 0})
26.71,50,({383.5, 241.5, 0}{362.5, 258, 0})
16.62,41,({257, 122.5, 0}{273, 127, 0})
20.35,55,({257, 122.5, 0}{275, 113, 0})
25.66,29,({257, 122.5, 0}{278.5, 136.5, 0})
34.48,49,({257, 122.5, 0}{290, 112.5, 0})
41,47,({257, 122.5, 0}{297, 113.5, 0})
10.69,45,({315, 103.5, 0}{313, 114, 0})
11.18,43,({315, 103.5, 0}{313, 114.5, 0})
18.03,61,({315, 103.5, 0}{333, 104.5, 0})
20.59,47,({315, 103.5, 0}{297, 113.5, 0})
25.81,33,({315, 103.5, 0}{301.5, 125.5, 0})
3.61,53,({223.5, 182, 0}{226.5, 180, 0})
5.59,54,({223.5, 182, 0}{226, 177, 0})
16.65,42,({223.5, 182, 0}{236, 193, 0})
21.38,34,({223.5, 182, 0}{244.5, 186, 0})
22.66,48,({223.5, 182, 0}{232, 203, 0})
9.18,48,({224, 207.5, 0}{232, 203, 0})
18.82,42,({224, 207.5, 0}{236, 193, 0})
21.02,37,({224, 207.5, 0}{243, 198.5, 0})
21.54,36,({224, 207.5, 0}{244, 199.5, 0})
25.5,59,({224, 207.5, 0}{223.5, 182, 0})
15.51,44,({333, 104.5, 0}{338.5, 119, 0})
18.03,58,({333, 104.5, 0}{315, 103.5, 0})
22.14,45,({333, 104.5, 0}{313, 114, 0})
22.36,43,({333, 104.5, 0}{313, 114.5, 0})
34.01,28,({333, 104.5, 0}{310.5, 130, 0})
8.28,1,({333, 187.5, 0}{336.5, 195, 0})
8.5,2,({333, 187.5, 0}{337, 195, 0})
25.3,4,({333, 187.5, 0}{325, 211.5, 0})
25.5,3,({333, 187.5, 0}{307.5, 188, 0})
29.21,7,({333, 187.5, 0}{310, 205.5, 0})
0.5,2,({336.5, 195, 0}{337, 195, 0})
8.28,0,({336.5, 195, 0}{333, 187.5, 0})
20.11,4,({336.5, 195, 0}{325, 211.5, 0})
28.5,7,({336.5, 195, 0}{310, 205.5, 0})
28.5,6,({336.5, 195, 0}{310, 205.5, 0})
0.5,1,({337, 195, 0}{336.5, 195, 0})
8.5,0,({337, 195, 0}{333, 187.5, 0})
20.4,4,({337, 195, 0}{325, 211.5, 0})
28.97,7,({337, 195, 0}{310, 205.5, 0})
28.97,6,({337, 195, 0}{310, 205.5, 0})
5.59,5,({307.5, 188, 0}{302, 189, 0})
6.8,8,({307.5, 188, 0}{301, 190, 0})
13.93,9,({307.5, 188, 0}{302.5, 201, 0})
15.7,16,({307.5, 188, 0}{292, 185.5, 0})
17.44,11,({307.5, 188, 0}{299.5, 203.5, 0})
12.04,10,({325, 211.5, 0}{313, 212.5, 0})
16.16,7,({325, 211.5, 0}{310, 205.5, 0})
16.16,6,({325, 211.5, 0}{310, 205.5, 0})
17.1,19,({325, 211.5, 0}{335.5, 225, 0})
17.1,18,({325, 211.5, 0}{335.5, 225, 0})
1.41,8,({302, 189, 0}{301, 190, 0})
5.59,3,({302, 189, 0}{307.5, 188, 0})
10.59,16,({302, 189, 0}{292, 185.5, 0})
12.01,9,({302, 189, 0}{302.5, 201, 0})
13.46,17,({302, 189, 0}{289, 185.5, 0})
0,7,({310, 205.5, 0}{310, 205.5, 0})
7.43,12,({310, 205.5, 0}{304.5, 210.5, 0})
7.5,14,({310, 205.5, 0}{305.5, 211.5, 0})
7.62,10,({310, 205.5, 0}{313, 212.5, 0})
8.75,9,({310, 205.5, 0}{302.5, 201, 0})
0,6,({310, 205.5, 0}{310, 205.5, 0})
7.43,12,({310, 205.5, 0}{304.5, 210.5, 0})
7.5,14,({310, 205.5, 0}{305.5, 211.5, 0})
7.62,10,({310, 205.5, 0}{313, 212.5, 0})
8.75,9,({310, 205.5, 0}{302.5, 201, 0})
1.41,5,({301, 190, 0}{302, 189, 0})
6.8,3,({301, 190, 0}{307.5, 188, 0})
10.06,16,({301, 190, 0}{292, 185.5, 0})
11.1,9,({301, 190, 0}{302.5, 201, 0})
12.82,17,({301, 190, 0}{289, 185.5, 0})
3.91,11,({302.5, 201, 0}{299.5, 203.5, 0})
8.75,7,({302.5, 201, 0}{310, 205.5, 0})
8.75,6,({302.5, 201, 0}{310, 205.5, 0})
9.71,12,({302.5, 201, 0}{304.5, 210.5, 0})
10.92,14,({302.5, 201, 0}{305.5, 211.5, 0})
7.57,14,({313, 212.5, 0}{305.5, 211.5, 0})
7.62,7,({313, 212.5, 0}{310, 205.5, 0})
7.62,6,({313, 212.5, 0}{310, 205.5, 0})
8.73,12,({313, 212.5, 0}{304.5, 210.5, 0})
12.04,4,({313, 212.5, 0}{325, 211.5, 0})
3.91,9,({299.5, 203.5, 0}{302.5, 201, 0})
8.6,12,({299.5, 203.5, 0}{304.5, 210.5, 0})
10,14,({299.5, 203.5, 0}{305.5, 211.5, 0})
10.69,7,({299.5, 203.5, 0}{310, 205.5, 0})
10.69,6,({299.5, 203.5, 0}{310, 205.5, 0})
1.41,14,({304.5, 210.5, 0}{305.5, 211.5, 0})
7.43,7,({304.5, 210.5, 0}{310, 205.5, 0})
7.43,6,({304.5, 210.5, 0}{310, 205.5, 0})
8.6,11,({304.5, 210.5, 0}{299.5, 203.5, 0})
8.73,10,({304.5, 210.5, 0}{313, 212.5, 0})
15.53,15,({315.5, 155.5, 0}{302.5, 164, 0})
19.53,20,({315.5, 155.5, 0}{296, 154.5, 0})
20.93,26,({315.5, 155.5, 0}{302, 139.5, 0})
26.95,30,({315.5, 155.5, 0}{295, 138, 0})
29,31,({315.5, 155.5, 0}{315, 126.5, 0})
1.41,12,({305.5, 211.5, 0}{304.5, 210.5, 0})
7.5,7,({305.5, 211.5, 0}{310, 205.5, 0})
7.5,6,({305.5, 211.5, 0}{310, 205.5, 0})
7.57,10,({305.5, 211.5, 0}{313, 212.5, 0})
10,11,({305.5, 211.5, 0}{299.5, 203.5, 0})
11.51,20,({302.5, 164, 0}{296, 154.5, 0})
15.53,13,({302.5, 164, 0}{315.5, 155.5, 0})
23.93,16,({302.5, 164, 0}{292, 185.5, 0})
24.51,26,({302.5, 164, 0}{302, 139.5, 0})
24.52,3,({302.5, 164, 0}{307.5, 188, 0})
3,17,({292, 185.5, 0}{289, 185.5, 0})
10.06,8,({292, 185.5, 0}{301, 190, 0})
10.59,5,({292, 185.5, 0}{302, 189, 0})
15.7,3,({292, 185.5, 0}{307.5, 188, 0})
18.12,25,({292, 185.5, 0}{275.5, 178, 0})
3,16,({289, 185.5, 0}{292, 185.5, 0})
12.82,8,({289, 185.5, 0}{301, 190, 0})
13.46,5,({289, 185.5, 0}{302, 189, 0})
15.44,25,({289, 185.5, 0}{275.5, 178, 0})
18.67,3,({289, 185.5, 0}{307.5, 188, 0})
0,19,({335.5, 225, 0}{335.5, 225, 0})
17.1,4,({335.5, 225, 0}{325, 211.5, 0})
25.74,10,({335.5, 225, 0}{313, 212.5, 0})
27.51,23,({335.5, 225, 0}{309.5, 234, 0})
30.02,1,({335.5, 225, 0}{336.5, 195, 0})
0,18,({335.5, 225, 0}{335.5, 225, 0})
17.1,4,({335.5, 225, 0}{325, 211.5, 0})
25.74,10,({335.5, 225, 0}{313, 212.5, 0})
27.51,23,({335.5, 225, 0}{309.5, 234, 0})
30.02,1,({335.5, 225, 0}{336.5, 195, 0})
11.51,15,({296, 154.5, 0}{302.5, 164, 0})
16.16,26,({296, 154.5, 0}{302, 139.5, 0})
16.53,30,({296, 154.5, 0}{295, 138, 0})
19.53,13,({296, 154.5, 0}{315.5, 155.5, 0})
30.59,43,({296, 154.5, 0}{290, 124.5, 0})
11.66,14,({299.5, 221.5, 0}{305.5, 211.5, 0})
12.08,12,({299.5, 221.5, 0}{304.5, 210.5, 0})
15.53,22,({299.5, 221.5, 0}{286.5, 213, 0})
16.01,23,({299.5, 221.5, 0}{309.5, 234, 0})
16.22,10,({299.5, 221.5, 0}{313, 212.5, 0})
13.83,24,({286.5, 213, 0}{277.5, 202.5, 0})
15.53,21,({286.5, 213, 0}{299.5, 221.5, 0})
16.1,11,({286.5, 213, 0}{299.5, 203.5, 0})
18.17,12,({286.5, 213, 0}{304.5, 210.5, 0})
19.06,14,({286.5, 213, 0}{305.5, 211.5, 0})
16.01,21,({309.5, 234, 0}{299.5, 221.5, 0})
21.78,10,({309.5, 234, 0}{313, 212.5, 0})
22.85,14,({309.5, 234, 0}{305.5, 211.5, 0})
24.03,12,({309.5, 234, 0}{304.5, 210.5, 0})
25.54,41,({309.5, 234, 0}{319.5, 257.5, 0})
13.83,22,({277.5, 202.5, 0}{286.5, 213, 0})
20.52,17,({277.5, 202.5, 0}{289, 185.5, 0})
21.15,47,({277.5, 202.5, 0}{256.5, 205, 0})
22.02,11,({277.5, 202.5, 0}{299.5, 203.5, 0})
22.34,16,({277.5, 202.5, 0}{292, 185.5, 0})
5.02,28,({275.5, 178, 0}{270.5, 178.5, 0})
9.86,33,({275.5, 178, 0}{267, 173, 0})
10,32,({275.5, 178, 0}{267.5, 172, 0})
15.44,17,({275.5, 178, 0}{289, 185.5, 0})
18.12,16,({275.5, 178, 0}{292, 185.5, 0})
7.16,30,({302, 139.5, 0}{295, 138, 0})
15.07,38,({302, 139.5, 0}{303.5, 124.5, 0})
16.16,20,({302, 139.5, 0}{296, 154.5, 0})
18.38,31,({302, 139.5, 0}{315, 126.5, 0})
18.77,34,({302, 139.5, 0}{314.5, 125.5, 0})
2,29,({365.5, 146, 0}{367.5, 146, 0})
10.01,37,({365.5, 146, 0}{375.5, 146.5, 0})
25,49,({365.5, 146, 0}{390.5, 146.5, 0})
37.5,40,({365.5, 146, 0}{340, 118.5, 0})
44.78,35,({365.5, 146, 0}{326.5, 124, 0})
5.02,25,({270.5, 178.5, 0}{275.5, 178, 0})
6.52,33,({270.5, 178.5, 0}{267, 173, 0})
7.16,32,({270.5, 178.5, 0}{267.5, 172, 0})
19.47,48,({270.5, 178.5, 0}{257.5, 164, 0})
19.78,17,({270.5, 178.5, 0}{289, 185.5, 0})
2,27,({367.5, 146, 0}{365.5, 146, 0})
8.02,37,({367.5, 146, 0}{375.5, 146.5, 0})
23.01,49,({367.5, 146, 0}{390.5, 146.5, 0})
38.89,40,({367.5, 146, 0}{340, 118.5, 0})
46.53,35,({367.5, 146, 0}{326.5, 124, 0})
7.16,26,({295, 138, 0}{302, 139.5, 0})
14.4,43,({295, 138, 0}{290, 124.5, 0})
15.95,38,({295, 138, 0}{303.5, 124.5, 0})
16.53,20,({295, 138, 0}{296, 154.5, 0})
22.55,51,({295, 138, 0}{293.5, 115.5, 0})
1.12,34,({315, 126.5, 0}{314.5, 125.5, 0})
6.52,39,({315, 126.5, 0}{315.5, 120, 0})
11.28,36,({315, 126.5, 0}{326, 124, 0})
11.67,38,({315, 126.5, 0}{303.5, 124.5, 0})
11.77,35,({315, 126.5, 0}{326.5, 124, 0})
1.12,33,({267.5, 172, 0}{267, 173, 0})
7.16,28,({267.5, 172, 0}{270.5, 178.5, 0})
10,25,({267.5, 172, 0}{275.5, 178, 0})
12.81,48,({267.5, 172, 0}{257.5, 164, 0})
18.55,55,({267.5, 172, 0}{249.5, 167.5, 0})
1.12,32,({267, 173, 0}{267.5, 172, 0})
6.52,28,({267, 173, 0}{270.5, 178.5, 0})
9.86,25,({267, 173, 0}{275.5, 178, 0})
13.09,48,({267, 173, 0}{257.5, 164, 0})
18.2,50,({267, 173, 0}{250, 179.5, 0})
1.12,31,({314.5, 125.5, 0}{315, 126.5, 0})
5.59,39,({314.5, 125.5, 0}{315.5, 120, 0})
11.05,38,({314.5, 125.5, 0}{303.5, 124.5, 0})
11.6,36,({314.5, 125.5, 0}{326, 124, 0})
12.09,35,({314.5, 125.5, 0}{326.5, 124, 0})
0.5,36,({326.5, 124, 0}{326, 124, 0})
10.05,44,({326.5, 124, 0}{325.5, 114, 0})
10.55,46,({326.5, 124, 0}{325.5, 113.5, 0})
11.7,39,({326.5, 124, 0}{315.5, 120, 0})
11.77,31,({326.5, 124, 0}{315, 126.5, 0})
