Major_dist,Major_link,Major_points
0.5,35,({326, 124, 0}{326.5, 124, 0})
10.01,44,({326, 124, 0}{325.5, 114, 0})
10.51,46,({326, 124, 0}{325.5, 113.5, 0})
11.24,39,({326, 124, 0}{315.5, 120, 0})
11.28,31,({326, 124, 0}{315, 126.5, 0})
8.02,29,({375.5, 146.5, 0}{367.5, 146, 0})
10.01,27,({375.5, 146.5, 0}{365.5, 146, 0})
15,49,({375.5, 146.5, 0}{390.5, 146.5, 0})
45.21,40,({375.5, 146.5, 0}{340, 118.5, 0})
53.92,35,({375.5, 146.5, 0}{326.5, 124, 0})
11.05,34,({303.5, 124.5, 0}{314.5, 125.5, 0})
11.67,31,({303.5, 124.5, 0}{315, 126.5, 0})
12.82,39,({303.5, 124.5, 0}{315.5, 120, 0})
13.45,51,({303.5, 124.5, 0}{293.5, 115.5, 0})
13.5,43,({303.5, 124.5, 0}{290, 124.5, 0})
5.59,34,({315.5, 120, 0}{314.5, 125.5, 0})
6.52,31,({315.5, 120, 0}{315, 126.5, 0})
11.24,36,({315.5, 120, 0}{326, 124, 0})
11.66,44,({315.5, 120, 0}{325.5, 114, 0})
11.7,35,({315.5, 120, 0}{326.5, 124, 0})
13.2,56,({340, 118.5, 0}{334.5, 106.5, 0})
14.58,35,({340, 118.5, 0}{326.5, 124, 0})
15.04,36,({340, 118.5, 0}{326, 124, 0})
15.18,44,({340, 118.5, 0}{325.5, 114, 0})
15.34,46,({340, 118.5, 0}{325.5, 113.5, 0})
1.12,45,({319.5, 257.5, 0}{319, 258.5, 0})
25.54,23,({319.5, 257.5, 0}{309.5, 234, 0})
36.22,19,({319.5, 257.5, 0}{335.5, 225, 0})
36.22,18,({319.5, 257.5, 0}{335.5, 225, 0})
41.18,21,({319.5, 257.5, 0}{299.5, 221.5, 0})
27.24,21,({281, 241.5, 0}{299.5, 221.5, 0})
29.03,22,({281, 241.5, 0}{286.5, 213, 0})
29.47,23,({281, 241.5, 0}{309.5, 234, 0})
38.73,14,({281, 241.5, 0}{305.5, 211.5, 0})
38.9,12,({281, 241.5, 0}{304.5, 210.5, 0})
9.66,51,({290, 124.5, 0}{293.5, 115.5, 0})
13.5,38,({290, 124.5, 0}{303.5, 124.5, 0})
14.4,30,({290, 124.5, 0}{295, 138, 0})
19.21,26,({290, 124.5, 0}{302, 139.5, 0})
21.26,53,({290, 124.5, 0}{306, 110.5, 0})
0.5,46,({325.5, 114, 0}{325.5, 113.5, 0})
10.01,36,({325.5, 114, 0}{326, 124, 0})
10.05,35,({325.5, 114, 0}{326.5, 124, 0})
11.66,39,({325.5, 114, 0}{315.5, 120, 0})
11.72,56,({325.5, 114, 0}{334.5, 106.5, 0})
1.12,41,({319, 258.5, 0}{319.5, 257.5, 0})
26.28,23,({319, 258.5, 0}{309.5, 234, 0})
37.34,19,({319, 258.5, 0}{335.5, 225, 0})
37.34,18,({319, 258.5, 0}{335.5, 225, 0})
41.63,42,({319, 258.5, 0}{281, 241.5, 0})
0.5,44,({325.5, 113.5, 0}{325.5, 114, 0})
10.51,36,({325.5, 113.5, 0}{326, 124, 0})
10.55,35,({325.5, 113.5, 0}{326.5, 124, 0})
11.4,56,({325.5, 113.5, 0}{334.5, 106.5, 0})
11.93,39,({325.5, 113.5, 0}{315.5, 120, 0})
21.15,24,({256.5, 205, 0}{277.5, 202.5, 0})
26.32,50,({256.5, 205, 0}{250, 179.5, 0})
29.97,28,({256.5, 205, 0}{270.5, 178.5, 0})
31.05,22,({256.5, 205, 0}{286.5, 213, 0})
33.02,25,({256.5, 205, 0}{275.5, 178, 0})
8.73,55,({257.5, 164, 0}{249.5, 167.5, 0})
10.06,57,({257.5, 164, 0}{248.5, 168.5, 0})
12.81,32,({257.5, 164, 0}{267.5, 172, 0})
13.09,33,({257.5, 164, 0}{267, 173, 0})
17.22,50,({257.5, 164, 0}{250, 179.5, 0})
15,37,({390.5, 146.5, 0}{375.5, 146.5, 0})
23.01,29,({390.5, 146.5, 0}{367.5, 146, 0})
25,27,({390.5, 146.5, 0}{365.5, 146, 0})
57.74,40,({390.5, 146.5, 0}{340, 118.5, 0})
67.84,35,({390.5, 146.5, 0}{326.5, 124, 0})
11.1,57,({250, 179.5, 0}{248.5, 168.5, 0})
12.01,55,({250, 179.5, 0}{249.5, 167.5, 0})
17.22,48,({250, 179.5, 0}{257.5, 164, 0})
18.2,33,({250, 179.5, 0}{267, 173, 0})
19.04,32,({250, 179.5, 0}{267.5, 172, 0})
9.66,43,({293.5, 115.5, 0}{290, 124.5, 0})
13.45,38,({293.5, 115.5, 0}{303.5, 124.5, 0})
13.46,53,({293.5, 115.5, 0}{306, 110.5, 0})
20.89,54,({293.5, 115.5, 0}{313, 108, 0})
22.46,39,({293.5, 115.5, 0}{315.5, 120, 0})
49.98,19,({382.5, 242, 0}{335.5, 225, 0})
49.98,18,({382.5, 242, 0}{335.5, 225, 0})
64.88,41,({382.5, 242, 0}{319.5, 257.5, 0})
65.09,4,({382.5, 242, 0}{325, 211.5, 0})
65.42,2,({382.5, 242, 0}{337, 195, 0})
7.43,54,({306, 110.5, 0}{313, 108, 0})
13.44,39,({306, 110.5, 0}{315.5, 120, 0})
13.46,51,({306, 110.5, 0}{293.5, 115.5, 0})
14.22,38,({306, 110.5, 0}{303.5, 124.5, 0})
17.24,34,({306, 110.5, 0}{314.5, 125.5, 0})
7.43,53,({313, 108, 0}{306, 110.5, 0})
12.26,39,({313, 108, 0}{315.5, 120, 0})
13.66,46,({313, 108, 0}{325.5, 113.5, 0})
13.87,44,({313, 108, 0}{325.5, 114, 0})
17.56,34,({313, 108, 0}{314.5, 125.5, 0})
1.41,57,({249.5, 167.5, 0}{248.5, 168.5, 0})
8.73,48,({249.5, 167.5, 0}{257.5, 164, 0})
12.01,50,({249.5, 167.5, 0}{250, 179.5, 0})
18.34,33,({249.5, 167.5, 0}{267, 173, 0})
18.55,32,({249.5, 167.5, 0}{267.5, 172, 0})
11.4,46,({334.5, 106.5, 0}{325.5, 113.5, 0})
11.72,44,({334.5, 106.5, 0}{325.5, 114, 0})
13.2,40,({334.5, 106.5, 0}{340, 118.5, 0})
19.24,35,({334.5, 106.5, 0}{326.5, 124, 0})
19.46,36,({334.5, 106.5, 0}{326, 124, 0})
1.41,55,({248.5, 168.5, 0}{249.5, 167.5, 0})
10.06,48,({248.5, 168.5, 0}{257.5, 164, 0})
11.1,50,({248.5, 168.5, 0}{250, 179.5, 0})
19.04,33,({248.5, 168.5, 0}{267, 173, 0})
19.32,32,({248.5, 168.5, 0}{267.5, 172, 0})
14.12,5,({299, 185.5, 0}{286, 180, 0})
14.32,1,({299, 185.5, 0}{305, 198.5, 0})
16.03,3,({299, 185.5, 0}{298, 169.5, 0})
16.29,6,({299, 185.5, 0}{283.5, 180.5, 0})
18.06,2,({299, 185.5, 0}{312.5, 197.5, 0})
7.57,2,({305, 198.5, 0}{312.5, 197.5, 0})
14.32,0,({305, 198.5, 0}{299, 185.5, 0})
15.89,4,({305, 198.5, 0}{319.5, 205, 0})
20.65,9,({305, 198.5, 0}{302.5, 219, 0})
21.02,10,({305, 198.5, 0}{304, 219.5, 0})
7.57,1,({312.5, 197.5, 0}{305, 198.5, 0})
10.26,4,({312.5, 197.5, 0}{319.5, 205, 0})
18.06,0,({312.5, 197.5, 0}{299, 185.5, 0})
22.7,11,({312.5, 197.5, 0}{335, 200.5, 0})
23.58,10,({312.5, 197.5, 0}{304, 219.5, 0})
9.62,7,({298, 169.5, 0}{306.5, 165, 0})
10.12,8,({298, 169.5, 0}{306.5, 164, 0})
11.8,12,({298, 169.5, 0}{288.5, 162.5, 0})
14.85,13,({298, 169.5, 0}{287.5, 159, 0})
15.21,15,({298, 169.5, 0}{287.5, 158.5, 0})
10.26,2,({319.5, 205, 0}{312.5, 197.5, 0})
15.89,1,({319.5, 205, 0}{305, 198.5, 0})
16.14,11,({319.5, 205, 0}{335, 200.5, 0})
21.22,10,({319.5, 205, 0}{304, 219.5, 0})
22.02,9,({319.5, 205, 0}{302.5, 219, 0})
2.55,6,({286, 180, 0}{283.5, 180.5, 0})
14.12,0,({286, 180, 0}{299, 185.5, 0})
15.95,3,({286, 180, 0}{298, 169.5, 0})
17.68,12,({286, 180, 0}{288.5, 162.5, 0})
21.05,13,({286, 180, 0}{287.5, 159, 0})
2.55,5,({283.5, 180.5, 0}{286, 180, 0})
16.29,0,({283.5, 180.5, 0}{299, 185.5, 0})
18.2,3,({283.5, 180.5, 0}{298, 169.5, 0})
18.68,12,({283.5, 180.5, 0}{288.5, 162.5, 0})
21.87,13,({283.5, 180.5, 0}{287.5, 159, 0})
1,8,({306.5, 165, 0}{306.5, 164, 0})
9.62,3,({306.5, 165, 0}{298, 169.5, 0})
15.7,19,({306.5, 165, 0}{297, 152.5, 0})
16.32,20,({306.5, 165, 0}{296, 152.5, 0})
18.17,12,({306.5, 165, 0}{288.5, 162.5, 0})
1,7,({306.5, 164, 0}{306.5, 165, 0})
10.12,3,({306.5, 164, 0}{298, 169.5, 0})
14.92,19,({306.5, 164, 0}{297, 152.5, 0})
15.57,20,({306.5, 164, 0}{296, 152.5, 0})
18.06,12,({306.5, 164, 0}{288.5, 162.5, 0})
1.58,10,({302.5, 219, 0}{304, 219.5, 0})
13.58,14,({302.5, 219, 0}{289, 220.5, 0})
15.21,17,({302.5, 219, 0}{287.5, 221.5, 0})
18.03,26,({302.5, 219, 0}{303.5, 237, 0})
20.65,1,({302.5, 219, 0}{305, 198.5, 0})
1.58,9,({304, 219.5, 0}{302.5, 219, 0})
15.03,14,({304, 219.5, 0}{289, 220.5, 0})
16.62,17,({304, 219.5, 0}{287.5, 221.5, 0})
17.51,26,({304, 219.5, 0}{303.5, 237, 0})
21.02,1,({304, 219.5, 0}{305, 198.5, 0})
16.14,4,({335, 200.5, 0}{319.5, 205, 0})
22.7,2,({335, 200.5, 0}{312.5, 197.5, 0})
30.07,1,({335, 200.5, 0}{305, 198.5, 0})
36.36,10,({335, 200.5, 0}{304, 219.5, 0})
37.4,9,({335, 200.5, 0}{302.5, 219, 0})
3.64,13,({288.5, 162.5, 0}{287.5, 159, 0})
4.12,15,({288.5, 162.5, 0}{287.5, 158.5, 0})
11.8,3,({288.5, 162.5, 0}{298, 169.5, 0})
12.5,20,({288.5, 162.5, 0}{296, 152.5, 0})
13.12,19,({288.5, 162.5, 0}{297, 152.5, 0})
0.5,15,({287.5, 159, 0}{287.5, 158.5, 0})
3.64,12,({287.5, 159, 0}{288.5, 162.5, 0})
10.7,20,({287.5, 159, 0}{296, 152.5, 0})
11.51,19,({287.5, 159, 0}{297, 152.5, 0})
12.04,22,({287.5, 159, 0}{275.5, 160, 0})
1.8,17,({289, 220.5, 0}{287.5, 221.5, 0})
9.71,16,({289, 220.5, 0}{281, 215, 0})
13.58,9,({289, 220.5, 0}{302.5, 219, 0})
15.03,10,({289, 220.5, 0}{304, 219.5, 0})
18.06,25,({289, 220.5, 0}{271, 222, 0})
0.5,13,({287.5, 158.5, 0}{287.5, 159, 0})
4.12,12,({287.5, 158.5, 0}{288.5, 162.5, 0})
10.4,20,({287.5, 158.5, 0}{296, 152.5, 0})
11.24,19,({287.5, 158.5, 0}{297, 152.5, 0})
12.09,22,({287.5, 158.5, 0}{275.5, 160, 0})
9.19,17,({281, 215, 0}{287.5, 221.5, 0})
9.71,14,({281, 215, 0}{289, 220.5, 0})
12.21,25,({281, 215, 0}{271, 222, 0})
20.84,33,({281, 215, 0}{270.5, 233, 0})
21.87,9,({281, 215, 0}{302.5, 219, 0})
1.8,14,({287.5, 221.5, 0}{289, 220.5, 0})
9.19,16,({287.5, 221.5, 0}{281, 215, 0})
15.21,9,({287.5, 221.5, 0}{302.5, 219, 0})
16.51,25,({287.5, 221.5, 0}{271, 222, 0})
16.62,10,({287.5, 221.5, 0}{304, 219.5, 0})
0.5,21,({327.5, 158.5, 0}{328, 158.5, 0})
21.71,8,({327.5, 158.5, 0}{306.5, 164, 0})
21.98,7,({327.5, 158.5, 0}{306.5, 165, 0})
31.08,19,({327.5, 158.5, 0}{297, 152.5, 0})
31.48,3,({327.5, 158.5, 0}{298, 169.5, 0})
1,20,({297, 152.5, 0}{296, 152.5, 0})
11.24,15,({297, 152.5, 0}{287.5, 158.5, 0})
11.51,13,({297, 152.5, 0}{287.5, 159, 0})
13.12,12,({297, 152.5, 0}{288.5, 162.5, 0})
14.92,8,({297, 152.5, 0}{306.5, 164, 0})
1,19,({296, 152.5, 0}{297, 152.5, 0})
10.4,15,({296, 152.5, 0}{287.5, 158.5, 0})
10.7,13,({296, 152.5, 0}{287.5, 159, 0})
12.5,12,({296, 152.5, 0}{288.5, 162.5, 0})
15.57,8,({296, 152.5, 0}{306.5, 164, 0})
0.5,18,({328, 158.5, 0}{327.5, 158.5, 0})
22.19,8,({328, 158.5, 0}{306.5, 164, 0})
22.46,7,({328, 158.5, 0}{306.5, 165, 0})
31.58,19,({328, 158.5, 0}{297, 152.5, 0})
31.83,38,({328, 158.5, 0}{350, 135.5, 0})
3.61,23,({275.5, 160, 0}{273.5, 157, 0})
6,24,({275.5, 160, 0}{269.5, 160, 0})
12.04,13,({275.5, 160, 0}{287.5, 159, 0})
12.09,15,({275.5, 160, 0}{287.5, 158.5, 0})
13.24,12,({275.5, 160, 0}{288.5, 162.5, 0})
3.61,22,({273.5, 157, 0}{275.5, 160, 0})
5,24,({273.5, 157, 0}{269.5, 160, 0})
14.08,15,({273.5, 157, 0}{287.5, 158.5, 0})
14.14,13,({273.5, 157, 0}{287.5, 159, 0})
15.98,12,({273.5, 157, 0}{288.5, 162.5, 0})
5,23,({269.5, 160, 0}{273.5, 157, 0})
6,22,({269.5, 160, 0}{275.5, 160, 0})
16.32,27,({269.5, 160, 0}{259, 172.5, 0})
18.03,13,({269.5, 160, 0}{287.5, 159, 0})
18.06,15,({269.5, 160, 0}{287.5, 158.5, 0})
10.79,34,({271, 222, 0}{260.5, 224.5, 0})
11.01,33,({271, 222, 0}{270.5, 233, 0})
12.21,16,({271, 222, 0}{281, 215, 0})
16.51,17,({271, 222, 0}{287.5, 221.5, 0})
18.06,14,({271, 222, 0}{289, 220.5, 0})
10.31,31,({303.5, 237, 0}{295.5, 243.5, 0})
10.63,32,({303.5, 237, 0}{295.5, 244, 0})
17.51,10,({303.5, 237, 0}{304, 219.5, 0})
18.03,9,({303.5, 237, 0}{302.5, 219, 0})
21.97,14,({303.5, 237, 0}{289, 220.5, 0})
4.72,29,({259, 172.5, 0}{255, 175, 0})
10.5,35,({259, 172.5, 0}{248.5, 172.5, 0})
11.01,36,({259, 172.5, 0}{248, 172, 0})
16.32,24,({259, 172.5, 0}{269.5, 160, 0})
20.7,22,({259, 172.5, 0}{275.5, 160, 0})
19.51,29,({255.5, 194.5, 0}{255, 175, 0})
21.73,39,({255.5, 194.5, 0}{235.5, 203, 0})
22.28,27,({255.5, 194.5, 0}{259, 172.5, 0})
23.09,35,({255.5, 194.5, 0}{248.5, 172.5, 0})
23.72,36,({255.5, 194.5, 0}{248, 172, 0})
4.72,27,({255, 175, 0}{259, 172.5, 0})
6.96,35,({255, 175, 0}{248.5, 172.5, 0})
7.62,36,({255, 175, 0}{248, 172, 0})
19.51,28,({255, 175, 0}{255.5, 194.5, 0})
20.86,24,({255, 175, 0}{269.5, 160, 0})
11.63,33,({281, 238, 0}{270.5, 233, 0})
14.32,37,({281, 238, 0}{267, 241, 0})
15.51,31,({281, 238, 0}{295.5, 243.5, 0})
15.69,32,({281, 238, 0}{295.5, 244, 0})
17.73,17,({281, 238, 0}{287.5, 221.5, 0})
0.5,32,({295.5, 243.5, 0}{295.5, 244, 0})
10.31,26,({295.5, 243.5, 0}{303.5, 237, 0})
15.51,30,({295.5, 243.5, 0}{281, 238, 0})
23.41,17,({295.5, 243.5, 0}{287.5, 221.5, 0})
23.9,14,({295.5, 243.5, 0}{289, 220.5, 0})
0.5,31,({295.5, 244, 0}{295.5, 243.5, 0})
10.63,26,({295.5, 244, 0}{303.5, 237, 0})
15.69,30,({295.5, 244, 0}{281, 238, 0})
23.88,17,({295.5, 244, 0}{287.5, 221.5, 0})
24.38,14,({295.5, 244, 0}{289, 220.5, 0})
8.73,37,({270.5, 233, 0}{267, 241, 0})
11.01,25,({270.5, 233, 0}{271, 222, 0})
11.63,30,({270.5, 233, 0}{281, 238, 0})
13.12,34,({270.5, 233, 0}{260.5, 224.5, 0})
20.52,17,({270.5, 233, 0}{287.5, 221.5, 0})
10.79,25,({260.5, 224.5, 0}{271, 222, 0})
13.12,33,({260.5, 224.5, 0}{270.5, 233, 0})
17.73,37,({260.5, 224.5, 0}{267, 241, 0})
22.59,16,({260.5, 224.5, 0}{281, 215, 0})
24.55,30,({260.5, 224.5, 0}{281, 238, 0})
0.71,36,({248.5, 172.5, 0}{248, 172, 0})
6.96,29,({248.5, 172.5, 0}{255, 175, 0})
10.5,27,({248.5, 172.5, 0}{259, 172.5, 0})
23.09,28,({248.5, 172.5, 0}{255.5, 194.5, 0})
24.44,24,({248.5, 172.5, 0}{269.5, 160, 0})
0.71,35,({248, 172, 0}{248.5, 172.5, 0})
7.62,29,({248, 172, 0}{255, 175, 0})
11.01,27,({248, 172, 0}{259, 172.5, 0})
23.72,28,({248, 172, 0}{255.5, 194.5, 0})
24.62,24,({248, 172, 0}{269.5, 160, 0})
8.73,33,({267, 241, 0}{270.5, 233, 0})
14.32,30,({267, 241, 0}{281, 238, 0})
17.73,34,({267, 241, 0}{260.5, 224.5, 0})
19.42,25,({267, 241, 0}{271, 222, 0})
28.29,17,({267, 241, 0}{287.5, 221.5, 0})
18.72,40,({350, 135.5, 0}{365.5, 146, 0})
20.41,41,({350, 135.5, 0}{367.5, 146, 0})
31.83,21,({350, 135.5, 0}{328, 158.5, 0})
32.18,18,({350, 135.5, 0}{327.5, 158.5, 0})
47.51,50,({350, 135.5, 0}{314, 104.5, 0})
15.26,51,({235.5, 203, 0}{222.5, 211, 0})
21.73,28,({235.5, 203, 0}{255.5, 194.5, 0})
31.32,55,({235.5, 203, 0}{226.5, 233, 0})
31.8,56,({235.5, 203, 0}{226.5, 233.5, 0})
32.97,34,({235.5, 203, 0}{260.5, 224.5, 0})
2,41,({365.5, 146, 0}{367.5, 146, 0})
18.72,38,({365.5, 146, 0}{350, 135.5, 0})
39.53,21,({365.5, 146, 0}{328, 158.5, 0})
40,18,({365.5, 146, 0}{327.5, 158.5, 0})
46.75,59,({365.5, 146, 0}{396.5, 181, 0})
2,40,({367.5, 146, 0}{365.5, 146, 0})
20.41,38,({367.5, 146, 0}{350, 135.5, 0})
41.43,21,({367.5, 146, 0}{328, 158.5, 0})
41.91,18,({367.5, 146, 0}{327.5, 158.5, 0})
45.45,59,({367.5, 146, 0}{396.5, 181, 0})
7.81,43,({369, 232.5, 0}{374, 226.5, 0})
46.69,11,({369, 232.5, 0}{335, 200.5, 0})
56.63,4,({369, 232.5, 0}{319.5, 205, 0})
58.38,59,({369, 232.5, 0}{396.5, 181, 0})
65.65,26,({369, 232.5, 0}{303.5, 237, 0})
7.81,42,({374, 226.5, 0}{369, 232.5, 0})
46.87,11,({374, 226.5, 0}{335, 200.5, 0})
50.76,59,({374, 226.5, 0}{396.5, 181, 0})
58.59,4,({374, 226.5, 0}{319.5, 205, 0})
67.99,2,({374, 226.5, 0}{312.5, 197.5, 0})
7.38,49,({291.5, 110, 0}{298, 106.5, 0})
7.83,48,({291.5, 110, 0}{298.5, 106.5, 0})
8.06,52,({291.5, 110, 0}{295.5, 103, 0})
14.87,53,({291.5, 110, 0}{302.5, 100, 0})
18.61,46,({291.5, 110, 0}{310, 108, 0})
0,46,({310, 108, 0}{310, 108, 0})
5.32,50,({310, 108, 0}{314, 104.5, 0})
10.97,53,({310, 108, 0}{302.5, 100, 0})
11.6,48,({310, 108, 0}{298.5, 106.5, 0})
12.09,49,({310, 108, 0}{298, 106.5, 0})
0,45,({310, 108, 0}{310, 108, 0})
5.32,50,({310, 108, 0}{314, 104.5, 0})
10.97,53,({310, 108, 0}{302.5, 100, 0})
11.6,48,({310, 108, 0}{298.5, 106.5, 0})
12.09,49,({310, 108, 0}{298, 106.5, 0})
28.46,44,({264.5, 119, 0}{291.5, 110, 0})
34.89,52,({264.5, 119, 0}{295.5, 103, 0})
35.76,49,({264.5, 119, 0}{298, 106.5, 0})
36.22,48,({264.5, 119, 0}{298.5, 106.5, 0})
39.05,23,({264.5, 119, 0}{273.5, 157, 0})
0.5,49,({298.5, 106.5, 0}{298, 106.5, 0})
4.61,52,({298.5, 106.5, 0}{295.5, 103, 0})
7.63,53,({298.5, 106.5, 0}{302.5, 100, 0})
7.83,44,({298.5, 106.5, 0}{291.5, 110, 0})
11.6,46,({298.5, 106.5, 0}{310, 108, 0})
0.5,48,({298, 106.5, 0}{298.5, 106.5, 0})
4.3,52,({298, 106.5, 0}{295.5, 103, 0})
7.38,44,({298, 106.5, 0}{291.5, 110, 0})
7.91,53,({298, 106.5, 0}{302.5, 100, 0})
12.09,46,({298, 106.5, 0}{310, 108, 0})
5.32,46,({314, 104.5, 0}{310, 108, 0})
5.32,45,({314, 104.5, 0}{310, 108, 0})
12.35,53,({314, 104.5, 0}{302.5, 100, 0})
15.63,48,({314, 104.5, 0}{298.5, 106.5, 0})
16.12,49,({314, 104.5, 0}{298, 106.5, 0})
15.26,39,({222.5, 211, 0}{235.5, 203, 0})
22.36,55,({222.5, 211, 0}{226.5, 233, 0})
22.85,56,({222.5, 211, 0}{226.5, 233.5, 0})
36.9,28,({222.5, 211, 0}{255.5, 194.5, 0})
40.33,34,({222.5, 211, 0}{260.5, 224.5, 0})
4.3,49,({295.5, 103, 0}{298, 106.5, 0})
4.61,48,({295.5, 103, 0}{298.5, 106.5, 0})
7.62,53,({295.5, 103, 0}{302.5, 100, 0})
8.06,44,({295.5, 103, 0}{291.5, 110, 0})
15.34,46,({295.5, 103, 0}{310, 108, 0})
7.62,52,({302.5, 100, 0}{295.5, 103, 0})
7.63,48,({302.5, 100, 0}{298.5, 106.5, 0})
7.91,49,({302.5, 100, 0}{298, 106.5, 0})
10.97,46,({302.5, 100, 0}{310, 108, 0})
10.97,45,({302.5, 100, 0}{310, 108, 0})
4.24,58,({225, 150, 0}{222, 153, 0})
4.61,57,({225, 150, 0}{222, 153.5, 0})
31.83,36,({225, 150, 0}{248, 172, 0})
32.53,35,({225, 150, 0}{248.5, 172.5, 0})
39.05,29,({225, 150, 0}{255, 175, 0})
0.5,56,({226.5, 233, 0}{226.5, 233.5, 0})
22.36,51,({226.5, 233, 0}{222.5, 211, 0})
31.32,39,({226.5, 233, 0}{235.5, 203, 0})
35.05,34,({226.5, 233, 0}{260.5, 224.5, 0})
41.28,37,({226.5, 233, 0}{267, 241, 0})
0.5,55,({226.5, 233.5, 0}{226.5, 233, 0})
22.85,51,({226.5, 233.5, 0}{222.5, 211, 0})
31.8,39,({226.5, 233.5, 0}{235.5, 203, 0})
35.17,34,({226.5, 233.5, 0}{260.5, 224.5, 0})
41.19,37,({226.5, 233.5, 0}{267, 241, 0})
0.5,58,({222, 153.5, 0}{222, 153, 0})
4.61,54,({222, 153.5, 0}{225, 150, 0})
31.91,36,({222, 153.5, 0}{248, 172, 0})
32.61,35,({222, 153.5, 0}{248.5, 172.5, 0})
39.39,29,({222, 153.5, 0}{255, 175, 0})
0.5,57,({222, 153, 0}{222, 153.5, 0})
4.24,54,({222, 153, 0}{225, 150, 0})
32.2,36,({222, 153, 0}{248, 172, 0})
32.9,35,({222, 153, 0}{248.5, 172.5, 0})
39.66,29,({222, 153, 0}{255, 175, 0})
45.45,41,({396.5, 181, 0}{367.5, 146, 0})
46.75,40,({396.5, 181, 0}{365.5, 146, 0})
50.76,43,({396.5, 181, 0}{374, 226.5, 0})
58.38,42,({396.5, 181, 0}{369, 232.5, 0})
64.52,11,({396.5, 181, 0}{335, 200.5, 0})
22.77,1,({311.5, 177, 0}{319, 198.5, 0})
23.71,8,({311.5, 177, 0}{333, 187, 0})
23.72,2,({311.5, 177, 0}{319, 199.5, 0})
24.01,9,({311.5, 177, 0}{312, 153, 0})
33.38,5,({311.5, 177, 0}{279.5, 167.5, 0})
1,2,({319, 198.5, 0}{319, 199.5, 0})
18.12,8,({319, 198.5, 0}{333, 187, 0})
22.77,12,({319, 198.5, 0}{340.5, 206, 0})
22.77,0,({319, 198.5, 0}{311.5, 177, 0})
23.02,3,({319, 198.5, 0}{300, 211.5, 0})
1,1,({319, 199.5, 0}{319, 198.5, 0})
18.77,8,({319, 199.5, 0}{333, 187, 0})
22.46,12,({319, 199.5, 0}{340.5, 206, 0})
22.47,3,({319, 199.5, 0}{300, 211.5, 0})
23.72,0,({319, 199.5, 0}{311.5, 177, 0})
1.58,4,({300, 211.5, 0}{298.5, 212, 0})
22.47,2,({300, 211.5, 0}{319, 199.5, 0})
23.02,1,({300, 211.5, 0}{319, 198.5, 0})
26.86,7,({300, 211.5, 0}{275.5, 200.5, 0})
36.37,0,({300, 211.5, 0}{311.5, 177, 0})
1.58,3,({298.5, 212, 0}{300, 211.5, 0})
24.01,2,({298.5, 212, 0}{319, 199.5, 0})
24.55,1,({298.5, 212, 0}{319, 198.5, 0})
25.71,7,({298.5, 212, 0}{275.5, 200.5, 0})
37.34,0,({298.5, 212, 0}{311.5, 177, 0})
0.5,6,({279.5, 167.5, 0}{279, 167.5, 0})
20.72,13,({279.5, 167.5, 0}{282.5, 147, 0})
20.88,14,({279.5, 167.5, 0}{259.5, 173.5, 0})
23.35,15,({279.5, 167.5, 0}{256.5, 163.5, 0})
27.8,18,({279.5, 167.5, 0}{262.5, 145.5, 0})
0.5,5,({279, 167.5, 0}{279.5, 167.5, 0})
20.4,14,({279, 167.5, 0}{259.5, 173.5, 0})
20.8,13,({279, 167.5, 0}{282.5, 147, 0})
22.85,15,({279, 167.5, 0}{256.5, 163.5, 0})
27.5,18,({279, 167.5, 0}{262.5, 145.5, 0})
25.71,4,({275.5, 200.5, 0}{298.5, 212, 0})
26.86,3,({275.5, 200.5, 0}{300, 211.5, 0})
31.38,14,({275.5, 200.5, 0}{259.5, 173.5, 0})
33.19,6,({275.5, 200.5, 0}{279, 167.5, 0})
33.24,5,({275.5, 200.5, 0}{279.5, 167.5, 0})
18.12,1,({333, 187, 0}{319, 198.5, 0})
18.77,2,({333, 187, 0}{319, 199.5, 0})
20.43,12,({333, 187, 0}{340.5, 206, 0})
23.71,0,({333, 187, 0}{311.5, 177, 0})
39.96,9,({333, 187, 0}{312, 153, 0})
14.53,10,({312, 153, 0}{301, 143.5, 0})
14.92,11,({312, 153, 0}{300.5, 143.5, 0})
24.01,0,({312, 153, 0}{311.5, 177, 0})
28.99,16,({312, 153, 0}{287.5, 137.5, 0})
29.15,23,({312, 153, 0}{323, 126, 0})
0.5,11,({301, 143.5, 0}{300.5, 143.5, 0})
14.53,9,({301, 143.5, 0}{312, 153, 0})
14.77,16,({301, 143.5, 0}{287.5, 137.5, 0})
18.83,13,({301, 143.5, 0}{282.5, 147, 0})
21.98,17,({301, 143.5, 0}{280, 137, 0})
0.5,10,({300.5, 143.5, 0}{301, 143.5, 0})
14.32,16,({300.5, 143.5, 0}{287.5, 137.5, 0})
14.92,9,({300.5, 143.5, 0}{312, 153, 0})
18.34,13,({300.5, 143.5, 0}{282.5, 147, 0})
21.51,17,({300.5, 143.5, 0}{280, 137, 0})
20.43,8,({340.5, 206, 0}{333, 187, 0})
22.46,2,({340.5, 206, 0}{319, 199.5, 0})
22.77,1,({340.5, 206, 0}{319, 198.5, 0})
37.9,31,({340.5, 206, 0}{373, 225.5, 0})
40.87,3,({340.5, 206, 0}{300, 211.5, 0})
10.31,17,({282.5, 147, 0}{280, 137, 0})
