Minor_dist,Minor_link,Minor_points
57.72,6,({281.5, 213, 0}{337.5, 227, 0})
63.38,2,({281.5, 213, 0}{336.5, 181.5, 0})
0,0,({281.5, 213, 0}{281.5, 213, 0})
42.26,5,({281.5, 213, 0}{263, 175, 0})
56.68,3,({281.5, 213, 0}{337, 201.5, 0})
57.72,6,({281.5, 213, 0}{337.5, 227, 0})
63.38,2,({281.5, 213, 0}{336.5, 181.5, 0})
20.01,3,({336.5, 181.5, 0}{337, 201.5, 0})
41.62,4,({336.5, 181.5, 0}{310.5, 149, 0})
41.82,8,({336.5, 181.5, 0}{355, 219, 0})
41.89,7,({336.5, 181.5, 0}{353, 220, 0})
45.51,6,({336.5, 181.5, 0}{337.5, 227, 0})
20.01,2,({337, 201.5, 0}{336.5, 181.5, 0})
24.46,7,({337, 201.5, 0}{353, 220, 0})
25.1,8,({337, 201.5, 0}{355, 219, 0})
25.5,6,({337, 201.5, 0}{337.5, 227, 0})
56.68,1,({337, 201.5, 0}{281.5, 213, 0})
41.62,2,({310.5, 149, 0}{336.5, 181.5, 0})
54.15,5,({310.5, 149, 0}{263, 175, 0})
54.34,9,({310.5, 149, 0}{257, 139.5, 0})
58.81,3,({310.5, 149, 0}{337, 201.5, 0})
62.84,17,({310.5, 149, 0}{346.5, 97.5, 0})
36,9,({263, 175, 0}{257, 139.5, 0})
42.26,1,({263, 175, 0}{281.5, 213, 0})
42.26,0,({263, 175, 0}{281.5, 213, 0})
44.12,10,({263, 175, 0}{227, 149.5, 0})
54.15,4,({263, 175, 0}{310.5, 149, 0})
17.01,7,({337.5, 227, 0}{353, 220, 0})
19.24,8,({337.5, 227, 0}{355, 219, 0})
25.5,3,({337.5, 227, 0}{337, 201.5, 0})
45.51,2,({337.5, 227, 0}{336.5, 181.5, 0})
57.72,1,({337.5, 227, 0}{281.5, 213, 0})
2.24,8,({353, 220, 0}{355, 219, 0})
17.01,6,({353, 220, 0}{337.5, 227, 0})
24.46,3,({353, 220, 0}{337, 201.5, 0})
41.89,2,({353, 220, 0}{336.5, 181.5, 0})
71.84,1,({353, 220, 0}{281.5, 213, 0})
2.24,7,({355, 219, 0}{353, 220, 0})
19.24,6,({355, 219, 0}{337.5, 227, 0})
25.1,3,({355, 219, 0}{337, 201.5, 0})
41.82,2,({355, 219, 0}{336.5, 181.5, 0})
73.74,1,({355, 219, 0}{281.5, 213, 0})
31.62,10,({257, 139.5, 0}{227, 149.5, 0})
32.14,14,({257, 139.5, 0}{254, 107.5, 0})
33.63,15,({257, 139.5, 0}{250.5, 106.5, 0})
35.2,16,({257, 139.5, 0}{250, 105, 0})
36,5,({257, 139.5, 0}{263, 175, 0})
31.62,9,({227, 149.5, 0}{257, 139.5, 0})
44.12,5,({227, 149.5, 0}{263, 175, 0})
47.36,20,({227, 149.5, 0}{236, 103, 0})
49,15,({227, 149.5, 0}{250.5, 106.5, 0})
49.93,14,({227, 149.5, 0}{254, 107.5, 0})
1.12,12,({213.5, 207, 0}{213, 208, 0})
58.94,5,({213.5, 207, 0}{263, 175, 0})
59.06,10,({213.5, 207, 0}{227, 149.5, 0})
68.26,1,({213.5, 207, 0}{281.5, 213, 0})
68.26,0,({213.5, 207, 0}{281.5, 213, 0})
1.12,11,({213, 208, 0}{213.5, 207, 0})
59.91,5,({213, 208, 0}{263, 175, 0})
60.15,10,({213, 208, 0}{227, 149.5, 0})
68.68,1,({213, 208, 0}{281.5, 213, 0})
68.68,0,({213, 208, 0}{281.5, 213, 0})
47.25,17,({376.5, 134, 0}{346.5, 97.5, 0})
62.1,2,({376.5, 134, 0}{336.5, 181.5, 0})
67.68,4,({376.5, 134, 0}{310.5, 149, 0})
78.21,3,({376.5, 134, 0}{337, 201.5, 0})
87.01,18,({376.5, 134, 0}{307.5, 81, 0})
3.64,15,({254, 107.5, 0}{250.5, 106.5, 0})
4.72,16,({254, 107.5, 0}{250, 105, 0})
18.55,20,({254, 107.5, 0}{236, 103, 0})
32.14,9,({254, 107.5, 0}{257, 139.5, 0})
49.93,10,({254, 107.5, 0}{227, 149.5, 0})
1.58,16,({250.5, 106.5, 0}{250, 105, 0})
3.64,14,({250.5, 106.5, 0}{254, 107.5, 0})
14.92,20,({250.5, 106.5, 0}{236, 103, 0})
33.63,9,({250.5, 106.5, 0}{257, 139.5, 0})
49,10,({250.5, 106.5, 0}{227, 149.5, 0})
1.58,15,({250, 105, 0}{250.5, 106.5, 0})
4.72,14,({250, 105, 0}{254, 107.5, 0})
14.14,20,({250, 105, 0}{236, 103, 0})
35.2,9,({250, 105, 0}{257, 139.5, 0})
50.09,10,({250, 105, 0}{227, 149.5, 0})
42.35,18,({346.5, 97.5, 0}{307.5, 81, 0})
47.17,19,({346.5, 97.5, 0}{302.5, 80.5, 0})
47.25,13,({346.5, 97.5, 0}{376.5, 134, 0})
62.84,4,({346.5, 97.5, 0}{310.5, 149, 0})
84.59,2,({346.5, 97.5, 0}{336.5, 181.5, 0})
5.02,19,({307.5, 81, 0}{302.5, 80.5, 0})
42.35,17,({307.5, 81, 0}{346.5, 97.5, 0})
59.7,14,({307.5, 81, 0}{254, 107.5, 0})
62.31,16,({307.5, 81, 0}{250, 105, 0})
62.44,15,({307.5, 81, 0}{250.5, 106.5, 0})
5.02,18,({302.5, 80.5, 0}{307.5, 81, 0})
47.17,17,({302.5, 80.5, 0}{346.5, 97.5, 0})
55.51,14,({302.5, 80.5, 0}{254, 107.5, 0})
57.94,16,({302.5, 80.5, 0}{250, 105, 0})
58.14,15,({302.5, 80.5, 0}{250.5, 106.5, 0})
14.14,16,({236, 103, 0}{250, 105, 0})
14.92,15,({236, 103, 0}{250.5, 106.5, 0})
18.55,14,({236, 103, 0}{254, 107.5, 0})
42.11,9,({236, 103, 0}{257, 139.5, 0})
47.36,10,({236, 103, 0}{227, 149.5, 0})
28.3,5,({331, 205, 0}{355, 220, 0})
29.54,7,({331, 205, 0}{355.5, 221.5, 0})
57.87,1,({331, 205, 0}{274.5, 192.5, 0})
58.64,14,({331, 205, 0}{384.5, 181, 0})
59.52,6,({331, 205, 0}{275.5, 226.5, 0})
14.87,8,({274.5, 192.5, 0}{260.5, 197.5, 0})
21.26,9,({274.5, 192.5, 0}{260.5, 176.5, 0})
26.35,10,({274.5, 192.5, 0}{252.5, 178, 0})
27.06,12,({274.5, 192.5, 0}{250, 181, 0})
27.95,3,({274.5, 192.5, 0}{279.5, 165, 0})
2.69,3,({282, 164, 0}{279.5, 165, 0})
5.02,4,({282, 164, 0}{282.5, 159, 0})
23.65,11,({282, 164, 0}{259, 158.5, 0})
24.14,13,({282, 164, 0}{258.5, 158.5, 0})
24.87,9,({282, 164, 0}{260.5, 176.5, 0})
2.69,2,({279.5, 165, 0}{282, 164, 0})
6.71,4,({279.5, 165, 0}{282.5, 159, 0})
21.51,11,({279.5, 165, 0}{259, 158.5, 0})
21.98,13,({279.5, 165, 0}{258.5, 158.5, 0})
22.21,9,({279.5, 165, 0}{260.5, 176.5, 0})
5.02,2,({282.5, 159, 0}{282, 164, 0})
6.71,3,({282.5, 159, 0}{279.5, 165, 0})
23.51,11,({282.5, 159, 0}{259, 158.5, 0})
24.01,13,({282.5, 159, 0}{258.5, 158.5, 0})
28.11,9,({282.5, 159, 0}{260.5, 176.5, 0})
1.58,7,({355, 220, 0}{355.5, 221.5, 0})
28.3,0,({355, 220, 0}{331, 205, 0})
48.9,14,({355, 220, 0}{384.5, 181, 0})
79.77,6,({355, 220, 0}{275.5, 226.5, 0})
85.07,1,({355, 220, 0}{274.5, 192.5, 0})
32.19,15,({275.5, 226.5, 0}{243.5, 230, 0})
32.65,8,({275.5, 226.5, 0}{260.5, 197.5, 0})
34.01,1,({275.5, 226.5, 0}{274.5, 192.5, 0})
52.16,12,({275.5, 226.5, 0}{250, 181, 0})
52.2,9,({275.5, 226.5, 0}{260.5, 176.5, 0})
1.58,5,({355.5, 221.5, 0}{355, 220, 0})
29.54,0,({355.5, 221.5, 0}{331, 205, 0})
49.81,14,({355.5, 221.5, 0}{384.5, 181, 0})
80.16,6,({355.5, 221.5, 0}{275.5, 226.5, 0})
86.03,1,({355.5, 221.5, 0}{274.5, 192.5, 0})
14.87,1,({260.5, 197.5, 0}{274.5, 192.5, 0})
19.56,12,({260.5, 197.5, 0}{250, 181, 0})
21,9,({260.5, 197.5, 0}{260.5, 176.5, 0})
21.08,10,({260.5, 197.5, 0}{252.5, 178, 0})
32.65,16,({260.5, 197.5, 0}{231.5, 182.5, 0})
8.14,10,({260.5, 176.5, 0}{252.5, 178, 0})
11.42,12,({260.5, 176.5, 0}{250, 181, 0})
18.06,11,({260.5, 176.5, 0}{259, 158.5, 0})
18.11,13,({260.5, 176.5, 0}{258.5, 158.5, 0})
21,8,({260.5, 176.5, 0}{260.5, 197.5, 0})
3.91,12,({252.5, 178, 0}{250, 181, 0})
8.14,9,({252.5, 178, 0}{260.5, 176.5, 0})
20.4,13,({252.5, 178, 0}{258.5, 158.5, 0})
20.55,11,({252.5, 178, 0}{259, 158.5, 0})
21.08,8,({252.5, 178, 0}{260.5, 197.5, 0})
0.5,13,({259, 158.5, 0}{258.5, 158.5, 0})
18.06,9,({259, 158.5, 0}{260.5, 176.5, 0})
20.55,10,({259, 158.5, 0}{252.5, 178, 0})
21.51,3,({259, 158.5, 0}{279.5, 165, 0})
23.51,4,({259, 158.5, 0}{282.5, 159, 0})
3.91,10,({250, 181, 0}{252.5, 178, 0})
11.42,9,({250, 181, 0}{260.5, 176.5, 0})
18.56,16,({250, 181, 0}{231.5, 182.5, 0})
19.56,8,({250, 181, 0}{260.5, 197.5, 0})
24.05,13,({250, 181, 0}{258.5, 158.5, 0})
0.5,11,({258.5, 158.5, 0}{259, 158.5, 0})
18.11,9,({258.5, 158.5, 0}{260.5, 176.5, 0})
20.4,10,({258.5, 158.5, 0}{252.5, 178, 0})
21.98,3,({258.5, 158.5, 0}{279.5, 165, 0})
24.01,4,({258.5, 158.5, 0}{282.5, 159, 0})
48.9,5,({384.5, 181, 0}{355, 220, 0})
49.81,7,({384.5, 181, 0}{355.5, 221.5, 0})
58.64,0,({384.5, 181, 0}{331, 205, 0})
103.9,2,({384.5, 181, 0}{282, 164, 0})
104.35,4,({384.5, 181, 0}{282.5, 159, 0})
32.19,6,({243.5, 230, 0}{275.5, 226.5, 0})
36.68,8,({243.5, 230, 0}{260.5, 197.5, 0})
48.65,1,({243.5, 230, 0}{274.5, 192.5, 0})
48.99,16,({243.5, 230, 0}{231.5, 182.5, 0})
49.43,12,({243.5, 230, 0}{250, 181, 0})
18.56,12,({231.5, 182.5, 0}{250, 181, 0})
21.48,10,({231.5, 182.5, 0}{252.5, 178, 0})
29.61,9,({231.5, 182.5, 0}{260.5, 176.5, 0})
32.65,8,({231.5, 182.5, 0}{260.5, 197.5, 0})
36.12,13,({231.5, 182.5, 0}{258.5, 158.5, 0})
15.21,1,({333.5, 194.5, 0}{322.5, 205, 0})
31.85,4,({333.5, 194.5, 0}{355, 218, 0})
31.89,5,({333.5, 194.5, 0}{354.5, 218.5, 0})
43.6,2,({333.5, 194.5, 0}{298.5, 168.5, 0})
60.1,3,({333.5, 194.5, 0}{285, 159, 0})
15.21,0,({322.5, 205, 0}{333.5, 194.5, 0})
34.73,5,({322.5, 205, 0}{354.5, 218.5, 0})
35,4,({322.5, 205, 0}{355, 218, 0})
43.68,2,({322.5, 205, 0}{298.5, 168.5, 0})
59.35,3,({322.5, 205, 0}{285, 159, 0})
16.51,3,({298.5, 168.5, 0}{285, 159, 0})
35.6,6,({298.5, 168.5, 0}{263.5, 162, 0})
36.75,8,({298.5, 168.5, 0}{263, 159, 0})
43.6,0,({298.5, 168.5, 0}{333.5, 194.5, 0})
43.68,1,({298.5, 168.5, 0}{322.5, 205, 0})
16.51,2,({285, 159, 0}{298.5, 168.5, 0})
21.71,6,({285, 159, 0}{263.5, 162, 0})
22,8,({285, 159, 0}{263, 159, 0})
42.06,11,({285, 159, 0}{245, 172, 0})
43.5,9,({285, 159, 0}{255, 190.5, 0})
0.71,5,({355, 218, 0}{354.5, 218.5, 0})
31.85,0,({355, 218, 0}{333.5, 194.5, 0})
35,1,({355, 218, 0}{322.5, 205, 0})
36.7,12,({355, 218, 0}{370, 251.5, 0})
40.5,14,({355, 218, 0}{369, 256, 0})
0.71,4,({354.5, 218.5, 0}{355, 218, 0})
31.89,0,({354.5, 218.5, 0}{333.5, 194.5, 0})
34.73,1,({354.5, 218.5, 0}{322.5, 205, 0})
36.46,12,({354.5, 218.5, 0}{370, 251.5, 0})
40.21,14,({354.5, 218.5, 0}{369, 256, 0})
3.04,8,({263.5, 162, 0}{263, 159, 0})
21.03,11,({263.5, 162, 0}{245, 172, 0})
21.71,3,({263.5, 162, 0}{285, 159, 0})
29.74,9,({263.5, 162, 0}{255, 190.5, 0})
32.33,13,({263.5, 162, 0}{236, 179, 0})
13,10,({374.5, 146.5, 0}{387.5, 146.5, 0})
49.4,19,({374.5, 146.5, 0}{416.5, 172.5, 0})
49.82,20,({374.5, 146.5, 0}{417, 172.5, 0})
63.13,0,({374.5, 146.5, 0}{333.5, 194.5, 0})
74.11,4,({374.5, 146.5, 0}{355, 218, 0})
3.04,6,({263, 159, 0}{263.5, 162, 0})
22,3,({263, 159, 0}{285, 159, 0})
22.2,11,({263, 159, 0}{245, 172, 0})
32.5,9,({263, 159, 0}{255, 190.5, 0})
33.6,13,({263, 159, 0}{236, 179, 0})
21.03,11,({255, 190.5, 0}{245, 172, 0})
22.21,13,({255, 190.5, 0}{236, 179, 0})
27.54,16,({255, 190.5, 0}{228.5, 183, 0})
28.16,17,({255, 190.5, 0}{228, 182.5, 0})
29.74,6,({255, 190.5, 0}{263.5, 162, 0})
13,7,({387.5, 146.5, 0}{374.5, 146.5, 0})
38.95,19,({387.5, 146.5, 0}{416.5, 172.5, 0})
39.32,20,({387.5, 146.5, 0}{417, 172.5, 0})
72.25,0,({387.5, 146.5, 0}{333.5, 194.5, 0})
78.54,4,({387.5, 146.5, 0}{355, 218, 0})
11.4,13,({245, 172, 0}{236, 179, 0})
19.83,16,({245, 172, 0}{228.5, 183, 0})
19.98,17,({245, 172, 0}{228, 182.5, 0})
21.03,9,({245, 172, 0}{255, 190.5, 0})
21.03,6,({245, 172, 0}{263.5, 162, 0})
4.61,14,({370, 251.5, 0}{369, 256, 0})
36.46,5,({370, 251.5, 0}{354.5, 218.5, 0})
36.7,4,({370, 251.5, 0}{355, 218, 0})
66.47,1,({370, 251.5, 0}{322.5, 205, 0})
67.68,0,({370, 251.5, 0}{333.5, 194.5, 0})
8.5,16,({236, 179, 0}{228.5, 183, 0})
8.73,17,({236, 179, 0}{228, 182.5, 0})
11.4,11,({236, 179, 0}{245, 172, 0})
22.21,9,({236, 179, 0}{255, 190.5, 0})
32.33,6,({236, 179, 0}{263.5, 162, 0})
4.61,12,({369, 256, 0}{370, 251.5, 0})
40.21,5,({369, 256, 0}{354.5, 218.5, 0})
40.5,4,({369, 256, 0}{355, 218, 0})
69.02,1,({369, 256, 0}{322.5, 205, 0})
71.01,0,({369, 256, 0}{333.5, 194.5, 0})
30.84,18,({306, 88.5, 0}{276.5, 97.5, 0})
73.56,3,({306, 88.5, 0}{285, 159, 0})
80.35,2,({306, 88.5, 0}{298.5, 168.5, 0})
82.58,8,({306, 88.5, 0}{263, 159, 0})
84.9,6,({306, 88.5, 0}{263.5, 162, 0})
0.71,17,({228.5, 183, 0}{228, 182.5, 0})
8.5,13,({228.5, 183, 0}{236, 179, 0})
19.83,11,({228.5, 183, 0}{245, 172, 0})
27.54,9,({228.5, 183, 0}{255, 190.5, 0})
40.82,6,({228.5, 183, 0}{263.5, 162, 0})
0.71,16,({228, 182.5, 0}{228.5, 183, 0})
8.73,13,({228, 182.5, 0}{236, 179, 0})
19.98,11,({228, 182.5, 0}{245, 172, 0})
28.16,9,({228, 182.5, 0}{255, 190.5, 0})
40.99,6,({228, 182.5, 0}{263.5, 162, 0})
30.84,15,({276.5, 97.5, 0}{306, 88.5, 0})
62.08,3,({276.5, 97.5, 0}{285, 159, 0})
62.96,8,({276.5, 97.5, 0}{263, 159, 0})
65.8,6,({276.5, 97.5, 0}{263.5, 162, 0})
74.33,2,({276.5, 97.5, 0}{298.5, 168.5, 0})
0.5,20,({416.5, 172.5, 0}{417, 172.5, 0})
38.95,10,({416.5, 172.5, 0}{387.5, 146.5, 0})
49.4,7,({416.5, 172.5, 0}{374.5, 146.5, 0})
76.5,4,({416.5, 172.5, 0}{355, 218, 0})
77.2,5,({416.5, 172.5, 0}{354.5, 218.5, 0})
0.5,19,({417, 172.5, 0}{416.5, 172.5, 0})
39.32,10,({417, 172.5, 0}{387.5, 146.5, 0})
49.82,7,({417, 172.5, 0}{374.5, 146.5, 0})
76.9,4,({417, 172.5, 0}{355, 218, 0})
77.6,5,({417, 172.5, 0}{354.5, 218.5, 0})
38.89,4,({284.5, 202.5, 0}{279, 164, 0})
41.05,8,({284.5, 202.5, 0}{250.5, 225.5, 0})
41.33,9,({284.5, 202.5, 0}{250.5, 226, 0})
46,3,({284.5, 202.5, 0}{330.5, 203, 0})
46.51,2,({284.5, 202.5, 0}{331, 201.5, 0})
30.22,5,({325.5, 171.5, 0}{334, 200.5, 0})
30.5,2,({325.5, 171.5, 0}{331, 201.5, 0})
31.89,3,({325.5, 171.5, 0}{330.5, 203, 0})
47.1,4,({325.5, 171.5, 0}{279, 164, 0})
48.97,7,({325.5, 171.5, 0}{288, 140, 0})
1.58,3,({331, 201.5, 0}{330.5, 203, 0})
3.16,5,({331, 201.5, 0}{334, 200.5, 0})
28.57,6,({331, 201.5, 0}{333, 230, 0})
30.5,1,({331, 201.5, 0}{325.5, 171.5, 0})
30.54,10,({331, 201.5, 0}{354.5, 221, 0})
1.58,2,({330.5, 203, 0}{331, 201.5, 0})
4.3,5,({330.5, 203, 0}{334, 200.5, 0})
27.12,6,({330.5, 203, 0}{333, 230, 0})
30,10,({330.5, 203, 0}{354.5, 221, 0})
31.89,1,({330.5, 203, 0}{325.5, 171.5, 0})
25.63,7,({279, 164, 0}{288, 140, 0})
37.53,11,({279, 164, 0}{241.5, 165.5, 0})
38.89,0,({279, 164, 0}{284.5, 202.5, 0})
39.56,13,({279, 164, 0}{241, 153, 0})
47.1,1,({279, 164, 0}{325.5, 171.5, 0})
3.16,2,({334, 200.5, 0}{331, 201.5, 0})
4.3,3,({334, 200.5, 0}{330.5, 203, 0})
28.99,10,({334, 200.5, 0}{354.5, 221, 0})
29.52,6,({334, 200.5, 0}{333, 230, 0})
30.22,1,({334, 200.5, 0}{325.5, 171.5, 0})
23.31,10,({333, 230, 0}{354.5, 221, 0})
27.12,3,({333, 230, 0}{330.5, 203, 0})
28.57,2,({333, 230, 0}{331, 201.5, 0})
29.52,5,({333, 230, 0}{334, 200.5, 0})
49.62,20,({333, 230, 0}{381.5, 240.5, 0})
25.63,4,({288, 140, 0}{279, 164, 0})
32.13,14,({288, 140, 0}{299.5, 110, 0})
44.34,21,({288, 140, 0}{266, 101.5, 0})
48.76,13,({288, 140, 0}{241, 153, 0})
48.97,1,({288, 140, 0}{325.5, 171.5, 0})
0.5,9,({250.5, 225.5, 0}{250.5, 226, 0})
20.55,12,({250.5, 225.5, 0}{235, 212, 0})
41.05,0,({250.5, 225.5, 0}{284.5, 202.5, 0})
44.13,18,({250.5, 225.5, 0}{209, 210.5, 0})
54.2,15,({250.5, 225.5, 0}{217.5, 182.5, 0})
0.5,8,({250.5, 226, 0}{250.5, 225.5, 0})
20.89,12,({250.5, 226, 0}{235, 212, 0})
41.33,0,({250.5, 226, 0}{284.5, 202.5, 0})
44.3,18,({250.5, 226, 0}{209, 210.5, 0})
54.6,15,({250.5, 226, 0}{217.5, 182.5, 0})
23.31,6,({354.5, 221, 0}{333, 230, 0})
28.99,5,({354.5, 221, 0}{334, 200.5, 0})
30,3,({354.5, 221, 0}{330.5, 203, 0})
30.54,2,({354.5, 221, 0}{331, 201.5, 0})
33.31,20,({354.5, 221, 0}{381.5, 240.5, 0})
12.51,13,({241.5, 165.5, 0}{241, 153, 0})
29.41,15,({241.5, 165.5, 0}{217.5, 182.5, 0})
37.53,4,({241.5, 165.5, 0}{279, 164, 0})
45.68,19,({241.5, 165.5, 0}{237.5, 120, 0})
46.95,12,({241.5, 165.5, 0}{235, 212, 0})
20.55,8,({235, 212, 0}{250.5, 225.5, 0})
20.89,9,({235, 212, 0}{250.5, 226, 0})
26.04,18,({235, 212, 0}{209, 210.5, 0})
34.3,15,({235, 212, 0}{217.5, 182.5, 0})
46.95,11,({235, 212, 0}{241.5, 165.5, 0})
12.51,11,({241, 153, 0}{241.5, 165.5, 0})
33.19,19,({241, 153, 0}{237.5, 120, 0})
37.72,15,({241, 153, 0}{217.5, 182.5, 0})
39.56,4,({241, 153, 0}{279, 164, 0})
48.76,7,({241, 153, 0}{288, 140, 0})
32.13,7,({299.5, 110, 0}{288, 140, 0})
34.56,21,({299.5, 110, 0}{266, 101.5, 0})
50.8,24,({299.5, 110, 0}{349.5, 101, 0})
57.76,4,({299.5, 110, 0}{279, 164, 0})
62.8,19,({299.5, 110, 0}{237.5, 120, 0})
29.26,18,({217.5, 182.5, 0}{209, 210.5, 0})
29.41,11,({217.5, 182.5, 0}{241.5, 165.5, 0})
34.3,12,({217.5, 182.5, 0}{235, 212, 0})
37.72,13,({217.5, 182.5, 0}{241, 153, 0})
54.2,8,({217.5, 182.5, 0}{250.5, 225.5, 0})
2.12,17,({389, 185.5, 0}{390.5, 184, 0})
39.03,23,({389, 185.5, 0}{387.5, 146.5, 0})
39.03,22,({389, 185.5, 0}{387.5, 146.5, 0})
49.5,10,({389, 185.5, 0}{354.5, 221, 0})
55.51,20,({389, 185.5, 0}{381.5, 240.5, 0})
2.12,16,({390.5, 184, 0}{389, 185.5, 0})
37.62,23,({390.5, 184, 0}{387.5, 146.5, 0})
37.62,22,({390.5, 184, 0}{387.5, 146.5, 0})
51.62,10,({390.5, 184, 0}{354.5, 221, 0})
57.21,20,({390.5, 184, 0}{381.5, 240.5, 0})
26.04,12,({209, 210.5, 0}{235, 212, 0})
29.26,15,({209, 210.5, 0}{217.5, 182.5, 0})
44.13,8,({209, 210.5, 0}{250.5, 225.5, 0})
44.3,9,({209, 210.5, 0}{250.5, 226, 0})
55.51,11,({209, 210.5, 0}{241.5, 165.5, 0})
33.19,13,({237.5, 120, 0}{241, 153, 0})
33.98,21,({237.5, 120, 0}{266, 101.5, 0})
45.68,11,({237.5, 120, 0}{241.5, 165.5, 0})
54.32,7,({237.5, 120, 0}{288, 140, 0})
60.48,4,({237.5, 120, 0}{279, 164, 0})
16.5,25,({381.5, 240.5, 0}{381.5, 257, 0})
33.31,10,({381.5, 240.5, 0}{354.5, 221, 0})
49.62,6,({381.5, 240.5, 0}{333, 230, 0})
55.51,16,({381.5, 240.5, 0}{389, 185.5, 0})
57.21,17,({381.5, 240.5, 0}{390.5, 184, 0})
33.98,19,({266, 101.5, 0}{237.5, 120, 0})
34.56,14,({266, 101.5, 0}{299.5, 110, 0})
44.34,7,({266, 101.5, 0}{288, 140, 0})
57.25,13,({266, 101.5, 0}{241, 153, 0})
63.84,4,({266, 101.5, 0}{279, 164, 0})
0,23,({387.5, 146.5, 0}{387.5, 146.5, 0})
37.62,17,({387.5, 146.5, 0}{390.5, 184, 0})
39.03,16,({387.5, 146.5, 0}{389, 185.5, 0})
59.28,24,({387.5, 146.5, 0}{349.5, 101, 0})
66.85,1,({387.5, 146.5, 0}{325.5, 171.5, 0})
0,22,({387.5, 146.5, 0}{387.5, 146.5, 0})
37.62,17,({387.5, 146.5, 0}{390.5, 184, 0})
39.03,16,({387.5, 146.5, 0}{389, 185.5, 0})
59.28,24,({387.5, 146.5, 0}{349.5, 101, 0})
66.85,1,({387.5, 146.5, 0}{325.5, 171.5, 0})
50.8,14,({349.5, 101, 0}{299.5, 110, 0})
59.28,23,({349.5, 101, 0}{387.5, 146.5, 0})
59.28,22,({349.5, 101, 0}{387.5, 146.5, 0})
72.82,7,({349.5, 101, 0}{288, 140, 0})
74.47,1,({349.5, 101, 0}{325.5, 171.5, 0})
16.5,20,({381.5, 257, 0}{381.5, 240.5, 0})
45,10,({381.5, 257, 0}{354.5, 221, 0})
55.51,6,({381.5, 257, 0}{333, 230, 0})
71.89,16,({381.5, 257, 0}{389, 185.5, 0})
73.55,17,({381.5, 257, 0}{390.5, 184, 0})
78.09,6,({295.5, 298.5, 0}{333, 230, 0})
85.33,9,({295.5, 298.5, 0}{250.5, 226, 0})
85.76,8,({295.5, 298.5, 0}{250.5, 225.5, 0})
95.49,25,({295.5, 298.5, 0}{381.5, 257, 0})
96.63,0,({295.5, 298.5, 0}{284.5, 202.5, 0})
19.24,1,({318.5, 171.5, 0}{301, 163.5, 0})
39.12,2,({318.5, 171.5, 0}{294, 202, 0})
54.87,3,({318.5, 171.5, 0}{266.5, 189, 0})
59.48,7,({318.5, 171.5, 0}{291.5, 118.5, 0})
59.9,5,({318.5, 171.5, 0}{355, 219, 0})
19.24,0,({301, 163.5, 0}{318.5, 171.5, 0})
39.13,2,({301, 163.5, 0}{294, 202, 0})
42.9,3,({301, 163.5, 0}{266.5, 189, 0})
45.99,7,({301, 163.5, 0}{291.5, 118.5, 0})
69.51,11,({301, 163.5, 0}{234, 182, 0})
30.42,3,({294, 202, 0}{266.5, 189, 0})
39.12,0,({294, 202, 0}{318.5, 171.5, 0})
39.13,1,({294, 202, 0}{301, 163.5, 0})
51.73,4,({294, 202, 0}{337.5, 230, 0})
54.78,12,({294, 202, 0}{239.5, 207.5, 0})
30.42,2,({266.5, 189, 0}{294, 202, 0})
32.73,12,({266.5, 189, 0}{239.5, 207.5, 0})
33.25,11,({266.5, 189, 0}{234, 182, 0})
39.65,14,({266.5, 189, 0}{227, 192.5, 0})
40.31,15,({266.5, 189, 0}{226.5, 194, 0})
20.35,6,({337.5, 230, 0}{355.5, 220.5, 0})
20.67,5,({337.5, 230, 0}{355, 219, 0})
41.01,13,({337.5, 230, 0}{378.5, 229, 0})
51.73,2,({337.5, 230, 0}{294, 202, 0})
61.51,0,({337.5, 230, 0}{318.5, 171.5, 0})
1.58,6,({355, 219, 0}{355.5, 220.5, 0})
20.67,4,({355, 219, 0}{337.5, 230, 0})
25.54,13,({355, 219, 0}{378.5, 229, 0})
47.73,8,({355, 219, 0}{389, 185.5, 0})
49.85,9,({355, 219, 0}{390.5, 184, 0})
1.58,5,({355.5, 220.5, 0}{355, 219, 0})
20.35,4,({355.5, 220.5, 0}{337.5, 230, 0})
24.52,13,({355.5, 220.5, 0}{378.5, 229, 0})
48.45,8,({355.5, 220.5, 0}{389, 185.5, 0})
50.57,9,({355.5, 220.5, 0}{390.5, 184, 0})
45.99,1,({291.5, 118.5, 0}{301, 163.5, 0})
59.48,0,({291.5, 118.5, 0}{318.5, 171.5, 0})
72.47,16,({291.5, 118.5, 0}{226, 149.5, 0})
74.8,3,({291.5, 118.5, 0}{266.5, 189, 0})
83.54,2,({291.5, 118.5, 0}{294, 202, 0})
2.12,9,({389, 185.5, 0}{390.5, 184, 0})
30.42,17,({389, 185.5, 0}{416.5, 172.5, 0})
30.87,18,({389, 185.5, 0}{417, 172.5, 0})
39.03,10,({389, 185.5, 0}{387.5, 146.5, 0})
44.75,13,({389, 185.5, 0}{378.5, 229, 0})
2.12,8,({390.5, 184, 0}{389, 185.5, 0})
28.43,17,({390.5, 184, 0}{416.5, 172.5, 0})
28.89,18,({390.5, 184, 0}{417, 172.5, 0})
37.62,10,({390.5, 184, 0}{387.5, 146.5, 0})
46.57,13,({390.5, 184, 0}{378.5, 229, 0})
37.62,9,({387.5, 146.5, 0}{390.5, 184, 0})
