Major_dist,Major_link,Major_points
24.58,21,({195, 228.5, 0}{197, 253, 0})
2,11,({208, 239.5, 0}{206, 239.5, 0})
13.2,12,({208, 239.5, 0}{196, 234, 0})
17.03,7,({208, 239.5, 0}{195, 228.5, 0})
17.1,20,({208, 239.5, 0}{197.5, 253, 0})
17.41,21,({208, 239.5, 0}{197, 253, 0})
0,10,({236.5, 239, 0}{236.5, 239, 0})
4.72,13,({236.5, 239, 0}{234, 243, 0})
12.53,16,({236.5, 239, 0}{242.5, 250, 0})
17.2,3,({236.5, 239, 0}{222.5, 229, 0})
20.86,15,({236.5, 239, 0}{221.5, 253.5, 0})
0,9,({236.5, 239, 0}{236.5, 239, 0})
4.72,13,({236.5, 239, 0}{234, 243, 0})
12.53,16,({236.5, 239, 0}{242.5, 250, 0})
17.2,3,({236.5, 239, 0}{222.5, 229, 0})
20.86,15,({236.5, 239, 0}{221.5, 253.5, 0})
2,8,({206, 239.5, 0}{208, 239.5, 0})
11.41,12,({206, 239.5, 0}{196, 234, 0})
15.56,7,({206, 239.5, 0}{195, 228.5, 0})
15.95,20,({206, 239.5, 0}{197.5, 253, 0})
16.22,21,({206, 239.5, 0}{197, 253, 0})
5.59,7,({196, 234, 0}{195, 228.5, 0})
11.41,11,({196, 234, 0}{206, 239.5, 0})
13.2,8,({196, 234, 0}{208, 239.5, 0})
19.03,21,({196, 234, 0}{197, 253, 0})
19.06,20,({196, 234, 0}{197.5, 253, 0})
4.72,10,({234, 243, 0}{236.5, 239, 0})
4.72,9,({234, 243, 0}{236.5, 239, 0})
11.01,16,({234, 243, 0}{242.5, 250, 0})
16.32,15,({234, 243, 0}{221.5, 253.5, 0})
18.03,19,({234, 243, 0}{224, 258, 0})
16.69,17,({259, 201, 0}{261.5, 184.5, 0})
19.04,6,({259, 201, 0}{251.5, 218.5, 0})
20.86,29,({259, 201, 0}{273.5, 186, 0})
21.03,24,({259, 201, 0}{265.5, 181, 0})
34.82,42,({259, 201, 0}{287.5, 181, 0})
4.92,18,({221.5, 253.5, 0}{223.5, 258, 0})
5.15,19,({221.5, 253.5, 0}{224, 258, 0})
13.44,25,({221.5, 253.5, 0}{231, 263, 0})
15.81,28,({221.5, 253.5, 0}{230.5, 266.5, 0})
16.32,13,({221.5, 253.5, 0}{234, 243, 0})
11.01,13,({242.5, 250, 0}{234, 243, 0})
12.53,10,({242.5, 250, 0}{236.5, 239, 0})
12.53,9,({242.5, 250, 0}{236.5, 239, 0})
17.36,25,({242.5, 250, 0}{231, 263, 0})
18.67,23,({242.5, 250, 0}{260, 243.5, 0})
5.32,24,({261.5, 184.5, 0}{265.5, 181, 0})
12.09,29,({261.5, 184.5, 0}{273.5, 186, 0})
16.69,14,({261.5, 184.5, 0}{259, 201, 0})
18.79,32,({261.5, 184.5, 0}{269.5, 167.5, 0})
22.41,39,({261.5, 184.5, 0}{275.5, 167, 0})
0.5,19,({223.5, 258, 0}{224, 258, 0})
4.92,15,({223.5, 258, 0}{221.5, 253.5, 0})
9.01,25,({223.5, 258, 0}{231, 263, 0})
11.01,28,({223.5, 258, 0}{230.5, 266.5, 0})
18.31,13,({223.5, 258, 0}{234, 243, 0})
0.5,18,({224, 258, 0}{223.5, 258, 0})
5.15,15,({224, 258, 0}{221.5, 253.5, 0})
8.6,25,({224, 258, 0}{231, 263, 0})
10.7,28,({224, 258, 0}{230.5, 266.5, 0})
18.03,13,({224, 258, 0}{234, 243, 0})
0.5,21,({197.5, 253, 0}{197, 253, 0})
9.49,27,({197.5, 253, 0}{200.5, 262, 0})
12.81,26,({197.5, 253, 0}{205.5, 263, 0})
15.95,11,({197.5, 253, 0}{206, 239.5, 0})
17.1,8,({197.5, 253, 0}{208, 239.5, 0})
0.5,20,({197, 253, 0}{197.5, 253, 0})
9.66,27,({197, 253, 0}{200.5, 262, 0})
13.12,26,({197, 253, 0}{205.5, 263, 0})
16.22,11,({197, 253, 0}{206, 239.5, 0})
17.41,8,({197, 253, 0}{208, 239.5, 0})
3,23,({260, 240.5, 0}{260, 243.5, 0})
16.01,33,({260, 240.5, 0}{272.5, 250.5, 0})
19.04,37,({260, 240.5, 0}{276.5, 250, 0})
19.91,16,({260, 240.5, 0}{242.5, 250, 0})
23.55,10,({260, 240.5, 0}{236.5, 239, 0})
3,22,({260, 243.5, 0}{260, 240.5, 0})
14.33,33,({260, 243.5, 0}{272.5, 250.5, 0})
17.73,37,({260, 243.5, 0}{276.5, 250, 0})
18.67,16,({260, 243.5, 0}{242.5, 250, 0})
23.93,10,({260, 243.5, 0}{236.5, 239, 0})
5.32,17,({265.5, 181, 0}{261.5, 184.5, 0})
9.43,29,({265.5, 181, 0}{273.5, 186, 0})
14.08,32,({265.5, 181, 0}{269.5, 167.5, 0})
17.2,39,({265.5, 181, 0}{275.5, 167, 0})
18.2,36,({265.5, 181, 0}{270.5, 163.5, 0})
3.54,28,({231, 263, 0}{230.5, 266.5, 0})
8.6,19,({231, 263, 0}{224, 258, 0})
9.01,18,({231, 263, 0}{223.5, 258, 0})
11.67,35,({231, 263, 0}{233, 274.5, 0})
13.04,30,({231, 263, 0}{242, 270, 0})
5.1,27,({205.5, 263, 0}{200.5, 262, 0})
9.01,31,({205.5, 263, 0}{200.5, 270.5, 0})
12.81,20,({205.5, 263, 0}{197.5, 253, 0})
13.12,21,({205.5, 263, 0}{197, 253, 0})
18.61,15,({205.5, 263, 0}{221.5, 253.5, 0})
5.1,26,({200.5, 262, 0}{205.5, 263, 0})
8.5,31,({200.5, 262, 0}{200.5, 270.5, 0})
9.49,20,({200.5, 262, 0}{197.5, 253, 0})
9.66,21,({200.5, 262, 0}{197, 253, 0})
22.66,15,({200.5, 262, 0}{221.5, 253.5, 0})
3.54,25,({230.5, 266.5, 0}{231, 263, 0})
8.38,35,({230.5, 266.5, 0}{233, 274.5, 0})
10.7,19,({230.5, 266.5, 0}{224, 258, 0})
11.01,18,({230.5, 266.5, 0}{223.5, 258, 0})
12.02,30,({230.5, 266.5, 0}{242, 270, 0})
9.43,24,({273.5, 186, 0}{265.5, 181, 0})
12.09,17,({273.5, 186, 0}{261.5, 184.5, 0})
14.87,42,({273.5, 186, 0}{287.5, 181, 0})
18.93,32,({273.5, 186, 0}{269.5, 167.5, 0})
19.1,39,({273.5, 186, 0}{275.5, 167, 0})
6.95,40,({242, 270, 0}{245.5, 276, 0})
10.06,35,({242, 270, 0}{233, 274.5, 0})
12.02,28,({242, 270, 0}{230.5, 266.5, 0})
13.04,25,({242, 270, 0}{231, 263, 0})
20.01,16,({242, 270, 0}{242.5, 250, 0})
8.5,27,({200.5, 270.5, 0}{200.5, 262, 0})
9.01,26,({200.5, 270.5, 0}{205.5, 263, 0})
17.76,20,({200.5, 270.5, 0}{197.5, 253, 0})
17.85,21,({200.5, 270.5, 0}{197, 253, 0})
26.18,18,({200.5, 270.5, 0}{223.5, 258, 0})
4.12,36,({269.5, 167.5, 0}{270.5, 163.5, 0})
6.02,39,({269.5, 167.5, 0}{275.5, 167, 0})
14.08,24,({269.5, 167.5, 0}{265.5, 181, 0})
18.79,17,({269.5, 167.5, 0}{261.5, 184.5, 0})
18.93,29,({269.5, 167.5, 0}{273.5, 186, 0})
4.03,37,({272.5, 250.5, 0}{276.5, 250, 0})
14.33,23,({272.5, 250.5, 0}{260, 243.5, 0})
15.65,45,({272.5, 250.5, 0}{286.5, 243.5, 0})
16.01,22,({272.5, 250.5, 0}{260, 240.5, 0})
16.92,43,({272.5, 250.5, 0}{267, 266.5, 0})
18.45,36,({255, 153.5, 0}{270.5, 163.5, 0})
20.16,32,({255, 153.5, 0}{269.5, 167.5, 0})
24.55,39,({255, 153.5, 0}{275.5, 167, 0})
29.44,24,({255, 153.5, 0}{265.5, 181, 0})
31.67,17,({255, 153.5, 0}{261.5, 184.5, 0})
8.38,28,({233, 274.5, 0}{230.5, 266.5, 0})
10.06,30,({233, 274.5, 0}{242, 270, 0})
11.67,25,({233, 274.5, 0}{231, 263, 0})
12.59,40,({233, 274.5, 0}{245.5, 276, 0})
18.79,19,({233, 274.5, 0}{224, 258, 0})
4.12,32,({270.5, 163.5, 0}{269.5, 167.5, 0})
6.1,39,({270.5, 163.5, 0}{275.5, 167, 0})
18.2,24,({270.5, 163.5, 0}{265.5, 181, 0})
18.45,34,({270.5, 163.5, 0}{255, 153.5, 0})
22.7,29,({270.5, 163.5, 0}{273.5, 186, 0})
4.03,33,({276.5, 250, 0}{272.5, 250.5, 0})
11.93,45,({276.5, 250, 0}{286.5, 243.5, 0})
14.16,41,({276.5, 250, 0}{286, 239.5, 0})
17.73,23,({276.5, 250, 0}{260, 243.5, 0})
19.04,22,({276.5, 250, 0}{260, 240.5, 0})
24.86,44,({154.5, 226, 0}{148, 202, 0})
40.58,7,({154.5, 226, 0}{195, 228.5, 0})
42.26,12,({154.5, 226, 0}{196, 234, 0})
50.35,21,({154.5, 226, 0}{197, 253, 0})
50.77,20,({154.5, 226, 0}{197.5, 253, 0})
6.02,32,({275.5, 167, 0}{269.5, 167.5, 0})
6.1,36,({275.5, 167, 0}{270.5, 163.5, 0})
17.2,24,({275.5, 167, 0}{265.5, 181, 0})
18.44,42,({275.5, 167, 0}{287.5, 181, 0})
19.1,29,({275.5, 167, 0}{273.5, 186, 0})
6.95,30,({245.5, 276, 0}{242, 270, 0})
12.59,35,({245.5, 276, 0}{233, 274.5, 0})
17.76,28,({245.5, 276, 0}{230.5, 266.5, 0})
19.47,25,({245.5, 276, 0}{231, 263, 0})
23.51,43,({245.5, 276, 0}{267, 266.5, 0})
4.03,45,({286, 239.5, 0}{286.5, 243.5, 0})
14.16,37,({286, 239.5, 0}{276.5, 250, 0})
17.41,33,({286, 239.5, 0}{272.5, 250.5, 0})
26.02,22,({286, 239.5, 0}{260, 240.5, 0})
26.31,23,({286, 239.5, 0}{260, 243.5, 0})
14.87,29,({287.5, 181, 0}{273.5, 186, 0})
18.44,39,({287.5, 181, 0}{275.5, 167, 0})
22,24,({287.5, 181, 0}{265.5, 181, 0})
22.5,32,({287.5, 181, 0}{269.5, 167.5, 0})
24.4,36,({287.5, 181, 0}{270.5, 163.5, 0})
16.92,33,({267, 266.5, 0}{272.5, 250.5, 0})
19.04,37,({267, 266.5, 0}{276.5, 250, 0})
23.51,40,({267, 266.5, 0}{245.5, 276, 0})
24.04,23,({267, 266.5, 0}{260, 243.5, 0})
25.24,30,({267, 266.5, 0}{242, 270, 0})
24.86,38,({148, 202, 0}{154.5, 226, 0})
53.96,7,({148, 202, 0}{195, 228.5, 0})
57.69,12,({148, 202, 0}{196, 234, 0})
61.01,1,({148, 202, 0}{207.5, 215.5, 0})
69.07,11,({148, 202, 0}{206, 239.5, 0})
4.03,41,({286.5, 243.5, 0}{286, 239.5, 0})
11.93,37,({286.5, 243.5, 0}{276.5, 250, 0})
15.65,33,({286.5, 243.5, 0}{272.5, 250.5, 0})
26.5,23,({286.5, 243.5, 0}{260, 243.5, 0})
26.67,22,({286.5, 243.5, 0}{260, 240.5, 0})
19.5,6,({252, 225.5, 0}{259.5, 243.5, 0})
24.75,13,({252, 225.5, 0}{234.5, 243, 0})
24.75,12,({252, 225.5, 0}{234.5, 243, 0})
27.57,11,({252, 225.5, 0}{254, 253, 0})
29.02,15,({252, 225.5, 0}{253, 254.5, 0})
11.54,7,({264, 181.5, 0}{265, 170, 0})
20.01,4,({264, 181.5, 0}{284, 181, 0})
20.3,2,({264, 181.5, 0}{284, 185, 0})
21.71,3,({264, 181.5, 0}{285.5, 184.5, 0})
23.02,8,({264, 181.5, 0}{241, 180.5, 0})
1.58,3,({284, 185, 0}{285.5, 184.5, 0})
4,4,({284, 185, 0}{284, 181, 0})
20.3,1,({284, 185, 0}{264, 181.5, 0})
22.07,10,({284, 185, 0}{305.5, 180, 0})
22.66,14,({284, 185, 0}{305, 176.5, 0})
1.58,2,({285.5, 184.5, 0}{284, 185, 0})
3.81,4,({285.5, 184.5, 0}{284, 181, 0})
20.5,10,({285.5, 184.5, 0}{305.5, 180, 0})
21.08,14,({285.5, 184.5, 0}{305, 176.5, 0})
21.71,1,({285.5, 184.5, 0}{264, 181.5, 0})
3.81,3,({284, 181, 0}{285.5, 184.5, 0})
4,2,({284, 181, 0}{284, 185, 0})
20.01,1,({284, 181, 0}{264, 181.5, 0})
21.48,14,({284, 181, 0}{305, 176.5, 0})
21.52,10,({284, 181, 0}{305.5, 180, 0})
29.95,20,({303.5, 210, 0}{311, 239, 0})
30.07,10,({303.5, 210, 0}{305.5, 180, 0})
31.21,3,({303.5, 210, 0}{285.5, 184.5, 0})
31.71,2,({303.5, 210, 0}{284, 185, 0})
33.53,14,({303.5, 210, 0}{305, 176.5, 0})
10.98,11,({259.5, 243.5, 0}{254, 253, 0})
12.78,15,({259.5, 243.5, 0}{253, 254.5, 0})
15.01,17,({259.5, 243.5, 0}{252, 256.5, 0})
19.5,0,({259.5, 243.5, 0}{252, 225.5, 0})
19.5,22,({259.5, 243.5, 0}{252, 261.5, 0})
11.54,1,({265, 170, 0}{264, 181.5, 0})
21.95,4,({265, 170, 0}{284, 181, 0})
24.21,2,({265, 170, 0}{284, 185, 0})
25.11,3,({265, 170, 0}{285.5, 184.5, 0})
26.2,8,({265, 170, 0}{241, 180.5, 0})
17.2,21,({241, 180.5, 0}{231, 166.5, 0})
21.22,25,({241, 180.5, 0}{229, 163, 0})
21.54,23,({241, 180.5, 0}{221, 172.5, 0})
21.71,26,({241, 180.5, 0}{222, 170, 0})
21.73,24,({241, 180.5, 0}{221, 172, 0})
10.61,16,({221.5, 219, 0}{223, 229.5, 0})
14.56,27,({221.5, 219, 0}{207.5, 215, 0})
23.42,38,({221.5, 219, 0}{199, 212.5, 0})
25.7,39,({221.5, 219, 0}{206, 239.5, 0})
25.74,40,({221.5, 219, 0}{198, 229.5, 0})
3.54,14,({305.5, 180, 0}{305, 176.5, 0})
4.47,18,({305.5, 180, 0}{307.5, 176, 0})
14.4,19,({305.5, 180, 0}{300.5, 166.5, 0})
20.5,3,({305.5, 180, 0}{285.5, 184.5, 0})
21.52,4,({305.5, 180, 0}{284, 181, 0})
1.8,15,({254, 253, 0}{253, 254.5, 0})
4.03,17,({254, 253, 0}{252, 256.5, 0})
8.73,22,({254, 253, 0}{252, 261.5, 0})
10.98,6,({254, 253, 0}{259.5, 243.5, 0})
21.91,13,({254, 253, 0}{234.5, 243, 0})
0,13,({234.5, 243, 0}{234.5, 243, 0})
17.73,16,({234.5, 243, 0}{223, 229.5, 0})
18.9,36,({234.5, 243, 0}{223, 258, 0})
18.9,35,({234.5, 243, 0}{223, 258, 0})
21.78,15,({234.5, 243, 0}{253, 254.5, 0})
0,12,({234.5, 243, 0}{234.5, 243, 0})
17.73,16,({234.5, 243, 0}{223, 229.5, 0})
18.9,36,({234.5, 243, 0}{223, 258, 0})
18.9,35,({234.5, 243, 0}{223, 258, 0})
21.78,15,({234.5, 243, 0}{253, 254.5, 0})
2.55,18,({305, 176.5, 0}{307.5, 176, 0})
3.54,10,({305, 176.5, 0}{305.5, 180, 0})
10.97,19,({305, 176.5, 0}{300.5, 166.5, 0})
21.08,3,({305, 176.5, 0}{285.5, 184.5, 0})
21.48,4,({305, 176.5, 0}{284, 181, 0})
1.8,11,({253, 254.5, 0}{254, 253, 0})
2.24,17,({253, 254.5, 0}{252, 256.5, 0})
7.07,22,({253, 254.5, 0}{252, 261.5, 0})
12.78,6,({253, 254.5, 0}{259.5, 243.5, 0})
21.78,13,({253, 254.5, 0}{234.5, 243, 0})
10.61,9,({223, 229.5, 0}{221.5, 219, 0})
17.73,13,({223, 229.5, 0}{234.5, 243, 0})
17.73,12,({223, 229.5, 0}{234.5, 243, 0})
19.72,39,({223, 229.5, 0}{206, 239.5, 0})
21.22,27,({223, 229.5, 0}{207.5, 215, 0})
2.24,15,({252, 256.5, 0}{253, 254.5, 0})
4.03,11,({252, 256.5, 0}{254, 253, 0})
5,22,({252, 256.5, 0}{252, 261.5, 0})
15.01,6,({252, 256.5, 0}{259.5, 243.5, 0})
22.1,13,({252, 256.5, 0}{234.5, 243, 0})
2.55,14,({307.5, 176, 0}{305, 176.5, 0})
4.47,10,({307.5, 176, 0}{305.5, 180, 0})
11.8,19,({307.5, 176, 0}{300.5, 166.5, 0})
23.58,3,({307.5, 176, 0}{285.5, 184.5, 0})
24.03,4,({307.5, 176, 0}{284, 181, 0})
10.97,14,({300.5, 166.5, 0}{305, 176.5, 0})
11.8,18,({300.5, 166.5, 0}{307.5, 176, 0})
14.4,10,({300.5, 166.5, 0}{305.5, 180, 0})
21.97,4,({300.5, 166.5, 0}{284, 181, 0})
23.43,3,({300.5, 166.5, 0}{285.5, 184.5, 0})
20.16,29,({311, 239, 0}{303, 257.5, 0})
20.16,28,({311, 239, 0}{303, 257.5, 0})
29.95,5,({311, 239, 0}{303.5, 210, 0})
51.7,6,({311, 239, 0}{259.5, 243.5, 0})
58.69,11,({311, 239, 0}{254, 253, 0})
4.03,25,({231, 166.5, 0}{229, 163, 0})
9.66,26,({231, 166.5, 0}{222, 170, 0})
11.41,24,({231, 166.5, 0}{221, 172, 0})
11.66,23,({231, 166.5, 0}{221, 172.5, 0})
17.2,8,({231, 166.5, 0}{241, 180.5, 0})
5,17,({252, 261.5, 0}{252, 256.5, 0})
7.07,15,({252, 261.5, 0}{253, 254.5, 0})
8.73,11,({252, 261.5, 0}{254, 253, 0})
19.5,6,({252, 261.5, 0}{259.5, 243.5, 0})
25.47,13,({252, 261.5, 0}{234.5, 243, 0})
0.5,24,({221, 172.5, 0}{221, 172, 0})
2.69,26,({221, 172.5, 0}{222, 170, 0})
11.66,21,({221, 172.5, 0}{231, 166.5, 0})
12.42,25,({221, 172.5, 0}{229, 163, 0})
21.54,8,({221, 172.5, 0}{241, 180.5, 0})
0.5,23,({221, 172, 0}{221, 172.5, 0})
2.24,26,({221, 172, 0}{222, 170, 0})
11.41,21,({221, 172, 0}{231, 166.5, 0})
12.04,25,({221, 172, 0}{229, 163, 0})
21.26,44,({221, 172, 0}{207, 156, 0})
4.03,21,({229, 163, 0}{231, 166.5, 0})
9.9,26,({229, 163, 0}{222, 170, 0})
12.04,24,({229, 163, 0}{221, 172, 0})
12.42,23,({229, 163, 0}{221, 172.5, 0})
21.22,8,({229, 163, 0}{241, 180.5, 0})
2.24,24,({222, 170, 0}{221, 172, 0})
2.69,23,({222, 170, 0}{221, 172.5, 0})
9.66,21,({222, 170, 0}{231, 166.5, 0})
9.9,25,({222, 170, 0}{229, 163, 0})
20.52,44,({222, 170, 0}{207, 156, 0})
8.86,38,({207.5, 215, 0}{199, 212.5, 0})
14.56,9,({207.5, 215, 0}{221.5, 219, 0})
16.01,30,({207.5, 215, 0}{203.5, 199.5, 0})
16.29,32,({207.5, 215, 0}{202.5, 199.5, 0})
17.33,40,({207.5, 215, 0}{198, 229.5, 0})
0,29,({303, 257.5, 0}{303, 257.5, 0})
20.16,20,({303, 257.5, 0}{311, 239, 0})
45.7,6,({303, 257.5, 0}{259.5, 243.5, 0})
47.5,5,({303, 257.5, 0}{303.5, 210, 0})
49.21,11,({303, 257.5, 0}{254, 253, 0})
0,28,({303, 257.5, 0}{303, 257.5, 0})
20.16,20,({303, 257.5, 0}{311, 239, 0})
45.7,6,({303, 257.5, 0}{259.5, 243.5, 0})
47.5,5,({303, 257.5, 0}{303.5, 210, 0})
49.21,11,({303, 257.5, 0}{254, 253, 0})
1,32,({203.5, 199.5, 0}{202.5, 199.5, 0})
1.8,33,({203.5, 199.5, 0}{202.5, 198, 0})
3.35,37,({203.5, 199.5, 0}{200.5, 198, 0})
13.76,38,({203.5, 199.5, 0}{199, 212.5, 0})
16.01,27,({203.5, 199.5, 0}{207.5, 215, 0})
1.12,34,({281.5, 144, 0}{282.5, 143.5, 0})
29.45,19,({281.5, 144, 0}{300.5, 166.5, 0})
30.79,7,({281.5, 144, 0}{265, 170, 0})
37.08,4,({281.5, 144, 0}{284, 181, 0})
40.11,14,({281.5, 144, 0}{305, 176.5, 0})
1,30,({202.5, 199.5, 0}{203.5, 199.5, 0})
1.5,33,({202.5, 199.5, 0}{202.5, 198, 0})
2.5,37,({202.5, 199.5, 0}{200.5, 198, 0})
13.46,38,({202.5, 199.5, 0}{199, 212.5, 0})
16.29,27,({202.5, 199.5, 0}{207.5, 215, 0})
1.5,32,({202.5, 198, 0}{202.5, 199.5, 0})
1.8,30,({202.5, 198, 0}{203.5, 199.5, 0})
2,37,({202.5, 198, 0}{200.5, 198, 0})
14.92,38,({202.5, 198, 0}{199, 212.5, 0})
17.72,27,({202.5, 198, 0}{207.5, 215, 0})
1.12,31,({282.5, 143.5, 0}{281.5, 144, 0})
29.21,19,({282.5, 143.5, 0}{300.5, 166.5, 0})
31.76,7,({282.5, 143.5, 0}{265, 170, 0})
37.53,4,({282.5, 143.5, 0}{284, 181, 0})
39.94,14,({282.5, 143.5, 0}{305, 176.5, 0})
0,36,({223, 258, 0}{223, 258, 0})
16.19,41,({223, 258, 0}{225.5, 274, 0})
18.9,13,({223, 258, 0}{234.5, 243, 0})
18.9,12,({223, 258, 0}{234.5, 243, 0})
25.12,39,({223, 258, 0}{206, 239.5, 0})
0,35,({223, 258, 0}{223, 258, 0})
16.19,41,({223, 258, 0}{225.5, 274, 0})
18.9,13,({223, 258, 0}{234.5, 243, 0})
18.9,12,({223, 258, 0}{234.5, 243, 0})
25.12,39,({223, 258, 0}{206, 239.5, 0})
2,33,({200.5, 198, 0}{202.5, 198, 0})
2.5,32,({200.5, 198, 0}{202.5, 199.5, 0})
3.35,30,({200.5, 198, 0}{203.5, 199.5, 0})
14.58,38,({200.5, 198, 0}{199, 212.5, 0})
18.38,27,({200.5, 198, 0}{207.5, 215, 0})
8.86,27,({199, 212.5, 0}{207.5, 215, 0})
13.46,32,({199, 212.5, 0}{202.5, 199.5, 0})
13.76,30,({199, 212.5, 0}{203.5, 199.5, 0})
14.58,37,({199, 212.5, 0}{200.5, 198, 0})
14.92,33,({199, 212.5, 0}{202.5, 198, 0})
12.81,40,({206, 239.5, 0}{198, 229.5, 0})
19.72,16,({206, 239.5, 0}{223, 229.5, 0})
24.55,27,({206, 239.5, 0}{207.5, 215, 0})
25.12,36,({206, 239.5, 0}{223, 258, 0})
25.12,35,({206, 239.5, 0}{223, 258, 0})
12.81,39,({198, 229.5, 0}{206, 239.5, 0})
17.03,38,({198, 229.5, 0}{199, 212.5, 0})
17.33,27,({198, 229.5, 0}{207.5, 215, 0})
25,16,({198, 229.5, 0}{223, 229.5, 0})
25.74,9,({198, 229.5, 0}{221.5, 219, 0})
16.19,36,({225.5, 274, 0}{223, 258, 0})
16.19,35,({225.5, 274, 0}{223, 258, 0})
29.3,22,({225.5, 274, 0}{252, 261.5, 0})
31.76,17,({225.5, 274, 0}{252, 256.5, 0})
32.28,13,({225.5, 274, 0}{234.5, 243, 0})
1.12,43,({196.5, 173.5, 0}{195.5, 174, 0})
11.7,45,({196.5, 173.5, 0}{200.5, 162.5, 0})
13.93,46,({196.5, 173.5, 0}{201.5, 160.5, 0})
20.41,44,({196.5, 173.5, 0}{207, 156, 0})
24.52,23,({196.5, 173.5, 0}{221, 172.5, 0})
1.12,42,({195.5, 174, 0}{196.5, 173.5, 0})
12.54,45,({195.5, 174, 0}{200.5, 162.5, 0})
14.77,46,({195.5, 174, 0}{201.5, 160.5, 0})
21.36,44,({195.5, 174, 0}{207, 156, 0})
24.52,37,({195.5, 174, 0}{200.5, 198, 0})
7.11,46,({207, 156, 0}{201.5, 160.5, 0})
9.19,45,({207, 156, 0}{200.5, 162.5, 0})
20.41,42,({207, 156, 0}{196.5, 173.5, 0})
20.52,26,({207, 156, 0}{222, 170, 0})
21.26,24,({207, 156, 0}{221, 172, 0})
2.24,46,({200.5, 162.5, 0}{201.5, 160.5, 0})
9.19,44,({200.5, 162.5, 0}{207, 156, 0})
11.7,42,({200.5, 162.5, 0}{196.5, 173.5, 0})
12.54,43,({200.5, 162.5, 0}{195.5, 174, 0})
22.59,24,({200.5, 162.5, 0}{221, 172, 0})
2.24,45,({201.5, 160.5, 0}{200.5, 162.5, 0})
7.11,44,({201.5, 160.5, 0}{207, 156, 0})
13.93,42,({201.5, 160.5, 0}{196.5, 173.5, 0})
14.77,43,({201.5, 160.5, 0}{195.5, 174, 0})
22.59,26,({201.5, 160.5, 0}{222, 170, 0})
29.45,19,({323, 147.5, 0}{300.5, 166.5, 0})
32.44,18,({323, 147.5, 0}{307.5, 176, 0})
34.13,14,({323, 147.5, 0}{305, 176.5, 0})
36.91,10,({323, 147.5, 0}{305.5, 180, 0})
40.7,34,({323, 147.5, 0}{282.5, 143.5, 0})
3,1,({304.5, 221, 0}{307.5, 221, 0})
26.2,3,({304.5, 221, 0}{322, 240.5, 0})
27.8,4,({304.5, 221, 0}{282.5, 238, 0})
29.5,2,({304.5, 221, 0}{334, 220.5, 0})
35.15,5,({304.5, 221, 0}{277.5, 243.5, 0})
3,0,({307.5, 221, 0}{304.5, 221, 0})
24.3,3,({307.5, 221, 0}{322, 240.5, 0})
26.5,2,({307.5, 221, 0}{334, 220.5, 0})
30.23,4,({307.5, 221, 0}{282.5, 238, 0})
37.5,5,({307.5, 221, 0}{277.5, 243.5, 0})
21.93,8,({334, 220.5, 0}{343, 240.5, 0})
23.32,3,({334, 220.5, 0}{322, 240.5, 0})
26.5,1,({334, 220.5, 0}{307.5, 221, 0})
29.5,0,({334, 220.5, 0}{304.5, 221, 0})
32.42,12,({334, 220.5, 0}{364.5, 209.5, 0})
21,8,({322, 240.5, 0}{343, 240.5, 0})
23.32,2,({322, 240.5, 0}{334, 220.5, 0})
24.3,1,({322, 240.5, 0}{307.5, 221, 0})
26.2,0,({322, 240.5, 0}{304.5, 221, 0})
37.17,19,({322, 240.5, 0}{358.5, 247.5, 0})
7.43,5,({282.5, 238, 0}{277.5, 243.5, 0})
27.8,0,({282.5, 238, 0}{304.5, 221, 0})
29.6,14,({282.5, 238, 0}{274.5, 266.5, 0})
29.6,13,({282.5, 238, 0}{274.5, 266.5, 0})
30.23,1,({282.5, 238, 0}{307.5, 221, 0})
7.43,4,({277.5, 243.5, 0}{282.5, 238, 0})
23.19,14,({277.5, 243.5, 0}{274.5, 266.5, 0})
23.19,13,({277.5, 243.5, 0}{274.5, 266.5, 0})
27.93,22,({277.5, 243.5, 0}{258, 263.5, 0})
30.79,23,({277.5, 243.5, 0}{251.5, 260, 0})
1.12,7,({322.5, 171, 0}{321.5, 170.5, 0})
17.53,9,({322.5, 171, 0}{340, 172, 0})
19.16,18,({322.5, 171, 0}{325, 152, 0})
20.01,11,({322.5, 171, 0}{342.5, 171.5, 0})
24.52,20,({322.5, 171, 0}{345.5, 162.5, 0})
1.12,6,({321.5, 170.5, 0}{322.5, 171, 0})
18.56,9,({321.5, 170.5, 0}{340, 172, 0})
18.83,18,({321.5, 170.5, 0}{325, 152, 0})
21.02,11,({321.5, 170.5, 0}{342.5, 171.5, 0})
25.3,20,({321.5, 170.5, 0}{345.5, 162.5, 0})
17.01,19,({343, 240.5, 0}{358.5, 247.5, 0})
21,3,({343, 240.5, 0}{322, 240.5, 0})
21.93,2,({343, 240.5, 0}{334, 220.5, 0})
37.73,12,({343, 240.5, 0}{364.5, 209.5, 0})
40.5,1,({343, 240.5, 0}{307.5, 221, 0})
2.55,11,({340, 172, 0}{342.5, 171.5, 0})
9.22,10,({340, 172, 0}{347, 178, 0})
10.98,20,({340, 172, 0}{345.5, 162.5, 0})
17.07,21,({340, 172, 0}{357, 170.5, 0})
17.53,6,({340, 172, 0}{322.5, 171, 0})
7.91,11,({347, 178, 0}{342.5, 171.5, 0})
9.22,9,({347, 178, 0}{340, 172, 0})
12.5,21,({347, 178, 0}{357, 170.5, 0})
