Major_dist,Major_link,Major_points
15.81,6,({269, 207, 0}{254, 202, 0})
28.43,0,({269, 207, 0}{292.5, 223, 0})
29,1,({269, 207, 0}{292.5, 224, 0})
30.45,12,({269, 207, 0}{242.5, 192, 0})
11.05,4,({303.5, 259, 0}{314.5, 258, 0})
25.77,9,({303.5, 259, 0}{328, 267, 0})
34.91,19,({303.5, 259, 0}{331, 280.5, 0})
36.69,1,({303.5, 259, 0}{292.5, 224, 0})
37.64,0,({303.5, 259, 0}{292.5, 223, 0})
11.05,3,({314.5, 258, 0}{303.5, 259, 0})
16.22,9,({314.5, 258, 0}{328, 267, 0})
27.9,19,({314.5, 258, 0}{331, 280.5, 0})
40.5,1,({314.5, 258, 0}{292.5, 224, 0})
41.34,0,({314.5, 258, 0}{292.5, 223, 0})
0.71,6,({254.5, 201.5, 0}{254, 202, 0})
15.31,12,({254.5, 201.5, 0}{242.5, 192, 0})
15.51,2,({254.5, 201.5, 0}{269, 207, 0})
22.94,13,({254.5, 201.5, 0}{248, 179.5, 0})
35.76,24,({254.5, 201.5, 0}{221, 214, 0})
0.71,5,({254, 202, 0}{254.5, 201.5, 0})
15.24,12,({254, 202, 0}{242.5, 192, 0})
15.81,2,({254, 202, 0}{269, 207, 0})
23.29,13,({254, 202, 0}{248, 179.5, 0})
35.11,24,({254, 202, 0}{221, 214, 0})
0,8,({253.5, 251, 0}{253.5, 251, 0})
34.89,14,({253.5, 251, 0}{268.5, 282.5, 0})
37.48,21,({253.5, 251, 0}{226.5, 225, 0})
43.38,22,({253.5, 251, 0}{273.5, 289.5, 0})
46.65,2,({253.5, 251, 0}{269, 207, 0})
0,7,({253.5, 251, 0}{253.5, 251, 0})
34.89,14,({253.5, 251, 0}{268.5, 282.5, 0})
37.48,21,({253.5, 251, 0}{226.5, 225, 0})
43.38,22,({253.5, 251, 0}{273.5, 289.5, 0})
46.65,2,({253.5, 251, 0}{269, 207, 0})
13.83,19,({328, 267, 0}{331, 280.5, 0})
16.22,4,({328, 267, 0}{314.5, 258, 0})
25.77,3,({328, 267, 0}{303.5, 259, 0})
36.47,20,({328, 267, 0}{358.5, 247, 0})
50.2,28,({328, 267, 0}{370, 239.5, 0})
8.14,11,({327.5, 177, 0}{335.5, 178.5, 0})
12.37,17,({327.5, 177, 0}{324.5, 165, 0})
12.37,16,({327.5, 177, 0}{324.5, 165, 0})
20.25,18,({327.5, 177, 0}{316.5, 160, 0})
33.19,27,({327.5, 177, 0}{310.5, 148.5, 0})
8.14,10,({335.5, 178.5, 0}{327.5, 177, 0})
17.41,17,({335.5, 178.5, 0}{324.5, 165, 0})
17.41,16,({335.5, 178.5, 0}{324.5, 165, 0})
26.52,18,({335.5, 178.5, 0}{316.5, 160, 0})
39.05,27,({335.5, 178.5, 0}{310.5, 148.5, 0})
13.66,13,({242.5, 192, 0}{248, 179.5, 0})
15.24,6,({242.5, 192, 0}{254, 202, 0})
15.31,5,({242.5, 192, 0}{254.5, 201.5, 0})
30.45,2,({242.5, 192, 0}{269, 207, 0})
30.76,24,({242.5, 192, 0}{221, 214, 0})
13.66,12,({248, 179.5, 0}{242.5, 192, 0})
22.94,5,({248, 179.5, 0}{254.5, 201.5, 0})
23.29,6,({248, 179.5, 0}{254, 202, 0})
34.6,2,({248, 179.5, 0}{269, 207, 0})
38.33,15,({248, 179.5, 0}{281, 160, 0})
8.6,22,({268.5, 282.5, 0}{273.5, 289.5, 0})
34.89,8,({268.5, 282.5, 0}{253.5, 251, 0})
34.89,7,({268.5, 282.5, 0}{253.5, 251, 0})
42.16,3,({268.5, 282.5, 0}{303.5, 259, 0})
52.12,4,({268.5, 282.5, 0}{314.5, 258, 0})
31.2,26,({281, 160, 0}{310, 148.5, 0})
31.66,27,({281, 160, 0}{310.5, 148.5, 0})
35.5,18,({281, 160, 0}{316.5, 160, 0})
38.33,13,({281, 160, 0}{248, 179.5, 0})
43.79,17,({281, 160, 0}{324.5, 165, 0})
0,17,({324.5, 165, 0}{324.5, 165, 0})
9.43,18,({324.5, 165, 0}{316.5, 160, 0})
12.37,10,({324.5, 165, 0}{327.5, 177, 0})
17.41,11,({324.5, 165, 0}{335.5, 178.5, 0})
21.64,27,({324.5, 165, 0}{310.5, 148.5, 0})
0,16,({324.5, 165, 0}{324.5, 165, 0})
9.43,18,({324.5, 165, 0}{316.5, 160, 0})
12.37,10,({324.5, 165, 0}{327.5, 177, 0})
17.41,11,({324.5, 165, 0}{335.5, 178.5, 0})
21.64,27,({324.5, 165, 0}{310.5, 148.5, 0})
9.43,17,({316.5, 160, 0}{324.5, 165, 0})
9.43,16,({316.5, 160, 0}{324.5, 165, 0})
12.97,27,({316.5, 160, 0}{310.5, 148.5, 0})
13.21,26,({316.5, 160, 0}{310, 148.5, 0})
20.25,10,({316.5, 160, 0}{327.5, 177, 0})
13.83,9,({331, 280.5, 0}{328, 267, 0})
27.9,4,({331, 280.5, 0}{314.5, 258, 0})
34.91,3,({331, 280.5, 0}{303.5, 259, 0})
43.34,20,({331, 280.5, 0}{358.5, 247, 0})
56.59,28,({331, 280.5, 0}{370, 239.5, 0})
13.73,28,({358.5, 247, 0}{370, 239.5, 0})
14.85,25,({358.5, 247, 0}{369, 236.5, 0})
36.47,9,({358.5, 247, 0}{328, 267, 0})
38.96,23,({358.5, 247, 0}{364.5, 208.5, 0})
43.34,19,({358.5, 247, 0}{331, 280.5, 0})
12.3,24,({226.5, 225, 0}{221, 214, 0})
35.85,6,({226.5, 225, 0}{254, 202, 0})
36.55,5,({226.5, 225, 0}{254.5, 201.5, 0})
36.67,12,({226.5, 225, 0}{242.5, 192, 0})
37.48,8,({226.5, 225, 0}{253.5, 251, 0})
8.6,14,({273.5, 289.5, 0}{268.5, 282.5, 0})
42.78,3,({273.5, 289.5, 0}{303.5, 259, 0})
43.38,8,({273.5, 289.5, 0}{253.5, 251, 0})
43.38,7,({273.5, 289.5, 0}{253.5, 251, 0})
51.7,4,({273.5, 289.5, 0}{314.5, 258, 0})
28.36,25,({364.5, 208.5, 0}{369, 236.5, 0})
31.48,28,({364.5, 208.5, 0}{370, 239.5, 0})
38.96,20,({364.5, 208.5, 0}{358.5, 247, 0})
41.73,11,({364.5, 208.5, 0}{335.5, 178.5, 0})
48.59,10,({364.5, 208.5, 0}{327.5, 177, 0})
12.3,21,({221, 214, 0}{226.5, 225, 0})
30.76,12,({221, 214, 0}{242.5, 192, 0})
35.11,6,({221, 214, 0}{254, 202, 0})
35.76,5,({221, 214, 0}{254.5, 201.5, 0})
43.81,13,({221, 214, 0}{248, 179.5, 0})
3.16,28,({369, 236.5, 0}{370, 239.5, 0})
14.85,20,({369, 236.5, 0}{358.5, 247, 0})
28.36,23,({369, 236.5, 0}{364.5, 208.5, 0})
51.1,9,({369, 236.5, 0}{328, 267, 0})
58.14,19,({369, 236.5, 0}{331, 280.5, 0})
0.5,27,({310, 148.5, 0}{310.5, 148.5, 0})
13.21,18,({310, 148.5, 0}{316.5, 160, 0})
21.97,17,({310, 148.5, 0}{324.5, 165, 0})
21.97,16,({310, 148.5, 0}{324.5, 165, 0})
31.2,15,({310, 148.5, 0}{281, 160, 0})
0.5,26,({310.5, 148.5, 0}{310, 148.5, 0})
12.97,18,({310.5, 148.5, 0}{316.5, 160, 0})
21.64,17,({310.5, 148.5, 0}{324.5, 165, 0})
21.64,16,({310.5, 148.5, 0}{324.5, 165, 0})
31.66,15,({310.5, 148.5, 0}{281, 160, 0})
3.16,25,({370, 239.5, 0}{369, 236.5, 0})
13.73,20,({370, 239.5, 0}{358.5, 247, 0})
31.48,23,({370, 239.5, 0}{364.5, 208.5, 0})
50.2,9,({370, 239.5, 0}{328, 267, 0})
56.59,19,({370, 239.5, 0}{331, 280.5, 0})
13.2,3,({277, 222, 0}{271.5, 210, 0})
22.46,4,({277, 222, 0}{299, 217.5, 0})
23.96,5,({277, 222, 0}{299, 212.5, 0})
25.71,1,({277, 222, 0}{271, 247, 0})
27.79,2,({277, 222, 0}{281, 249.5, 0})
10.31,2,({271, 247, 0}{281, 249.5, 0})
25.06,10,({271, 247, 0}{283, 269, 0})
25.06,9,({271, 247, 0}{283, 269, 0})
25.71,0,({271, 247, 0}{277, 222, 0})
32.88,11,({271, 247, 0}{286.5, 276, 0})
10.31,1,({281, 249.5, 0}{271, 247, 0})
19.6,10,({281, 249.5, 0}{283, 269, 0})
19.6,9,({281, 249.5, 0}{283, 269, 0})
27.06,11,({281, 249.5, 0}{286.5, 276, 0})
27.79,0,({281, 249.5, 0}{277, 222, 0})
13.2,0,({271.5, 210, 0}{277, 222, 0})
18.2,6,({271.5, 210, 0}{254.5, 203.5, 0})
27.61,5,({271.5, 210, 0}{299, 212.5, 0})
28.5,4,({271.5, 210, 0}{299, 217.5, 0})
34.99,12,({271.5, 210, 0}{253.5, 180, 0})
5,5,({299, 217.5, 0}{299, 212.5, 0})
14.81,8,({299, 217.5, 0}{313.5, 220.5, 0})
22.46,0,({299, 217.5, 0}{277, 222, 0})
28.5,3,({299, 217.5, 0}{271.5, 210, 0})
28.85,7,({299, 217.5, 0}{311.5, 243.5, 0})
5,4,({299, 212.5, 0}{299, 217.5, 0})
16.56,8,({299, 212.5, 0}{313.5, 220.5, 0})
23.96,0,({299, 212.5, 0}{277, 222, 0})
27.23,14,({299, 212.5, 0}{318.5, 193.5, 0})
27.61,3,({299, 212.5, 0}{271.5, 210, 0})
18.2,3,({254.5, 203.5, 0}{271.5, 210, 0})
23.52,12,({254.5, 203.5, 0}{253.5, 180, 0})
29.13,0,({254.5, 203.5, 0}{277, 222, 0})
31.89,19,({254.5, 203.5, 0}{233.5, 179.5, 0})
45.4,5,({254.5, 203.5, 0}{299, 212.5, 0})
23.09,8,({311.5, 243.5, 0}{313.5, 220.5, 0})
24.86,17,({311.5, 243.5, 0}{335.5, 237, 0})
28,18,({311.5, 243.5, 0}{339.5, 244, 0})
28.85,4,({311.5, 243.5, 0}{299, 217.5, 0})
31.08,2,({311.5, 243.5, 0}{281, 249.5, 0})
14.81,4,({313.5, 220.5, 0}{299, 217.5, 0})
16.56,5,({313.5, 220.5, 0}{299, 212.5, 0})
19.51,15,({313.5, 220.5, 0}{333, 220, 0})
21,16,({313.5, 220.5, 0}{334.5, 220.5, 0})
23.09,7,({313.5, 220.5, 0}{311.5, 243.5, 0})
0,10,({283, 269, 0}{283, 269, 0})
7.83,11,({283, 269, 0}{286.5, 276, 0})
19.6,2,({283, 269, 0}{281, 249.5, 0})
25.06,1,({283, 269, 0}{271, 247, 0})
38.24,7,({283, 269, 0}{311.5, 243.5, 0})
0,9,({283, 269, 0}{283, 269, 0})
7.83,11,({283, 269, 0}{286.5, 276, 0})
19.6,2,({283, 269, 0}{281, 249.5, 0})
25.06,1,({283, 269, 0}{271, 247, 0})
38.24,7,({283, 269, 0}{311.5, 243.5, 0})
7.83,10,({286.5, 276, 0}{283, 269, 0})
7.83,9,({286.5, 276, 0}{283, 269, 0})
27.06,2,({286.5, 276, 0}{281, 249.5, 0})
32.88,1,({286.5, 276, 0}{271, 247, 0})
35.92,26,({286.5, 276, 0}{266, 305.5, 0})
20.01,19,({253.5, 180, 0}{233.5, 179.5, 0})
23.52,6,({253.5, 180, 0}{254.5, 203.5, 0})
24.19,30,({253.5, 180, 0}{246, 157, 0})
34.41,24,({253.5, 180, 0}{281.5, 160, 0})
34.99,3,({253.5, 180, 0}{271.5, 210, 0})
38.75,27,({232.5, 265, 0}{245.5, 301.5, 0})
40.78,23,({232.5, 265, 0}{206, 234, 0})
42.5,1,({232.5, 265, 0}{271, 247, 0})
50.66,10,({232.5, 265, 0}{283, 269, 0})
50.66,9,({232.5, 265, 0}{283, 269, 0})
21.03,22,({318.5, 193.5, 0}{338.5, 200, 0})
27.23,5,({318.5, 193.5, 0}{299, 212.5, 0})
27.46,8,({318.5, 193.5, 0}{313.5, 220.5, 0})
30.21,15,({318.5, 193.5, 0}{333, 220, 0})
30.92,4,({318.5, 193.5, 0}{299, 217.5, 0})
1.58,16,({333, 220, 0}{334.5, 220.5, 0})
17.18,17,({333, 220, 0}{335.5, 237, 0})
19.51,8,({333, 220, 0}{313.5, 220.5, 0})
20.74,22,({333, 220, 0}{338.5, 200, 0})
24.86,18,({333, 220, 0}{339.5, 244, 0})
1.58,15,({334.5, 220.5, 0}{333, 220, 0})
16.53,17,({334.5, 220.5, 0}{335.5, 237, 0})
20.89,22,({334.5, 220.5, 0}{338.5, 200, 0})
21,8,({334.5, 220.5, 0}{313.5, 220.5, 0})
24.03,18,({334.5, 220.5, 0}{339.5, 244, 0})
8.06,18,({335.5, 237, 0}{339.5, 244, 0})
16.53,16,({335.5, 237, 0}{334.5, 220.5, 0})
17.18,15,({335.5, 237, 0}{333, 220, 0})
24.86,7,({335.5, 237, 0}{311.5, 243.5, 0})
27.5,8,({335.5, 237, 0}{313.5, 220.5, 0})
8.06,17,({339.5, 244, 0}{335.5, 237, 0})
22.95,20,({339.5, 244, 0}{335, 266.5, 0})
23.93,21,({339.5, 244, 0}{335, 267.5, 0})
24.03,16,({339.5, 244, 0}{334.5, 220.5, 0})
24.86,15,({339.5, 244, 0}{333, 220, 0})
20.01,12,({233.5, 179.5, 0}{253.5, 180, 0})
25.74,30,({233.5, 179.5, 0}{246, 157, 0})
31.89,6,({233.5, 179.5, 0}{254.5, 203.5, 0})
34.82,28,({233.5, 179.5, 0}{205, 199.5, 0})
35.81,29,({233.5, 179.5, 0}{204.5, 200.5, 0})
1,21,({335, 266.5, 0}{335, 267.5, 0})
14.08,25,({335, 266.5, 0}{331, 280, 0})
22.95,18,({335, 266.5, 0}{339.5, 244, 0})
29.5,17,({335, 266.5, 0}{335.5, 237, 0})
32.88,7,({335, 266.5, 0}{311.5, 243.5, 0})
1,20,({335, 267.5, 0}{335, 266.5, 0})
13.12,25,({335, 267.5, 0}{331, 280, 0})
23.93,18,({335, 267.5, 0}{339.5, 244, 0})
30.5,17,({335, 267.5, 0}{335.5, 237, 0})
33.59,7,({335, 267.5, 0}{311.5, 243.5, 0})
20.74,15,({338.5, 200, 0}{333, 220, 0})
20.89,16,({338.5, 200, 0}{334.5, 220.5, 0})
21.03,14,({338.5, 200, 0}{318.5, 193.5, 0})
32.33,8,({338.5, 200, 0}{313.5, 220.5, 0})
37.12,17,({338.5, 200, 0}{335.5, 237, 0})
33.53,29,({206, 234, 0}{204.5, 200.5, 0})
34.51,28,({206, 234, 0}{205, 199.5, 0})
40.78,13,({206, 234, 0}{232.5, 265, 0})
57.29,6,({206, 234, 0}{254.5, 203.5, 0})
61.05,19,({206, 234, 0}{233.5, 179.5, 0})
34.41,12,({281.5, 160, 0}{253.5, 180, 0})
35.63,30,({281.5, 160, 0}{246, 157, 0})
49.91,14,({281.5, 160, 0}{318.5, 193.5, 0})
50.99,3,({281.5, 160, 0}{271.5, 210, 0})
51.2,6,({281.5, 160, 0}{254.5, 203.5, 0})
13.12,21,({331, 280, 0}{335, 267.5, 0})
14.08,20,({331, 280, 0}{335, 266.5, 0})
36.99,18,({331, 280, 0}{339.5, 244, 0})
41.38,7,({331, 280, 0}{311.5, 243.5, 0})
43.23,17,({331, 280, 0}{335.5, 237, 0})
20.89,27,({266, 305.5, 0}{245.5, 301.5, 0})
35.92,11,({266, 305.5, 0}{286.5, 276, 0})
40.26,10,({266, 305.5, 0}{283, 269, 0})
40.26,9,({266, 305.5, 0}{283, 269, 0})
52.56,13,({266, 305.5, 0}{232.5, 265, 0})
20.89,26,({245.5, 301.5, 0}{266, 305.5, 0})
38.75,13,({245.5, 301.5, 0}{232.5, 265, 0})
48.28,11,({245.5, 301.5, 0}{286.5, 276, 0})
49.62,10,({245.5, 301.5, 0}{283, 269, 0})
49.62,9,({245.5, 301.5, 0}{283, 269, 0})
1.12,29,({205, 199.5, 0}{204.5, 200.5, 0})
34.51,23,({205, 199.5, 0}{206, 234, 0})
34.82,19,({205, 199.5, 0}{233.5, 179.5, 0})
49.66,6,({205, 199.5, 0}{254.5, 203.5, 0})
52.27,12,({205, 199.5, 0}{253.5, 180, 0})
1.12,28,({204.5, 200.5, 0}{205, 199.5, 0})
33.53,23,({204.5, 200.5, 0}{206, 234, 0})
35.81,19,({204.5, 200.5, 0}{233.5, 179.5, 0})
50.09,6,({204.5, 200.5, 0}{254.5, 203.5, 0})
53.12,12,({204.5, 200.5, 0}{253.5, 180, 0})
24.19,12,({246, 157, 0}{253.5, 180, 0})
25.74,19,({246, 157, 0}{233.5, 179.5, 0})
35.63,24,({246, 157, 0}{281.5, 160, 0})
47.27,6,({246, 157, 0}{254.5, 203.5, 0})
58.82,3,({246, 157, 0}{271.5, 210, 0})
0.5,2,({288, 252, 0}{288.5, 252, 0})
7.65,3,({288, 252, 0}{286.5, 259.5, 0})
8.56,1,({288, 252, 0}{289, 243.5, 0})
18.67,5,({288, 252, 0}{306.5, 254.5, 0})
21.91,4,({288, 252, 0}{300.5, 234, 0})
8.51,2,({289, 243.5, 0}{288.5, 252, 0})
8.56,0,({289, 243.5, 0}{288, 252, 0})
14.92,4,({289, 243.5, 0}{300.5, 234, 0})
16.19,3,({289, 243.5, 0}{286.5, 259.5, 0})
20.67,5,({289, 243.5, 0}{306.5, 254.5, 0})
0.5,0,({288.5, 252, 0}{288, 252, 0})
7.76,3,({288.5, 252, 0}{286.5, 259.5, 0})
8.51,1,({288.5, 252, 0}{289, 243.5, 0})
18.17,5,({288.5, 252, 0}{306.5, 254.5, 0})
21.63,4,({288.5, 252, 0}{300.5, 234, 0})
7.65,0,({286.5, 259.5, 0}{288, 252, 0})
7.76,2,({286.5, 259.5, 0}{288.5, 252, 0})
16.19,1,({286.5, 259.5, 0}{289, 243.5, 0})
20.62,5,({286.5, 259.5, 0}{306.5, 254.5, 0})
29.09,4,({286.5, 259.5, 0}{300.5, 234, 0})
14.92,1,({300.5, 234, 0}{289, 243.5, 0})
21.36,5,({300.5, 234, 0}{306.5, 254.5, 0})
21.63,2,({300.5, 234, 0}{288.5, 252, 0})
21.91,0,({300.5, 234, 0}{288, 252, 0})
29.09,3,({300.5, 234, 0}{286.5, 259.5, 0})
18.17,2,({306.5, 254.5, 0}{288.5, 252, 0})
18.67,0,({306.5, 254.5, 0}{288, 252, 0})
20.62,3,({306.5, 254.5, 0}{286.5, 259.5, 0})
20.67,1,({306.5, 254.5, 0}{289, 243.5, 0})
21.36,4,({306.5, 254.5, 0}{300.5, 234, 0})
27.77,8,({253.5, 265.5, 0}{264.5, 291, 0})
33.54,3,({253.5, 265.5, 0}{286.5, 259.5, 0})
35.11,19,({253.5, 265.5, 0}{238, 297, 0})
35.39,18,({253.5, 265.5, 0}{239.5, 298, 0})
37.05,0,({253.5, 265.5, 0}{288, 252, 0})
7.62,9,({253, 223.5, 0}{246, 220.5, 0})
18.06,14,({253, 223.5, 0}{241, 210, 0})
23.29,10,({253, 223.5, 0}{259, 201, 0})
26.62,17,({253, 223.5, 0}{226.5, 221, 0})
41.18,1,({253, 223.5, 0}{289, 243.5, 0})
25.96,18,({264.5, 291, 0}{239.5, 298, 0})
27.17,19,({264.5, 291, 0}{238, 297, 0})
27.77,6,({264.5, 291, 0}{253.5, 265.5, 0})
38.42,3,({264.5, 291, 0}{286.5, 259.5, 0})
38.59,16,({264.5, 291, 0}{297.5, 311, 0})
7.62,7,({246, 220.5, 0}{253, 223.5, 0})
11.63,14,({246, 220.5, 0}{241, 210, 0})
19.51,17,({246, 220.5, 0}{226.5, 221, 0})
23.44,10,({246, 220.5, 0}{259, 201, 0})
43.55,24,({246, 220.5, 0}{257.5, 178.5, 0})
20.12,14,({259, 201, 0}{241, 210, 0})
22.55,24,({259, 201, 0}{257.5, 178.5, 0})
23.29,7,({259, 201, 0}{253, 223.5, 0})
23.44,9,({259, 201, 0}{246, 220.5, 0})
30.78,21,({259, 201, 0}{280, 178.5, 0})
0,12,({334.5, 221, 0}{334.5, 221, 0})
36.4,4,({334.5, 221, 0}{300.5, 234, 0})
43.66,5,({334.5, 221, 0}{306.5, 254.5, 0})
50.76,1,({334.5, 221, 0}{289, 243.5, 0})
55.47,2,({334.5, 221, 0}{288.5, 252, 0})
0,11,({334.5, 221, 0}{334.5, 221, 0})
36.4,4,({334.5, 221, 0}{300.5, 234, 0})
43.66,5,({334.5, 221, 0}{306.5, 254.5, 0})
50.76,1,({334.5, 221, 0}{289, 243.5, 0})
55.47,2,({334.5, 221, 0}{288.5, 252, 0})
7.38,16,({301, 304.5, 0}{297.5, 311, 0})
7.43,15,({301, 304.5, 0}{308, 307, 0})
17.69,22,({301, 304.5, 0}{314, 316.5, 0})
27.02,28,({301, 304.5, 0}{322, 321.5, 0})
30.92,26,({301, 304.5, 0}{281.5, 328.5, 0})
11.63,9,({241, 210, 0}{246, 220.5, 0})
18.06,7,({241, 210, 0}{253, 223.5, 0})
18.2,17,({241, 210, 0}{226.5, 221, 0})
20.12,10,({241, 210, 0}{259, 201, 0})
35.56,24,({241, 210, 0}{257.5, 178.5, 0})
7.43,13,({308, 307, 0}{301, 304.5, 0})
11.24,22,({308, 307, 0}{314, 316.5, 0})
11.24,16,({308, 307, 0}{297.5, 311, 0})
20.16,28,({308, 307, 0}{322, 321.5, 0})
26.52,25,({308, 307, 0}{334.5, 306, 0})
7.38,13,({297.5, 311, 0}{301, 304.5, 0})
11.24,15,({297.5, 311, 0}{308, 307, 0})
17.39,22,({297.5, 311, 0}{314, 316.5, 0})
23.71,26,({297.5, 311, 0}{281.5, 328.5, 0})
26.66,28,({297.5, 311, 0}{322, 321.5, 0})
18.2,14,({226.5, 221, 0}{241, 210, 0})
19.51,9,({226.5, 221, 0}{246, 220.5, 0})
26.62,7,({226.5, 221, 0}{253, 223.5, 0})
38.16,10,({226.5, 221, 0}{259, 201, 0})
52.05,6,({226.5, 221, 0}{253.5, 265.5, 0})
1.8,19,({239.5, 298, 0}{238, 297, 0})
17.01,27,({239.5, 298, 0}{222.5, 297.5, 0})
25.96,8,({239.5, 298, 0}{264.5, 291, 0})
35.39,6,({239.5, 298, 0}{253.5, 265.5, 0})
51.91,26,({239.5, 298, 0}{281.5, 328.5, 0})
1.8,18,({238, 297, 0}{239.5, 298, 0})
15.51,27,({238, 297, 0}{222.5, 297.5, 0})
27.17,8,({238, 297, 0}{264.5, 291, 0})
35.11,6,({238, 297, 0}{253.5, 265.5, 0})
53.71,26,({238, 297, 0}{281.5, 328.5, 0})
0,21,({280, 178.5, 0}{280, 178.5, 0})
22.5,24,({280, 178.5, 0}{257.5, 178.5, 0})
30.78,10,({280, 178.5, 0}{259, 201, 0})
50.13,14,({280, 178.5, 0}{241, 210, 0})
52.48,7,({280, 178.5, 0}{253, 223.5, 0})
0,20,({280, 178.5, 0}{280, 178.5, 0})
22.5,24,({280, 178.5, 0}{257.5, 178.5, 0})
30.78,10,({280, 178.5, 0}{259, 201, 0})
50.13,14,({280, 178.5, 0}{241, 210, 0})
52.48,7,({280, 178.5, 0}{253, 223.5, 0})
9.43,28,({314, 316.5, 0}{322, 321.5, 0})
11.24,15,({314, 316.5, 0}{308, 307, 0})
17.39,16,({314, 316.5, 0}{297.5, 311, 0})
17.69,13,({314, 316.5, 0}{301, 304.5, 0})
23.03,25,({314, 316.5, 0}{334.5, 306, 0})
2.06,25,({335, 304, 0}{334.5, 306, 0})
21.8,28,({335, 304, 0}{322, 321.5, 0})
24.44,22,({335, 304, 0}{314, 316.5, 0})
27.17,15,({335, 304, 0}{308, 307, 0})
34,13,({335, 304, 0}{301, 304.5, 0})
22.5,21,({257.5, 178.5, 0}{280, 178.5, 0})
22.5,20,({257.5, 178.5, 0}{280, 178.5, 0})
22.55,10,({257.5, 178.5, 0}{259, 201, 0})
35.56,14,({257.5, 178.5, 0}{241, 210, 0})
43.55,9,({257.5, 178.5, 0}{246, 220.5, 0})
2.06,23,({334.5, 306, 0}{335, 304, 0})
19.91,28,({334.5, 306, 0}{322, 321.5, 0})
23.03,22,({334.5, 306, 0}{314, 316.5, 0})
26.52,15,({334.5, 306, 0}{308, 307, 0})
33.53,13,({334.5, 306, 0}{301, 304.5, 0})
23.71,16,({281.5, 328.5, 0}{297.5, 311, 0})
30.92,13,({281.5, 328.5, 0}{301, 304.5, 0})
34.12,15,({281.5, 328.5, 0}{308, 307, 0})
34.64,22,({281.5, 328.5, 0}{314, 316.5, 0})
41.1,28,({281.5, 328.5, 0}{322, 321.5, 0})
15.51,19,({222.5, 297.5, 0}{238, 297, 0})
17.01,18,({222.5, 297.5, 0}{239.5, 298, 0})
42.5,8,({222.5, 297.5, 0}{264.5, 291, 0})
44.55,6,({222.5, 297.5, 0}{253.5, 265.5, 0})
66.65,26,({222.5, 297.5, 0}{281.5, 328.5, 0})
9.43,22,({322, 321.5, 0}{314, 316.5, 0})
19.91,25,({322, 321.5, 0}{334.5, 306, 0})
20.16,15,({322, 321.5, 0}{308, 307, 0})
21.8,23,({322, 321.5, 0}{335, 304, 0})
26.66,16,({322, 321.5, 0}{297.5, 311, 0})
6.52,1,({290.5, 250, 0}{291, 243.5, 0})
11.67,2,({290.5, 250, 0}{299, 258, 0})
12.38,3,({290.5, 250, 0}{299.5, 258.5, 0})
17.59,5,({290.5, 250, 0}{286, 267, 0})
17.67,4,({290.5, 250, 0}{274.5, 242.5, 0})
6.52,0,({291, 243.5, 0}{290.5, 250, 0})
16.53,4,({291, 243.5, 0}{274.5, 242.5, 0})
16.56,2,({291, 243.5, 0}{299, 258, 0})
17.24,3,({291, 243.5, 0}{299.5, 258.5, 0})
22.83,7,({291, 243.5, 0}{311, 254.5, 0})
0.71,3,({299, 258, 0}{299.5, 258.5, 0})
11.67,0,({299, 258, 0}{290.5, 250, 0})
12.5,7,({299, 258, 0}{311, 254.5, 0})
12.59,8,({299, 258, 0}{300.5, 270.5, 0})
15.81,5,({299, 258, 0}{286, 267, 0})
0.71,2,({299.5, 258.5, 0}{299, 258, 0})
12.04,8,({299.5, 258.5, 0}{300.5, 270.5, 0})
12.18,7,({299.5, 258.5, 0}{311, 254.5, 0})
12.38,0,({299.5, 258.5, 0}{290.5, 250, 0})
15.95,5,({299.5, 258.5, 0}{286, 267, 0})
16.53,1,({274.5, 242.5, 0}{291, 243.5, 0})
17.67,0,({274.5, 242.5, 0}{290.5, 250, 0})
27.06,5,({274.5, 242.5, 0}{286, 267, 0})
27.1,9,({274.5, 242.5, 0}{253, 259, 0})
28.99,2,({274.5, 242.5, 0}{299, 258, 0})
4.61,6,({286, 267, 0}{283, 270.5, 0})
14.92,8,({286, 267, 0}{300.5, 270.5, 0})
15.81,2,({286, 267, 0}{299, 258, 0})
15.95,3,({286, 267, 0}{299.5, 258.5, 0})
17.59,0,({286, 267, 0}{290.5, 250, 0})
4.61,5,({283, 270.5, 0}{286, 267, 0})
17.5,8,({283, 270.5, 0}{300.5, 270.5, 0})
20.3,2,({283, 270.5, 0}{299, 258, 0})
20.4,3,({283, 270.5, 0}{299.5, 258.5, 0})
21.83,0,({283, 270.5, 0}{290.5, 250, 0})
12.18,3,({311, 254.5, 0}{299.5, 258.5, 0})
12.5,2,({311, 254.5, 0}{299, 258, 0})
19.14,8,({311, 254.5, 0}{300.5, 270.5, 0})
20,11,({311, 254.5, 0}{327, 266.5, 0})
20.16,12,({311, 254.5, 0}{331, 257, 0})
12.04,3,({300.5, 270.5, 0}{299.5, 258.5, 0})
12.59,2,({300.5, 270.5, 0}{299, 258, 0})
14.92,5,({300.5, 270.5, 0}{286, 267, 0})
17.5,6,({300.5, 270.5, 0}{283, 270.5, 0})
19.14,7,({300.5, 270.5, 0}{311, 254.5, 0})
20.89,17,({253, 259, 0}{239, 243.5, 0})
26.24,19,({253, 259, 0}{239.5, 236.5, 0})
27.1,4,({253, 259, 0}{274.5, 242.5, 0})
32.13,6,({253, 259, 0}{283, 270.5, 0})
