density points - x,y,z
{-17.377851, -11.606272, 4.835161}
{-10.460915, -10.460915, 4.904989}
{-3.517838, -8.882053, 4.917283}
{3.517838, -8.882053, 4.917283}
{10.460915, -10.460915, 4.904989}
{17.377851, -11.606272, 4.835161}
{24.791509, -12.356284, 4.807433}
{32.779429, -12.860046, 4.806784}
{41.264827, -13.210756, 4.81919}
{50.129987, -13.46847, 4.837634}
{59.283211, -13.664967, 4.858561}
{68.65132, -13.819197, 4.880234}
{86.801678, -13.897473, 5.057949}
{-87.606976, -10.094495, 5.048562}
{-70.058403, -10.795023, 4.975991}
{-59.610117, -12.415526, 4.961443}
{-50.099847, -13.216855, 4.846748}
{-41.238113, -13.126374, 4.811415}
{-32.740835, -12.856082, 4.789954}
{-24.763014, -12.351543, 4.788845}
{-17.35929, -11.599894, 4.815014}
{-10.45182, -10.45182, 4.883626}
{-3.515532, -8.869645, 4.895596}
{3.515532, -8.869645, 4.895596}
{10.45182, -10.45182, 4.883626}
{17.35929, -11.599894, 4.815014}
{24.763014, -12.351543, 4.788845}
{32.740835, -12.856082, 4.789954}
{41.216049, -13.207357, 4.804249}
{50.071973, -13.465491, 4.824597}
{59.217122, -13.662322, 4.847403}
{68.578351, -13.816827, 4.870913}
{86.76227, -13.895055, 5.065554}
{-89.40501, -7.182681, 4.915468}
{-73.46752, -7.97618, 4.924724}
{-61.818115, -9.440884, 4.993964}
{-50.97073, -11.699977, 4.983858}
{-41.409891, -12.954603, 4.86602}
{-32.884337, -12.811243, 4.849193}
{-24.862685, -12.363963, 4.846363}
{-17.416827, -11.619705, 4.877467}
{-10.48006, -10.48006, 4.949879}
{-3.522703, -8.908145, 4.962867}
{3.522703, -8.908145, 4.962867}
{10.48006, -10.48006, 4.949879}
{17.416827, -11.619705, 4.877467}
{24.862685, -12.363963, 4.846363}
{32.870225, -12.86542, 4.84203}
{41.366551, -13.217887, 4.85054}
{50.250721, -13.474712, 4.864984}
{59.420501, -13.670506, 4.881963}
{68.802659, -13.824157, 4.899782}
{86.882828, -13.902517, 5.04216}
{-91.833357, -5.377244, 4.875561}
{-77.056273, -5.161598, 4.789384}
{-64.78827, -6.380753, 4.874954}
{-52.796487, -8.575015, 4.966225}
{-41.765627, -11.477162, 4.920136}
{-32.705772, -12.648043, 4.769244}
{-24.690397, -12.345009, 4.749359}
{-17.306473, -11.587156, 4.772238}
{-10.432502, -10.432502, 4.838176}
{-3.510649, -8.84327, 4.849467}
{3.510649, -8.84327, 4.849467}
{10.432502, -10.432502, 4.838176}
{17.306473, -11.587156, 4.772238}
{24.690397, -12.345009, 4.749359}
{32.658288, -12.847646, 4.754107}
{41.111477, -13.200116, 4.772417}
{49.947339, -13.459138, 4.796815}
{59.074873, -13.656673, 4.823622}
{68.42104, -13.811762, 4.851043}
{86.676685, -13.889867, 5.081929}
{-92.640965, -5.30539, 4.913315}
{-80.343326, -3.916925, 4.851816}
{-68.611668, -3.694673, 4.838563}
{-55.934368, -5.659696, 4.907177}
{-43.70326, -9.095303, 4.984777}
{-33.048794, -12.415154, 4.941702}
{-24.889061, -12.368299, 4.86314}
{-17.433641, -11.625517, 4.895718}
{-10.488339, -10.488339, 4.969257}
{-3.524812, -8.919417, 4.98255}
{3.524812, -8.919417, 4.98255}
{10.488339, -10.488339, 4.969257}
{17.433641, -11.625517, 4.895718}
{24.889061, -12.368299, 4.86314}
{32.905484, -12.868913, 4.857218}
{41.410141, -13.220962, 4.864055}
{50.302354, -13.4774, 4.876771}
{59.479112, -13.672889, 4.892048}
{68.867167, -13.82629, 4.908205}
{86.917178, -13.904677, 5.035425}
{-92.856329, -5.058332, 4.848896}
{-81.115106, -3.449947, 4.77606}
{-71.44167, -1.752212, 4.719502}
{-58.943368, -2.566265, 4.807966}
{-46.392783, -6.091633, 4.937242}
{-33.981785, -10.65284, 4.91805}
{-24.710698, -12.254047, 4.759792}
{-17.306473, -11.587156, 4.772238}
{-10.432502, -10.432502, 4.838176}
{-3.510649, -8.84327, 4.849467}
{3.510649, -8.84327, 4.849467}
{10.432502, -10.432502, 4.838176}
{17.306473, -11.587156, 4.772238}
{24.690397, -12.345009, 4.749359}
{32.658288, -12.847646, 4.754107}
{41.111477, -13.200116, 4.772417}
{49.947339, -13.459138, 4.796815}
{59.074873, -13.656673, 4.823622}
{68.42104, -13.811762, 4.851043}
{86.676685, -13.889867, 5.081929}
{-93.026671, -5.30016, 4.884572}
{-81.612129, -3.602027, 4.840431}
{-72.783253, -1.610091, 4.836536}
{-62.333344, -0.909626, 4.779839}
{-49.28644, -4.242136, 4.85273}
{-36.026013, -9.130213, 4.965843}
{-24.918296, -12.18599, 4.882876}
{-17.416827, -11.619705, 4.877467}
{-10.48006, -10.48006, 4.949879}
{-3.522703, -8.908145, 4.962867}
{3.522703, -8.908145, 4.962867}
{10.48006, -10.48006, 4.949879}
{17.416827, -11.619705, 4.877467}
{24.862685, -12.363963, 4.846363}
{32.870225, -12.86542, 4.84203}
{41.366551, -13.217887, 4.85054}
{50.250721, -13.474712, 4.864984}
{59.420501, -13.670506, 4.881963}
{68.802659, -13.824157, 4.899782}
{86.882828, -13.902517, 5.04216}
{-93.081649, -5.435589, 4.837748}
{-81.789355, -3.595526, 4.781571}
{-73.168699, -1.408999, 4.77791}
{-64.124706, 0.146961, 4.741115}
{-51.669085, -2.735766, 4.792735}
{-38.513145, -7.807263, 4.853533}
{-25.506711, -11.804956, 4.860805}
{-17.35929, -11.599894, 4.815014}
{-10.45182, -10.45182, 4.883626}
{-3.515532, -8.869645, 4.895596}
{3.515532, -8.869645, 4.895596}
{10.45182, -10.45182, 4.883626}
{17.35929, -11.599894, 4.815014}
{24.763014, -12.351543, 4.788845}
{32.740835, -12.856082, 4.789954}
{41.216049, -13.207357, 4.804249}
{50.071973, -13.465491, 4.824597}
{59.217122, -13.662322, 4.847403}
{68.578351, -13.816827, 4.870913}
{86.76227, -13.895055, 5.065554}
{-93.113342, -5.873319, 4.836106}
{-81.909505, -3.956457, 4.784432}
{-73.420473, -1.71197, 4.783116}
{-64.580493, -0.440648, 4.782409}
{-53.926602, -2.32302, 4.675436}
{-40.583821, -7.320706, 4.824402}
{-26.772948, -11.363803, 4.957891}
{-17.377851, -11.606272, 4.835161}
{-10.460915, -10.460915, 4.904989}
{-3.517838, -8.882053, 4.917283}
{3.517838, -8.882053, 4.917283}
{10.460915, -10.460915, 4.904989}
{17.377851, -11.606272, 4.835161}
{24.791509, -12.356284, 4.807433}
{32.779429, -12.860046, 4.806784}
{41.264827, -13.210756, 4.81919}
{50.129987, -13.46847, 4.837634}
{59.283211, -13.664967, 4.858561}
{68.65132, -13.819197, 4.880234}
{86.801678, -13.897473, 5.057949}
{-93.110353, -6.483432, 4.795388}
{-82.016839, -4.567318, 4.731739}
{-73.960603, -2.433407, 4.725701}
{-65.51714, -1.63274, 4.726756}
{-56.019847, -3.175434, 4.708733}
{-42.63998, -7.65539, 4.784527}
{-28.297312, -10.974025, 4.933983}
{-17.340107, -11.593316, 4.794191}
{-10.442434, -10.442434, 4.861557}
{-3.513158, -8.856834, 4.873196}
{3.513158, -8.856834, 4.873196}
{10.442434, -10.442434, 4.861557}
{17.340107, -11.593316, 4.794191}
{24.733522, -12.346652, 4.76963}
{32.700828, -12.851986, 4.772555}
{41.165408, -13.203843, 4.7888}
{50.011661, -13.462409, 4.811115}
{59.148331, -13.659582, 4.835863}
{68.502321, -13.814371, 4.861271}
{86.721012, -13.892543, 5.073472}
{-93.034613, -7.377193, 4.840483}
{-81.935755, -5.424991, 4.791929}
{-73.957268, -3.179461, 4.788713}
{-65.763288, -2.737803, 4.788566}
{-57.196574, -4.717498, 4.76481}
{-44.931806, -8.147279, 4.742584}
{-30.067047, -10.679689, 4.894106}
{-17.600905, -11.519881, 4.924399}
{-10.478106, -10.478106, 4.945302}
{-3.522206, -8.905483, 4.958218}
{3.522206, -8.905483, 4.958218}
{10.478106, -10.478106, 4.945302}
{17.412855, -11.618334, 4.873155}
{24.845038, -12.366105, 4.842478}
{32.851905, -12.867363, 4.838509}
{41.356227, -13.217161, 4.847346}
{50.238482, -13.474076, 4.862198}
{59.4066, -13.669942, 4.879579}
{68.78735, -13.823653, 4.897791}
{86.874655, -13.902005, 5.043758}
{-92.862652, -8.528213, 4.835014}
{-81.711178, -6.779034, 4.780354}
{-73.924117, -4.793876, 4.775316}
{-66.010129, -4.702884, 4.775324}
{-58.142637, -6.620368, 4.779992}
{-47.050041, -8.729728, 4.692063}
{-31.538526, -10.691859, 4.816918}
{-18.136204, -11.418039, 4.966852}
{-10.478864, -10.478864, 4.947076}
{-3.522399, -8.906515, 4.96002}
{3.522399, -8.906515, 4.96002}
{10.478864, -10.478864, 4.947076}
{17.414395, -11.618865, 4.874826}
{24.847392, -12.366519, 4.844019}
{32.855084, -12.867697, 4.839905}
{41.36023, -13.217443, 4.848584}
{50.243229, -13.474323, 4.863278}
{59.411992, -13.670161, 4.880503}
{68.793288, -13.823848, 4.898563}
{86.877826, -13.902203, 5.043138}
{-92.53988, -9.77078, 4.80748}
{-81.257234, -8.183, 4.734912}
{-73.800148, -6.198389, 4.729512}
{-66.289789, -6.318039, 4.729553}
{-58.946206, -8.370062, 4.735525}
{-48.710157, -10.01416, 4.717306}
{-33.202068, -11.213281, 4.817896}
{-18.955784, -11.456714, 4.932451}
{-10.463569, -10.463569, 4.911216}
{-3.518511, -8.88567, 4.923606}
{3.518511, -8.88567, 4.923606}
{10.463569, -10.463569, 4.911216}
{17.38326, -11.608133, 4.841032}
{24.799805, -12.357666, 4.812849}
{32.790654, -12.861202, 4.811687}
{41.279001, -13.211746, 4.823542}
{50.146829, -13.469337, 4.841432}
{59.302384, -13.665737, 4.86181}
{68.672474, -13.819887, 4.882948}
{86.813069, -13.898176, 5.055743}
{-92.055836, -11.317673, 4.848348}
{-80.555028, -10.255232, 4.781193}
{-73.601745, -8.726027, 4.775926}
{-66.555276, -8.88888, 4.775559}
{-59.815618, -10.473525, 4.782378}
{-50.380504, -11.537524, 4.744182}
{-34.964572, -11.906026, 4.868589}
{-19.752968, -11.528559, 4.973298}
{-10.487402, -10.487402, 4.967065}
{-3.524573, -8.918142, 4.980323}
{3.524574, -8.918142, 4.980323}
{10.487402, -10.487402, 4.967065}
{17.431739, -11.624859, 4.893654}
{24.88608, -12.367808, 4.861243}
{32.901501, -12.868518, 4.855501}
{41.40522, -13.220615, 4.862527}
{50.296528, -13.477096, 4.875439}
{59.472502, -13.67262, 4.890907}
{68.859895, -13.826049, 4.907253}
{86.913313, -13.904433, 5.036184}
{-91.387835, -13.384022, 4.8138}
{-79.476463, -13.113784, 4.716182}
{-73.291945, -12.573496, 4.707985}
{-66.814243, -12.622245, 4.706965}
{-60.776601, -13.160087, 4.717132}
{-52.092189, -13.41079, 4.682538}
{-36.497305, -12.734443, 4.854206}
{-20.38689, -11.569614, 4.928573}
{-10.463569, -10.463569, 4.911216}
{-3.518511, -8.88567, 4.923606}
{3.518511, -8.88567, 4.923606}
{10.463569, -10.463569, 4.911216}
{17.38326, -11.608133, 4.841032}
{24.799805, -12.357666, 4.812849}
{32.790654, -12.861202, 4.811687}
{41.279001, -13.211746, 4.823542}
{50.146829, -13.469337, 4.841432}
{59.302384, -13.665737, 4.86181}
{68.672474, -13.819887, 4.882948}
{86.813069, -13.898176, 5.055743}
{-90.886311, -14.057475, 4.849861}
{-78.486302, -13.803158, 4.756078}
{-72.860532, -13.357485, 4.751857}
{-67.040686, -13.324891, 4.752909}
{-61.305402, -13.77275, 4.755492}
{-53.135463, -13.869984, 4.697674}
{-37.923917, -13.042929, 4.86215}
{-21.026515, -11.66908, 4.982677}
{-10.478864, -10.478864, 4.947076}
{-3.522399, -8.906515, 4.96002}
{3.522399, -8.906515, 4.96002}
{10.478864, -10.478864, 4.947076}
{17.414395, -11.618865, 4.874826}
{24.847392, -12.366519, 4.844019}
{32.855084, -12.867697, 4.839905}
{41.36023, -13.217443, 4.848584}
{50.243229, -13.474323, 4.863278}
{59.411992, -13.670161, 4.880503}
{68.793288, -13.823848, 4.898563}
{86.877826, -13.902203, 5.043138}
{-90.752839, -15.971868, 4.851743}
{-78.196745, -16.210893, 4.754861}
{-72.724142, -16.660142, 4.74752}
{-66.819979, -16.819979, 4.752261}
{-60.828095, -16.357683, 4.751996}
{-53.029014, -15.70811, 4.688416}
{-38.295566, -14.211874, 4.960129}
{-21.435781, -11.982127, 4.94205}
{-10.478106, -10.478106, 4.945302}
{-3.522206, -8.905483, 4.958218}
{3.522206, -8.905483, 4.958218}
{10.478106, -10.478106, 4.945302}
{17.412855, -11.618334, 4.873155}
{24.845038, -12.366105, 4.842478}
{32.851905, -12.867363, 4.838509}
{41.356227, -13.217161, 4.847346}
{50.238482, -13.474076, 4.862198}
{59.4066, -13.669942, 4.879579}
{68.78735, -13.823653, 4.897791}
{86.874655, -13.902005, 5.043758}
{-90.940344, -16.485447, 4.795503}
{-78.540813, -16.716648, 4.668355}
{-72.873595, -17.223822, 4.651106}
{-66.283779, -17.592821, 4.660731}
{-59.423166, -17.091755, 4.659444}
{-51.754973, -16.318435, 4.625738}
{-37.788577, -14.776997, 4.799332}
{-21.851026, -12.45092, 4.967721}
{-10.465747, -10.453263, 4.874703}
{-3.513158, -8.856834, 4.873196}
{3.513158, -8.856834, 4.873196}
{10.442434, -10.442434, 4.861557}
{17.340107, -11.593316, 4.794191}
{24.733522, -12.346652, 4.76963}
{32.700828, -12.851986, 4.772555}
{41.165408, -13.203843, 4.7888}
{50.011661, -13.462409, 4.811115}
{59.148331, -13.659582, 4.835863}
{68.502321, -13.814371, 4.861271}
{86.721012, -13.892543, 5.073472}
{-90.987648, -18.09318, 4.833991}
{-78.324848, -18.849102, 4.728473}
{-71.517873, -20.298534, 4.713398}
{-64.014366, -21.488592, 4.71389}
{-56.891467, -20.579464, 4.710036}
{-49.477533, -18.72054, 4.68926}
{-36.490983, -15.984709, 4.827194}
{-22.150832, -12.994701, 4.922164}
{-10.572057, -10.507978, 4.950764}
{-3.517838, -8.882053, 4.917283}
{3.517838, -8.882053, 4.917283}
{10.460915, -10.460915, 4.904989}
{17.377851, -11.606272, 4.835161}
{24.791509, -12.356284, 4.807433}
{32.779429, -12.860046, 4.806784}
{41.264827, -13.210756, 4.81919}
{50.129987, -13.46847, 4.837634}
{59.283211, -13.664967, 4.858561}
{68.65132, -13.819197, 4.880234}
{86.801678, -13.897473, 5.057949}
{-91.211099, -18.992728, 4.828463}
{-78.588214, -19.972219, 4.719656}
{-71.348384, -21.751195, 4.705211}
{-63.855313, -23.63668, 4.699821}
{-56.400453, -23.302661, 4.699873}
{-48.047485, -20.781418, 4.645065}
{-35.237727, -16.790429, 4.665157}
{-21.953988, -13.297903, 4.836454}
{-10.6548, -10.528334, 4.930716}
{-3.515532, -8.869645, 4.895596}
{3.515532, -8.869645, 4.895596}
{10.45182, -10.45182, 4.883626}
{17.35929, -11.599894, 4.815014}
{24.763014, -12.351543, 4.788845}
{32.740835, -12.856082, 4.789954}
{41.216049, -13.207357, 4.804249}
{50.071973, -13.465491, 4.824597}
{59.217122, -13.662322, 4.847403}
{68.578351, -13.816827, 4.870913}
{86.76227, -13.895055, 5.065554}
{-91.374119, -19.630101, 4.873285}
{-78.756386, -20.684043, 4.792522}
{-71.206236, -22.453426, 4.781472}
{-63.718573, -24.59808, 4.775996}
{-55.892609, -25.136161, 4.776045}
{-46.498086, -22.32669, 4.755994}
{-33.998635, -17.474985, 4.745679}
{-21.566649, -13.570166, 4.954157}
{-10.698892, -10.561622, 4.995964}
{-3.522703, -8.908145, 4.962867}
{3.522703, -8.908145, 4.962867}
{10.48006, -10.48006, 4.949879}
{17.416827, -11.619705, 4.877467}
{24.862685, -12.363963, 4.846363}
{32.870225, -12.86542, 4.84203}
{41.366551, -13.217887, 4.85054}
{50.250721, -13.474712, 4.864984}
{59.420501, -13.670506, 4.881963}
{68.802659, -13.824157, 4.899782}
{86.882828, -13.902517, 5.04216}
{-91.335024, -20.195376, 4.830069}
{-78.563997, -21.298301, 4.70883}
{-70.723986, -23.086505, 4.693237}
{-62.815854, -25.445277, 4.68675}
{-54.412495, -26.938651, 4.684245}
{-44.436282, -23.824809, 4.624599}
{-32.636236, -18.258316, 4.775715}
{-21.165558, -13.99461, 4.791565}
{-10.597456, -10.496901, 4.885458}
{-3.510649, -8.84327, 4.849467}
{3.510649, -8.84327, 4.849467}
{10.432502, -10.432502, 4.838176}
{17.306473, -11.587156, 4.772238}
{24.690397, -12.345009, 4.749359}
{32.658288, -12.847646, 4.754107}
{41.111477, -13.200116, 4.772417}
{49.947339, -13.459138, 4.796815}
{59.074873, -13.656673, 4.823622}
{68.42104, -13.811762, 4.851043}
{86.676685, -13.889867, 5.081929}
{-91.360505, -20.44499, 4.903348}
{-78.498028, -21.501972, 4.830306}
{-70.419678, -23.141952, 4.820697}
{-62.345972, -25.310152, 4.815579}
{-54.119616, -27.325875, 4.800501}
{-43.047946, -24.257858, 4.736809}
{-31.362487, -18.933622, 4.844003}
{-20.397541, -14.280773, 4.98567}
{-10.57649, -10.57649, 5.03515}
{-3.524812, -8.919417, 4.98255}
{3.524812, -8.919417, 4.98255}
{10.488339, -10.488339, 4.969257}
{17.433641, -11.625517, 4.895718}
{24.889061, -12.368299, 4.86314}
{32.905484, -12.868913, 4.857218}
{41.410141, -13.220962, 4.864055}
{50.302354, -13.4774, 4.876771}
{59.479112, -13.672889, 4.892048}
{68.867167, -13.82629, 4.908205}
{86.917178, -13.904677, 5.035425}
{-91.210886, -20.70807, 4.865595}
{-78.137089, -21.718246, 4.740198}
{-69.913821, -23.236246, 4.722341}
{-61.663899, -25.198499, 4.705538}
{-52.584889, -26.443261, 4.633973}
{-41.293885, -23.512816, 4.716921}
{-30.175739, -18.962598, 4.869351}
{-19.644999, -14.237803, 4.941348}
{-10.496901, -10.597456, 4.885458}
{-3.510649, -8.84327, 4.849467}
{3.510649, -8.84327, 4.849467}
{10.432502, -10.432502, 4.838176}
{17.306473, -11.587156, 4.772238}
{24.690397, -12.345009, 4.749359}
{32.658288, -12.847646, 4.754107}
{41.111477, -13.200116, 4.772417}
{49.947339, -13.459138, 4.796815}
{59.074873, -13.656673, 4.823622}
{68.42104, -13.811762, 4.851043}
{86.676685, -13.889867, 5.081929}
{-91.121651, -20.710405, 4.920457}
{-77.852912, -21.641436, 4.835032}
{-69.380191, -23.010625, 4.821872}
{-60.665158, -24.641053, 4.768882}
{-50.219232, -24.892751, 4.709789}
{-39.121666, -22.039197, 4.834553}
{-29.166844, -18.472283, 5.001527}
{-19.022517, -13.776544, 5.073459}
{-10.561622, -10.698892, 4.995964}
{-3.522703, -8.908145, 4.962867}
{3.522703, -8.908145, 4.962867}
{10.48006, -10.48006, 4.949879}
{17.416827, -11.619705, 4.877467}
{24.862685, -12.363963, 4.846363}
{32.870225, -12.86542, 4.84203}
{41.366551, -13.217887, 4.85054}
{50.250721, -13.474712, 4.864984}
{59.420501, -13.670506, 4.881963}
{68.802659, -13.824157, 4.899782}
{86.882828, -13.902517, 5.04216}
{-90.877883, -20.719747, 4.917713}
{-77.252707, -21.570126, 4.799153}
{-68.44223, -22.743711, 4.752446}
{-58.66876, -23.295011, 4.700069}
{-47.801868, -22.324656, 4.832139}
{-37.237928, -20.328314, 4.856439}
{-27.66071, -17.276126, 4.82519}
{-18.247427, -13.286836, 4.910917}
{-10.528334, -10.6548, 4.930716}
{-3.515532, -8.869645, 4.895596}
{3.515532, -8.869645, 4.895596}
{10.45182, -10.45182, 4.883626}
{17.35929, -11.599894, 4.815014}
{24.763014, -12.351543, 4.788845}
{32.740835, -12.856082, 4.789954}
{41.216049, -13.207357, 4.804249}
{50.071973, -13.465491, 4.824597}
{59.217122, -13.662322, 4.847403}
{68.578351, -13.816827, 4.870913}
{86.76227, -13.895055, 5.065554}
{-90.564621, -20.571486, 4.936781}
{-76.318476, -21.160827, 4.791646}
{-66.63101, -21.376949, 4.742459}
{-55.942946, -20.908934, 4.851426}
{-45.416927, -19.752317, 4.857387}
{-35.861301, -18.244147, 4.837232}
{-26.191363, -15.759662, 4.984481}
{-17.722084, -12.865061, 4.969526}
{-10.507978, -10.572057, 4.950764}
{-3.517838, -8.882053, 4.917283}
{3.517838, -8.882053, 4.917283}
{10.460915, -10.460915, 4.904989}
{17.377851, -11.606272, 4.835161}
{24.791509, -12.356284, 4.807433}
{32.779429, -12.860046, 4.806784}
{41.264827, -13.210756, 4.81919}
{50.129987, -13.46847, 4.837634}
{59.283211, -13.664967, 4.858561}
{68.65132, -13.819197, 4.880234}
{86.801678, -13.897473, 5.057949}
{-89.543001, -19.819811, 4.922983}
{-73.931695, -19.606239, 4.782789}
{-63.366147, -19.242471, 4.868936}
{-53.337916, -18.542632, 4.867897}
{-43.779308, -17.637756, 4.775398}
{-34.085712, -16.099986, 4.93884}
{-25.078579, -14.07263, 4.960462}
{-17.567064, -12.324453, 4.854228}
{-10.453263, -10.465747, 4.874703}
{-3.513158, -8.856834, 4.873196}
{3.513158, -8.856834, 4.873196}
{10.442434, -10.442434, 4.861557}
{17.340107, -11.593316, 4.794191}
{24.733522, -12.346652, 4.76963}
{32.700828, -12.851986, 4.772555}
{41.165408, -13.203843, 4.7888}
{50.011661, -13.462409, 4.811115}
{59.148331, -13.659582, 4.835863}
{68.502321, -13.814371, 4.861271}
{86.721012, -13.892543, 5.073472}
{-87.80705, -17.686054, 4.987104}
{-71.22881, -17.567022, 4.942068}
{-61.645162, -17.061505, 4.898232}
{-51.750335, -16.440938, 4.972737}
{-41.967783, -15.404608, 5.020551}
{-32.958357, -14.273057, 4.94951}
{-24.988795, -13.254855, 4.91332}
{-17.527281, -11.925607, 4.912384}
{-10.478106, -10.478106, 4.945302}
{-3.522206, -8.905483, 4.958218}
{3.522206, -8.905483, 4.958218}
{10.478106, -10.478106, 4.945302}
{17.412855, -11.618334, 4.873155}
{24.845038, -12.366105, 4.842478}
{32.851905, -12.867363, 4.838509}
{41.356227, -13.217161, 4.847346}
{50.238482, -13.474076, 4.862198}
{59.4066, -13.669942, 4.879579}
{68.78735, -13.823653, 4.897791}
{86.874655, -13.902005, 5.043758}
{-87.062556, -15.535434, 5.056275}
{-69.168619, -15.408068, 4.980602}
{-59.530678, -14.862902, 4.944913}
{-50.212976, -14.506243, 4.872867}
{-41.455316, -14.131301, 4.883022}
{-32.947062, -13.400649, 4.899541}
{-24.938288, -12.556651, 4.874872}
{-17.414395, -11.618865, 4.874826}
{-10.478864, -10.478864, 4.947076}
{-3.522399, -8.906515, 4.96002}
{3.522399, -8.906515, 4.96002}
{10.478864, -10.478864, 4.947076}
{17.414395, -11.618865, 4.874826}
{24.847392, -12.366519, 4.844019}
{32.855084, -12.867697, 4.839905}
{41.36023, -13.217443, 4.848584}
{50.243229, -13.474323, 4.863278}
{59.411992, -13.670161, 4.880503}
{68.793288, -13.823848, 4.898563}
{86.877826, -13.902203, 5.043138}
{-86.884636, -14.335604, 5.136899}
{-68.690417, -14.111037, 4.922849}
{-59.325394, -13.857705, 4.903509}
{-50.169055, -13.555025, 4.871574}
{-41.284592, -13.228192, 4.832233}
{-32.790654, -12.861202, 4.811687}
{-24.799805, -12.357666, 4.812849}
{-17.38326, -11.608133, 4.841032}
{-10.463569, -10.463569, 4.911216}
{-3.518511, -8.88567, 4.923606}
{3.518511, -8.88567, 4.923606}
{10.463569, -10.463569, 4.911216}
{17.38326, -11.608133, 4.841032}
{24.799805, -12.357666, 4.812849}
{32.790654, -12.861202, 4.811687}
{41.279001, -13.211746, 4.823542}
{50.146829, -13.469337, 4.841432}
{59.302384, -13.665737, 4.86181}
{68.672474, -13.819887, 4.882948}
{86.813069, -13.898176, 5.055743}
{-86.913313, -13.904433, 5.036184}
{-68.859895, -13.826049, 4.907253}
{-59.472502, -13.67262, 4.890907}
{-50.296528, -13.477096, 4.875439}
{-41.40522, -13.220615, 4.862527}
{-32.901501, -12.868518, 4.855501}
{-24.88608, -12.367808, 4.861243}
{-17.431739, -11.624859, 4.893654}
{-10.487402, -10.487402, 4.967065}
{-3.524573, -8.918142, 4.980323}
{3.524574, -8.918142, 4.980323}
{10.487402, -10.487402, 4.967065}
{17.431739, -11.624859, 4.893654}
{24.88608, -12.367808, 4.861243}
{32.901501, -12.868518, 4.855501}
{41.40522, -13.220615, 4.862527}
{50.296528, -13.477096, 4.875439}
{59.472502, -13.67262, 4.890907}
{68.859895, -13.826049, 4.907253}
{86.913313, -13.904433, 5.036184}
{-86.813069, -13.898176, 5.055743}
{-68.672474, -13.819887, 4.882948}
{-59.302384, -13.665737, 4.86181}
{-50.146829, -13.469337, 4.841432}
{-41.279001, -13.211746, 4.823542}
{-32.790654, -12.861202, 4.811687}
{-24.799805, -12.357666, 4.812849}
{-17.38326, -11.608133, 4.841032}
{-10.463569, -10.463569, 4.911216}
{-3.518511, -8.88567, 4.923606}
{3.518511, -8.88567, 4.923606}
{10.463569, -10.463569, 4.911216}
{17.38326, -11.608133, 4.841032}
{24.799805, -12.357666, 4.812849}
{32.790654, -12.861202, 4.811687}
{41.284592, -13.228192, 4.832233}
{50.169055, -13.555025, 4.871574}
{59.325394, -13.857705, 4.903509}
{68.690417, -14.111037, 4.922849}
{86.884636, -14.335604, 5.136899}
{-86.877826, -13.902203, 5.043138}
{-68.793288, -13.823848, 4.898563}
{-59.411992, -13.670161, 4.880503}
{-50.243229, -13.474323, 4.863278}
{-41.36023, -13.217443, 4.848584}
{-32.855084, -12.867697, 4.839905}
{-24.847392, -12.366519, 4.844019}
{-17.414395, -11.618865, 4.874826}
{-10.478864, -10.478864, 4.947076}
{-3.522399, -8.906515, 4.96002}
{3.522399, -8.906515, 4.96002}
{10.478864, -10.478864, 4.947076}
{17.414395, -11.618865, 4.874826}
{24.938288, -12.556651, 4.874872}
{32.947062, -13.400649, 4.899541}
{41.455316, -14.131301, 4.883022}
{50.212976, -14.506243, 4.872867}
{59.530678, -14.862902, 4.944913}
{69.168619, -15.408068, 4.980602}
{87.062556, -15.535434, 5.056275}
{-86.874655, -13.902005, 5.043758}
{-68.78735, -13.823653, 4.897791}
{-59.4066, -13.669942, 4.879579}
{-50.238482, -13.474076, 4.862198}
{-41.356227, -13.217161, 4.847346}
{-32.851905, -12.867363, 4.838509}
{-24.845038, -12.366105, 4.842478}
{-17.412855, -11.618334, 4.873155}
{-10.478106, -10.478106, 4.945302}
{-3.522206, -8.905483, 4.958218}
{3.522206, -8.905483, 4.958218}
{10.478106, -10.478106, 4.945302}
{17.527281, -11.925607, 4.912384}
{24.988795, -13.254855, 4.91332}
{32.958357, -14.273057, 4.94951}
{41.967783, -15.404608, 5.020551}
{51.750335, -16.440938, 4.972737}
{61.645162, -17.061505, 4.898232}
{71.22881, -17.567022, 4.942068}
{87.80705, -17.686054, 4.987104}
{-86.721012, -13.892543, 5.073472}
{-68.502321, -13.814371, 4.861271}
{-59.148331, -13.659582, 4.835863}
{-50.011661, -13.462409, 4.811115}
{-41.165408, -13.203843, 4.7888}
{-32.700828, -12.851986, 4.772555}
{-24.733522, -12.346652, 4.76963}
{-17.340107, -11.593316, 4.794191}
{-10.442434, -10.442434, 4.861557}
{-3.513158, -8.856834, 4.873196}
{3.513158, -8.856834, 4.873196}
{10.453263, -10.465747, 4.874703}
{17.567064, -12.324453, 4.854228}
{25.078579, -14.07263, 4.960462}
{34.085712, -16.099986, 4.93884}
{43.779308, -17.637756, 4.775398}
{53.337916, -18.542632, 4.867897}
{63.366147, -19.242471, 4.868936}
{73.931695, -19.606239, 4.782789}
{89.543001, -19.819811, 4.922983}
{-86.801678, -13.897473, 5.057949}
{-68.65132, -13.819197, 4.880234}
{-59.283211, -13.664967, 4.858561}
{-50.129987, -13.46847, 4.837634}
