timestep, mesh 1 face centerpoint, mesh 1 color code, mesh 1 normal, Mesh 1 face centerpoint to Mesh 1 face n+1 centerpoint distance, Mesh 1 face centerpoint vector to Mesh 1 face n+1 centerpoint vector angle
92,(118.75, -119.25, 27.5),(243,56,2),(0.11, 0.26, 0.96),0,0,
93,(120, 121.5, 27.75),(243,57,0),(-0.44, 0.3, 0.85),0,0,
93,(120, 121.5, 27.75),(242,53,8),(-0.44, 0.3, 0.85),0,0,
93,(120, 121.5, 27.75),(243,56,2),(-0.44, 0.3, 0.85),0,0,
94,(-123.75, 121.75, 28),(243,57,0),(-0.35, -0.21, -0.91),0,0,
94,(-123.75, 121.75, 28),(242,53,8),(-0.35, -0.21, -0.91),0,0,
94,(-123.75, 121.75, 28),(243,56,2),(-0.35, -0.21, -0.91),0,0,
95,(-125, -125, 28.25),(243,57,0),(0.15, -0.29, -0.95),0,0,
95,(-125, -125, 28.25),(242,53,8),(0.15, -0.29, -0.95),0,0,
95,(-125, -125, 28.25),(243,56,2),(0.15, -0.29, -0.95),0,0,
96,(124.75, -125.25, 28.5),(243,57,0),(0.11, 0.26, 0.96),0,0,
96,(124.75, -125.25, 28.5),(242,53,8),(0.11, 0.26, 0.96),0,0,
96,(124.75, -125.25, 28.5),(243,56,2),(0.11, 0.26, 0.96),0,0,
97,(125.5, 127, 28.75),(243,57,0),(-0.44, 0.3, 0.85),0,0,
97,(125.5, 127, 28.75),(242,53,8),(-0.44, 0.3, 0.85),0,0,
97,(125.5, 127, 28.75),(243,56,2),(-0.44, 0.3, 0.85),0,0,
98,(-131.25, 129.25, 29),(243,57,0),(-0.35, -0.21, -0.91),0,0,
98,(-131.25, 129.25, 29),(242,53,7),(-0.35, -0.21, -0.91),0,0,
98,(-131.25, 129.25, 29),(243,56,1),(-0.35, -0.21, -0.91),0,0,
99,(-131, -131, 29.25),(243,57,0),(0.15, -0.29, -0.95),0,0,
99,(-131, -131, 29.25),(242,53,7),(0.15, -0.29, -0.95),0,0,
99,(-131, -131, 29.25),(243,56,1),(0.15, -0.29, -0.95),0,0,
100,(134.25, -134.75, 29.5),(243,57,0),(0.11, 0.26, 0.96),0,0,
100,(134.25, -134.75, 29.5),(242,54,7),(0.11, 0.26, 0.96),0,0,
100,(134.25, -134.75, 29.5),(243,56,1),(0.11, 0.26, 0.96),0,0,
101,(135, 136.5, 29.75),(243,57,0),(-0.43, 0.3, 0.85),0,0,
101,(135, 136.5, 29.75),(242,54,7),(-0.43, 0.3, 0.85),0,0,
101,(135, 136.5, 29.75),(243,56,1),(-0.43, 0.3, 0.85),0,0,
102,(-140.25, 138.25, 30),(243,57,0),(-0.35, -0.21, -0.91),0,0,
102,(-140.25, 138.25, 30),(242,54,7),(-0.35, -0.21, -0.91),0,0,
102,(-140.25, 138.25, 30),(243,56,1),(-0.35, -0.21, -0.91),0,0,
103,(-141, -141, 30.25),(243,57,0),(0.15, -0.29, -0.94),0,0,
103,(-141, -141, 30.25),(242,54,6),(0.15, -0.29, -0.94),0,0,
103,(-141, -141, 30.25),(243,56,1),(0.15, -0.29, -0.94),0,0,
104,(141.25, -141.75, 30.5),(243,57,0),(0.11, 0.26, 0.96),0,0,
104,(141.25, -141.75, 30.5),(242,54,6),(0.11, 0.26, 0.96),0,0,
